,init pf,init block clean threshold,init weighting schema,init matching threshold,f-score goal,rank iterations,rank f-score,grid search iterations,grid search f-score
75,0,0.30714,1,0.43571,0.8,1,0.93699,2.0,0.953
76,0,0.30714,1,0.56429,0.8,1,0.96597,2.0,0.953
77,0,0.30714,1,0.69286,0.8,1,0.97962,2.0,0.953
78,0,0.30714,1,0.82143,0.8,1,0.95243,2.0,0.953
79,0,0.30714,1,0.95,0.8,5,0.8179,2.0,0.953
80,0,0.30714,2,0.05,0.8,5,0.88807,2.0,0.953
81,0,0.30714,2,0.17857,0.8,1,0.83558,2.0,0.953
82,0,0.30714,2,0.30714,0.8,1,0.86232,2.0,0.953
83,0,0.30714,2,0.43571,0.8,1,0.93313,2.0,0.953
84,0,0.30714,2,0.56429,0.8,1,0.96545,2.0,0.953
85,0,0.30714,2,0.69286,0.8,1,0.97892,2.0,0.953
86,0,0.30714,2,0.82143,0.8,1,0.95126,2.0,0.953
87,0,0.30714,2,0.95,0.8,5,0.81708,2.0,0.953
88,0,0.30714,3,0.05,0.8,5,0.82628,2.0,0.953
89,0,0.30714,3,0.17857,0.8,5,0.88974,2.0,0.953
90,0,0.30714,3,0.30714,0.8,5,0.90211,2.0,0.953
91,0,0.30714,3,0.43571,0.8,1,0.9253,2.0,0.953
92,0,0.30714,3,0.56429,0.8,1,0.95995,2.0,0.953
93,0,0.30714,3,0.69286,0.8,1,0.97403,2.0,0.953
94,0,0.30714,3,0.82143,0.8,1,0.95041,2.0,0.953
95,0,0.30714,3,0.95,0.8,5,0.8133,2.0,0.953
96,0,0.43571,0,0.05,0.8,13,0.8654,2.0,0.953
97,0,0.43571,0,0.17857,0.8,1,0.81796,2.0,0.953
98,0,0.43571,0,0.30714,0.8,1,0.8359,2.0,0.953
99,0,0.43571,0,0.43571,0.8,1,0.95285,2.0,0.953
100,0,0.43571,0,0.56429,0.8,1,0.9723,2.0,0.953
101,0,0.43571,0,0.69286,0.8,1,0.98409,2.0,0.953
102,0,0.43571,0,0.82143,0.8,1,0.95684,2.0,0.953
103,0,0.43571,0,0.95,0.8,1,0.80271,2.0,0.953
104,0,0.43571,1,0.05,0.8,1,0.88954,2.0,0.953
105,0,0.43571,1,0.17857,0.8,1,0.90963,2.0,0.953
106,0,0.43571,1,0.30714,0.8,1,0.92086,2.0,0.953
107,0,0.43571,1,0.43571,0.8,1,0.96469,2.0,0.953
108,0,0.43571,1,0.56429,0.8,1,0.97791,2.0,0.953
109,0,0.43571,1,0.69286,0.8,1,0.98599,2.0,0.953
110,0,0.43571,1,0.82143,0.8,1,0.96214,2.0,0.953
111,0,0.43571,1,0.95,0.8,1,0.8179,2.0,0.953
112,0,0.43571,2,0.05,0.8,1,0.88807,2.0,0.953
113,0,0.43571,2,0.17857,0.8,1,0.90925,2.0,0.953
114,0,0.43571,2,0.30714,0.8,1,0.92023,2.0,0.953
115,0,0.43571,2,0.43571,0.8,1,0.96452,2.0,0.953
116,0,0.43571,2,0.56429,0.8,1,0.97744,2.0,0.953
117,0,0.43571,2,0.69286,0.8,1,0.98565,2.0,0.953
118,0,0.43571,2,0.82143,0.8,1,0.96164,2.0,0.953
119,0,0.43571,2,0.95,0.8,1,0.81708,2.0,0.953
120,0,0.43571,3,0.05,0.8,1,0.82628,2.0,0.953
121,0,0.43571,3,0.17857,0.8,1,0.88974,2.0,0.953
122,0,0.43571,3,0.30714,0.8,1,0.90211,2.0,0.953
123,0,0.43571,3,0.43571,0.8,1,0.96118,2.0,0.953
124,0,0.43571,3,0.56429,0.8,1,0.97825,2.0,0.953
125,0,0.43571,3,0.69286,0.8,1,0.98586,2.0,0.953
126,0,0.43571,3,0.82143,0.8,1,0.9601,2.0,0.953
127,0,0.43571,3,0.95,0.8,1,0.8133,2.0,0.953
128,0,0.56429,0,0.05,0.8,13,0.8654,2.0,0.953
129,0,0.56429,0,0.17857,0.8,1,0.8654,2.0,0.953
130,0,0.56429,0,0.30714,0.8,1,0.88136,2.0,0.953
131,0,0.56429,0,0.43571,0.8,1,0.95156,2.0,0.953
132,0,0.56429,0,0.56429,0.8,1,0.96714,2.0,0.953
133,0,0.56429,0,0.69286,0.8,1,0.98428,2.0,0.953
134,0,0.56429,0,0.82143,0.8,1,0.95785,2.0,0.953
135,0,0.56429,0,0.95,0.8,1,0.80673,2.0,0.953
136,0,0.56429,1,0.05,0.8,6,0.88954,2.0,0.953
137,0,0.56429,1,0.17857,0.8,5,0.85255,2.0,0.953
138,0,0.56429,1,0.30714,0.8,1,0.80054,2.0,0.953
139,0,0.56429,1,0.43571,0.8,1,0.92609,2.0,0.953
140,0,0.56429,1,0.56429,0.8,1,0.95596,2.0,0.953
141,0,0.56429,1,0.69286,0.8,1,0.97063,2.0,0.953
142,0,0.56429,1,0.82143,0.8,1,0.95766,2.0,0.953
143,0,0.56429,1,0.95,0.8,1,0.80504,2.0,0.953
144,0,0.56429,2,0.05,0.8,6,0.88807,2.0,0.953
145,0,0.56429,2,0.17857,0.8,5,0.83558,2.0,0.953
146,0,0.56429,2,0.30714,0.8,1,0.80054,2.0,0.953
147,0,0.56429,2,0.43571,0.8,1,0.92609,2.0,0.953
148,0,0.56429,2,0.56429,0.8,1,0.95596,2.0,0.953
149,0,0.56429,2,0.69286,0.8,1,0.97063,2.0,0.953
150,0,0.56429,2,0.82143,0.8,1,0.95766,2.0,0.953
151,0,0.56429,2,0.95,0.8,1,0.80504,2.0,0.953
152,0,0.56429,3,0.05,0.8,6,0.82628,2.0,0.953
153,0,0.56429,3,0.17857,0.8,6,0.88974,2.0,0.953
154,0,0.56429,3,0.30714,0.8,1,0.80054,2.0,0.953
155,0,0.56429,3,0.43571,0.8,1,0.92609,2.0,0.953
156,0,0.56429,3,0.56429,0.8,1,0.95596,2.0,0.953
157,0,0.56429,3,0.69286,0.8,1,0.97063,2.0,0.953
158,0,0.56429,3,0.82143,0.8,1,0.95766,2.0,0.953
159,0,0.56429,3,0.95,0.8,1,0.80504,2.0,0.953
160,0,0.69286,0,0.05,0.8,13,0.8654,2.0,0.953
161,0,0.69286,0,0.17857,0.8,1,0.8654,2.0,0.953
162,0,0.69286,0,0.30714,0.8,1,0.88136,2.0,0.953
163,0,0.69286,0,0.43571,0.8,1,0.95156,2.0,0.953
164,0,0.69286,0,0.56429,0.8,1,0.96714,2.0,0.953
165,0,0.69286,0,0.69286,0.8,1,0.98428,2.0,0.953
166,0,0.69286,0,0.82143,0.8,1,0.95785,2.0,0.953
167,0,0.69286,0,0.95,0.8,1,0.80673,2.0,0.953
168,0,0.69286,1,0.05,0.8,6,0.88954,2.0,0.953
169,0,0.69286,1,0.17857,0.8,5,0.85255,2.0,0.953
170,0,0.69286,1,0.30714,0.8,1,0.80054,2.0,0.953
171,0,0.69286,1,0.43571,0.8,1,0.92609,2.0,0.953
172,0,0.69286,1,0.56429,0.8,1,0.95596,2.0,0.953
173,0,0.69286,1,0.69286,0.8,1,0.97063,2.0,0.953
174,0,0.69286,1,0.82143,0.8,1,0.95766,2.0,0.953
175,0,0.69286,1,0.95,0.8,1,0.80504,2.0,0.953
176,0,0.69286,2,0.05,0.8,6,0.88807,2.0,0.953
177,0,0.69286,2,0.17857,0.8,5,0.83558,2.0,0.953
178,0,0.69286,2,0.30714,0.8,1,0.80054,2.0,0.953
179,0,0.69286,2,0.43571,0.8,1,0.92609,2.0,0.953
180,0,0.69286,2,0.56429,0.8,1,0.95596,2.0,0.953
181,0,0.69286,2,0.69286,0.8,1,0.97063,2.0,0.953
182,0,0.69286,2,0.82143,0.8,1,0.95766,2.0,0.953
183,0,0.69286,2,0.95,0.8,1,0.80504,2.0,0.953
184,0,0.69286,3,0.05,0.8,6,0.82628,2.0,0.953
185,0,0.69286,3,0.17857,0.8,6,0.88974,2.0,0.953
186,0,0.69286,3,0.30714,0.8,1,0.80054,2.0,0.953
187,0,0.69286,3,0.43571,0.8,1,0.92609,2.0,0.953
188,0,0.69286,3,0.56429,0.8,1,0.95596,2.0,0.953
189,0,0.69286,3,0.69286,0.8,1,0.97063,2.0,0.953
190,0,0.69286,3,0.82143,0.8,1,0.95766,2.0,0.953
191,0,0.69286,3,0.95,0.8,1,0.80504,2.0,0.953
192,0,0.82143,0,0.05,0.8,13,0.8654,2.0,0.953
193,0,0.82143,0,0.17857,0.8,1,0.8654,2.0,0.953
194,0,0.82143,0,0.30714,0.8,1,0.88136,2.0,0.953
195,0,0.82143,0,0.43571,0.8,1,0.95156,2.0,0.953
196,0,0.82143,0,0.56429,0.8,1,0.96714,2.0,0.953
197,0,0.82143,0,0.69286,0.8,1,0.98428,2.0,0.953
198,0,0.82143,0,0.82143,0.8,1,0.95785,2.0,0.953
199,0,0.82143,0,0.95,0.8,1,0.80673,2.0,0.953
200,0,0.82143,1,0.05,0.8,6,0.88954,2.0,0.953
201,0,0.82143,1,0.17857,0.8,5,0.85255,2.0,0.953
202,0,0.82143,1,0.30714,0.8,1,0.80054,2.0,0.953
203,0,0.82143,1,0.43571,0.8,1,0.92609,2.0,0.953
204,0,0.82143,1,0.56429,0.8,1,0.95596,2.0,0.953
205,0,0.82143,1,0.69286,0.8,1,0.97063,2.0,0.953
206,0,0.82143,1,0.82143,0.8,1,0.95766,2.0,0.953
207,0,0.82143,1,0.95,0.8,1,0.80504,2.0,0.953
208,0,0.82143,2,0.05,0.8,6,0.88807,2.0,0.953
209,0,0.82143,2,0.17857,0.8,5,0.83558,2.0,0.953
210,0,0.82143,2,0.30714,0.8,1,0.80054,2.0,0.953
211,0,0.82143,2,0.43571,0.8,1,0.92609,2.0,0.953
212,0,0.82143,2,0.56429,0.8,1,0.95596,2.0,0.953
213,0,0.82143,2,0.69286,0.8,1,0.97063,2.0,0.953
214,0,0.82143,2,0.82143,0.8,1,0.95766,2.0,0.953
215,0,0.82143,2,0.95,0.8,1,0.80504,2.0,0.953
216,0,0.82143,3,0.05,0.8,6,0.82628,2.0,0.953
217,0,0.82143,3,0.17857,0.8,6,0.88974,2.0,0.953
218,0,0.82143,3,0.30714,0.8,1,0.80054,2.0,0.953
219,0,0.82143,3,0.43571,0.8,1,0.92609,2.0,0.953
220,0,0.82143,3,0.56429,0.8,1,0.95596,2.0,0.953
221,0,0.82143,3,0.69286,0.8,1,0.97063,2.0,0.953
222,0,0.82143,3,0.82143,0.8,1,0.95766,2.0,0.953
223,0,0.82143,3,0.95,0.8,1,0.80504,2.0,0.953
224,0,0.95,0,0.05,0.8,13,0.8654,2.0,0.953
225,0,0.95,0,0.17857,0.8,1,0.8654,2.0,0.953
226,0,0.95,0,0.30714,0.8,1,0.88136,2.0,0.953
227,0,0.95,0,0.43571,0.8,1,0.95156,2.0,0.953
228,0,0.95,0,0.56429,0.8,1,0.96714,2.0,0.953
229,0,0.95,0,0.69286,0.8,1,0.98428,2.0,0.953
230,0,0.95,0,0.82143,0.8,1,0.95785,2.0,0.953
231,0,0.95,0,0.95,0.8,1,0.80673,2.0,0.953
232,0,0.95,1,0.05,0.8,6,0.88954,2.0,0.953
233,0,0.95,1,0.17857,0.8,5,0.85255,2.0,0.953
234,0,0.95,1,0.30714,0.8,1,0.80054,2.0,0.953
235,0,0.95,1,0.43571,0.8,1,0.92609,2.0,0.953
236,0,0.95,1,0.56429,0.8,1,0.95596,2.0,0.953
237,0,0.95,1,0.69286,0.8,1,0.97063,2.0,0.953
238,0,0.95,1,0.82143,0.8,1,0.95766,2.0,0.953
239,0,0.95,1,0.95,0.8,1,0.80504,2.0,0.953
240,0,0.95,2,0.05,0.8,6,0.88807,2.0,0.953
241,0,0.95,2,0.17857,0.8,5,0.83558,2.0,0.953
242,0,0.95,2,0.30714,0.8,1,0.80054,2.0,0.953
243,0,0.95,2,0.43571,0.8,1,0.92609,2.0,0.953
244,0,0.95,2,0.56429,0.8,1,0.95596,2.0,0.953
245,0,0.95,2,0.69286,0.8,1,0.97063,2.0,0.953
246,0,0.95,2,0.82143,0.8,1,0.95766,2.0,0.953
247,0,0.95,2,0.95,0.8,1,0.80504,2.0,0.953
248,0,0.95,3,0.05,0.8,6,0.82628,2.0,0.953
249,0,0.95,3,0.17857,0.8,6,0.88974,2.0,0.953
250,0,0.95,3,0.30714,0.8,1,0.80054,2.0,0.953
251,0,0.95,3,0.43571,0.8,1,0.92609,2.0,0.953
252,0,0.95,3,0.56429,0.8,1,0.95596,2.0,0.953
253,0,0.95,3,0.69286,0.8,1,0.97063,2.0,0.953
254,0,0.95,3,0.82143,0.8,1,0.95766,2.0,0.953
255,0,0.95,3,0.95,0.8,1,0.80504,2.0,0.953
256,1,0.05,0,0.05,0.8,13,0.87156,2.0,0.953
257,1,0.05,0,0.17857,0.8,2,0.87156,2.0,0.953
258,1,0.05,0,0.30714,0.8,2,0.88963,2.0,0.953
259,1,0.05,0,0.43571,0.8,2,0.94729,2.0,0.953
260,1,0.05,0,0.56429,0.8,1,0.93251,2.0,0.953
261,1,0.05,0,0.69286,0.8,1,0.96296,2.0,0.953
262,1,0.05,0,0.82143,0.8,1,0.9445,2.0,0.953
263,1,0.05,0,0.95,0.8,14,0.87156,2.0,0.953
264,1,0.05,1,0.05,0.8,13,0.87156,2.0,0.953
265,1,0.05,1,0.17857,0.8,2,0.87794,2.0,0.953
266,1,0.05,1,0.30714,0.8,2,0.895,2.0,0.953
267,1,0.05,1,0.43571,0.8,2,0.95356,2.0,0.953
268,1,0.05,1,0.56429,0.8,1,0.94237,2.0,0.953
269,1,0.05,1,0.69286,0.8,1,0.96761,2.0,0.953
270,1,0.05,1,0.82143,0.8,1,0.94587,2.0,0.953
271,1,0.05,1,0.95,0.8,5,0.8179,2.0,0.953
272,1,0.05,2,0.05,0.8,5,0.88807,2.0,0.953
273,1,0.05,2,0.17857,0.8,4,0.83558,2.0,0.953
274,1,0.05,2,0.30714,0.8,4,0.86232,2.0,0.953
275,1,0.05,2,0.43571,0.8,3,0.8562,2.0,0.953
276,1,0.05,2,0.56429,0.8,1,0.93681,2.0,0.953
277,1,0.05,2,0.69286,0.8,1,0.96198,2.0,0.953
278,1,0.05,2,0.82143,0.8,1,0.94438,2.0,0.953
279,1,0.05,2,0.95,0.8,5,0.81708,2.0,0.953
280,1,0.05,3,0.05,0.8,5,0.82628,2.0,0.953
281,1,0.05,3,0.17857,0.8,5,0.88974,2.0,0.953
282,1,0.05,3,0.30714,0.8,5,0.90211,2.0,0.953
283,1,0.05,3,0.43571,0.8,3,0.84767,2.0,0.953
284,1,0.05,3,0.56429,0.8,1,0.93325,2.0,0.953
285,1,0.05,3,0.69286,0.8,1,0.96198,2.0,0.953
286,1,0.05,3,0.82143,0.8,1,0.94438,2.0,0.953
287,1,0.05,3,0.95,0.8,5,0.8133,2.0,0.953
288,1,0.17857,0,0.05,0.8,13,0.8654,2.0,0.953
289,1,0.17857,0,0.17857,0.8,5,0.81796,2.0,0.953
290,1,0.17857,0,0.30714,0.8,5,0.8359,2.0,0.953
291,1,0.17857,0,0.43571,0.8,1,0.83809,2.0,0.953
292,1,0.17857,0,0.56429,0.8,1,0.93758,2.0,0.953
293,1,0.17857,0,0.69286,0.8,1,0.96518,2.0,0.953
294,1,0.17857,0,0.82143,0.8,1,0.94568,2.0,0.953
295,1,0.17857,0,0.95,0.8,5,0.80271,2.0,0.953
296,1,0.17857,1,0.05,0.8,5,0.88954,2.0,0.953
297,1,0.17857,1,0.17857,0.8,4,0.85255,2.0,0.953
298,1,0.17857,1,0.30714,0.8,4,0.87907,2.0,0.953
299,1,0.17857,1,0.43571,0.8,1,0.86706,2.0,0.953
300,1,0.17857,1,0.56429,0.8,1,0.95422,2.0,0.953
301,1,0.17857,1,0.69286,0.8,1,0.97349,2.0,0.953
302,1,0.17857,1,0.82143,0.8,1,0.94744,2.0,0.953
303,1,0.17857,1,0.95,0.8,5,0.8179,2.0,0.953
304,1,0.17857,2,0.05,0.8,5,0.88807,2.0,0.953
305,1,0.17857,2,0.17857,0.8,4,0.83558,2.0,0.953
306,1,0.17857,2,0.30714,0.8,4,0.86232,2.0,0.953
307,1,0.17857,2,0.43571,0.8,1,0.8562,2.0,0.953
308,1,0.17857,2,0.56429,0.8,1,0.94757,2.0,0.953
309,1,0.17857,2,0.69286,0.8,1,0.96794,2.0,0.953
310,1,0.17857,2,0.82143,0.8,1,0.94571,2.0,0.953
311,1,0.17857,2,0.95,0.8,5,0.81708,2.0,0.953
312,1,0.17857,3,0.05,0.8,5,0.82628,2.0,0.953
313,1,0.17857,3,0.17857,0.8,5,0.88974,2.0,0.953
314,1,0.17857,3,0.30714,0.8,5,0.90211,2.0,0.953
315,1,0.17857,3,0.43571,0.8,1,0.84767,2.0,0.953
316,1,0.17857,3,0.56429,0.8,1,0.94595,2.0,0.953
317,1,0.17857,3,0.69286,0.8,1,0.96773,2.0,0.953
318,1,0.17857,3,0.82143,0.8,1,0.94571,2.0,0.953
319,1,0.17857,3,0.95,0.8,5,0.8133,2.0,0.953
320,1,0.30714,0,0.05,0.8,13,0.8654,2.0,0.953
321,1,0.30714,0,0.17857,0.8,5,0.81796,2.0,0.953
322,1,0.30714,0,0.30714,0.8,5,0.8359,2.0,0.953
323,1,0.30714,0,0.43571,0.8,1,0.91697,2.0,0.953
324,1,0.30714,0,0.56429,0.8,1,0.95538,2.0,0.953
325,1,0.30714,0,0.69286,0.8,1,0.97327,2.0,0.953
326,1,0.30714,0,0.82143,0.8,1,0.94829,2.0,0.953
327,1,0.30714,0,0.95,0.8,5,0.80271,2.0,0.953
328,1,0.30714,1,0.05,0.8,5,0.88954,2.0,0.953
329,1,0.30714,1,0.17857,0.8,1,0.85255,2.0,0.953
330,1,0.30714,1,0.30714,0.8,1,0.87907,2.0,0.953
331,1,0.30714,1,0.43571,0.8,1,0.93699,2.0,0.953
332,1,0.30714,1,0.56429,0.8,1,0.96597,2.0,0.953
333,1,0.30714,1,0.69286,0.8,1,0.97962,2.0,0.953
334,1,0.30714,1,0.82143,0.8,1,0.95243,2.0,0.953
335,1,0.30714,1,0.95,0.8,5,0.8179,2.0,0.953
336,1,0.30714,2,0.05,0.8,5,0.88807,2.0,0.953
337,1,0.30714,2,0.17857,0.8,1,0.83558,2.0,0.953
338,1,0.30714,2,0.30714,0.8,1,0.86232,2.0,0.953
339,1,0.30714,2,0.43571,0.8,1,0.93313,2.0,0.953
340,1,0.30714,2,0.56429,0.8,1,0.96545,2.0,0.953
341,1,0.30714,2,0.69286,0.8,1,0.97892,2.0,0.953
342,1,0.30714,2,0.82143,0.8,1,0.95126,2.0,0.953
343,1,0.30714,2,0.95,0.8,5,0.81708,2.0,0.953
344,1,0.30714,3,0.05,0.8,5,0.82628,2.0,0.953
345,1,0.30714,3,0.17857,0.8,5,0.88974,2.0,0.953
346,1,0.30714,3,0.30714,0.8,5,0.90211,2.0,0.953
347,1,0.30714,3,0.43571,0.8,1,0.9253,2.0,0.953
348,1,0.30714,3,0.56429,0.8,1,0.95995,2.0,0.953
349,1,0.30714,3,0.69286,0.8,1,0.97403,2.0,0.953
350,1,0.30714,3,0.82143,0.8,1,0.95041,2.0,0.953
351,1,0.30714,3,0.95,0.8,5,0.8133,2.0,0.953
352,1,0.43571,0,0.05,0.8,13,0.8654,2.0,0.953
353,1,0.43571,0,0.17857,0.8,1,0.81796,2.0,0.953
354,1,0.43571,0,0.30714,0.8,1,0.8359,2.0,0.953
355,1,0.43571,0,0.43571,0.8,1,0.95285,2.0,0.953
356,1,0.43571,0,0.56429,0.8,1,0.9723,2.0,0.953
357,1,0.43571,0,0.69286,0.8,1,0.98409,2.0,0.953
358,1,0.43571,0,0.82143,0.8,1,0.95684,2.0,0.953
359,1,0.43571,0,0.95,0.8,1,0.80271,2.0,0.953
360,1,0.43571,1,0.05,0.8,1,0.88954,2.0,0.953
361,1,0.43571,1,0.17857,0.8,1,0.90963,2.0,0.953
362,1,0.43571,1,0.30714,0.8,1,0.92086,2.0,0.953
363,1,0.43571,1,0.43571,0.8,1,0.96469,2.0,0.953
364,1,0.43571,1,0.56429,0.8,1,0.97791,2.0,0.953
365,1,0.43571,1,0.69286,0.8,1,0.98599,2.0,0.953
366,1,0.43571,1,0.82143,0.8,1,0.96214,2.0,0.953
367,1,0.43571,1,0.95,0.8,1,0.8179,2.0,0.953
368,1,0.43571,2,0.05,0.8,1,0.88807,2.0,0.953
369,1,0.43571,2,0.17857,0.8,1,0.90925,2.0,0.953
370,1,0.43571,2,0.30714,0.8,1,0.92023,2.0,0.953
371,1,0.43571,2,0.43571,0.8,1,0.96452,2.0,0.953
372,1,0.43571,2,0.56429,0.8,1,0.97744,2.0,0.953
373,1,0.43571,2,0.69286,0.8,1,0.98565,2.0,0.953
374,1,0.43571,2,0.82143,0.8,1,0.96164,2.0,0.953
375,1,0.43571,2,0.95,0.8,1,0.81708,2.0,0.953
376,1,0.43571,3,0.05,0.8,1,0.82628,2.0,0.953
377,1,0.43571,3,0.17857,0.8,1,0.88974,2.0,0.953
378,1,0.43571,3,0.30714,0.8,1,0.90211,2.0,0.953
379,1,0.43571,3,0.43571,0.8,1,0.96118,2.0,0.953
380,1,0.43571,3,0.56429,0.8,1,0.97825,2.0,0.953
381,1,0.43571,3,0.69286,0.8,1,0.98586,2.0,0.953
382,1,0.43571,3,0.82143,0.8,1,0.9601,2.0,0.953
383,1,0.43571,3,0.95,0.8,1,0.8133,2.0,0.953
384,1,0.56429,0,0.05,0.8,13,0.8654,2.0,0.953
385,1,0.56429,0,0.17857,0.8,1,0.8654,2.0,0.953
386,1,0.56429,0,0.30714,0.8,1,0.88136,2.0,0.953
387,1,0.56429,0,0.43571,0.8,1,0.95156,2.0,0.953
388,1,0.56429,0,0.56429,0.8,1,0.96714,2.0,0.953
389,1,0.56429,0,0.69286,0.8,1,0.98428,2.0,0.953
390,1,0.56429,0,0.82143,0.8,1,0.95785,2.0,0.953
391,1,0.56429,0,0.95,0.8,1,0.80673,2.0,0.953
392,1,0.56429,1,0.05,0.8,6,0.88954,2.0,0.953
393,1,0.56429,1,0.17857,0.8,5,0.85255,2.0,0.953
394,1,0.56429,1,0.30714,0.8,1,0.80054,2.0,0.953
395,1,0.56429,1,0.43571,0.8,1,0.92609,2.0,0.953
396,1,0.56429,1,0.56429,0.8,1,0.95596,2.0,0.953
397,1,0.56429,1,0.69286,0.8,1,0.97063,2.0,0.953
398,1,0.56429,1,0.82143,0.8,1,0.95766,2.0,0.953
399,1,0.56429,1,0.95,0.8,1,0.80504,2.0,0.953
400,1,0.56429,2,0.05,0.8,6,0.88807,2.0,0.953
401,1,0.56429,2,0.17857,0.8,5,0.83558,2.0,0.953
