,pf,block clean threshold,weighting schema,matching threshold,f-score
62,0,0.1625,2,0.95,0.78294
63,0,0.1625,3,0.05,0.03411
64,0,0.1625,3,0.1625,0.10866
65,0,0.1625,3,0.275,0.11139
66,0,0.1625,3,0.3875,0.30037
67,0,0.1625,3,0.5,0.90991
68,0,0.1625,3,0.6125,0.94613
69,0,0.1625,3,0.725,0.96385
70,0,0.1625,3,0.8375,0.92769
71,0,0.1625,3,0.95,0.78294
72,0,0.275,0,0.05,0.11067
73,0,0.275,0,0.1625,0.27509
74,0,0.275,0,0.275,0.28877
75,0,0.275,0,0.3875,0.54636
76,0,0.275,0,0.5,0.90582
77,0,0.275,0,0.6125,0.94069
78,0,0.275,0,0.725,0.95964
79,0,0.275,0,0.8375,0.92384
80,0,0.275,0,0.95,0.77896
81,0,0.275,1,0.05,0.13561
82,0,0.275,1,0.1625,0.44875
83,0,0.275,1,0.275,0.47367
84,0,0.275,1,0.3875,0.5548
85,0,0.275,1,0.5,0.91653
86,0,0.275,1,0.6125,0.94317
87,0,0.275,1,0.725,0.95609
88,0,0.275,1,0.8375,0.91575
89,0,0.275,1,0.95,0.77226
90,0,0.275,2,0.05,0.10526
91,0,0.275,2,0.1625,0.33389
92,0,0.275,2,0.275,0.35111
93,0,0.275,2,0.3875,0.5074
94,0,0.275,2,0.5,0.91835
95,0,0.275,2,0.6125,0.94843
96,0,0.275,2,0.725,0.96333
97,0,0.275,2,0.8375,0.92667
98,0,0.275,2,0.95,0.78195
99,0,0.275,3,0.05,0.06409
100,0,0.275,3,0.1625,0.20284
101,0,0.275,3,0.275,0.21053
102,0,0.275,3,0.3875,0.41303
103,0,0.275,3,0.5,0.91439
104,0,0.275,3,0.6125,0.94742
105,0,0.275,3,0.725,0.96247
106,0,0.275,3,0.8375,0.92667
107,0,0.275,3,0.95,0.78195
108,0,0.3875,0,0.05,0.19644
109,0,0.3875,0,0.1625,0.40692
110,0,0.3875,0,0.275,0.42991
111,0,0.3875,0,0.3875,0.66246
112,0,0.3875,0,0.5,0.90779
113,0,0.3875,0,0.6125,0.93528
114,0,0.3875,0,0.725,0.95019
115,0,0.3875,0,0.8375,0.91452
116,0,0.3875,0,0.95,0.76923
117,0,0.3875,1,0.05,0.33673
118,0,0.3875,1,0.1625,0.65718
119,0,0.3875,1,0.275,0.6973
120,0,0.3875,1,0.3875,0.74919
121,0,0.3875,1,0.5,0.91659
122,0,0.3875,1,0.6125,0.93955
123,0,0.3875,1,0.725,0.94424
124,0,0.3875,1,0.8375,0.90267
125,0,0.3875,1,0.95,0.75989
126,0,0.3875,2,0.05,0.21827
127,0,0.3875,2,0.1625,0.49699
128,0,0.3875,2,0.275,0.52647
129,0,0.3875,2,0.3875,0.67644
130,0,0.3875,2,0.5,0.92117
131,0,0.3875,2,0.6125,0.94948
132,0,0.3875,2,0.725,0.96178
133,0,0.3875,2,0.8375,0.92384
134,0,0.3875,2,0.95,0.77963
135,0,0.3875,3,0.05,0.16629
136,0,0.3875,3,0.1625,0.41644
137,0,0.3875,3,0.275,0.44014
138,0,0.3875,3,0.3875,0.62568
139,0,0.3875,3,0.5,0.91982
140,0,0.3875,3,0.6125,0.94824
141,0,0.3875,3,0.725,0.96091
142,0,0.3875,3,0.8375,0.92384
143,0,0.3875,3,0.95,0.77963
144,0,0.5,0,0.05,0.29753
145,0,0.5,0,0.1625,0.5162
146,0,0.5,0,0.275,0.54813
147,0,0.5,0,0.3875,0.74007
148,0,0.5,0,0.5,0.90495
149,0,0.5,0,0.6125,0.92776
150,0,0.5,0,0.725,0.94045
151,0,0.5,0,0.8375,0.90022
152,0,0.5,0,0.95,0.75694
153,0,0.5,1,0.05,0.50896
154,0,0.5,1,0.1625,0.72924
155,0,0.5,1,0.275,0.77153
156,0,0.5,1,0.3875,0.80936
157,0,0.5,1,0.5,0.90093
158,0,0.5,1,0.6125,0.92047
159,0,0.5,1,0.725,0.92461
160,0,0.5,1,0.8375,0.88407
161,0,0.5,1,0.95,0.74379
162,0,0.5,2,0.05,0.36425
163,0,0.5,2,0.1625,0.63325
164,0,0.5,2,0.275,0.67427
165,0,0.5,2,0.3875,0.77517
166,0,0.5,2,0.5,0.92124
167,0,0.5,2,0.6125,0.94563
168,0,0.5,2,0.725,0.95585
169,0,0.5,2,0.8375,0.91869
170,0,0.5,2,0.95,0.77596
171,0,0.5,3,0.05,0.26351
172,0,0.5,3,0.1625,0.53417
173,0,0.5,3,0.275,0.56824
174,0,0.5,3,0.3875,0.71999
175,0,0.5,3,0.5,0.92082
176,0,0.5,3,0.6125,0.94549
177,0,0.5,3,0.725,0.95613
178,0,0.5,3,0.8375,0.9192
179,0,0.5,3,0.95,0.77596
180,0,0.6125,0,0.05,0.50375
181,0,0.6125,0,0.1625,0.68763
182,0,0.6125,0,0.275,0.7094
183,0,0.6125,0,0.3875,0.8
184,0,0.6125,0,0.5,0.85728
185,0,0.6125,0,0.6125,0.86903
186,0,0.6125,0,0.725,0.87275
187,0,0.6125,0,0.8375,0.8336
188,0,0.6125,0,0.95,0.69557
189,0,0.6125,1,0.05,0.64804
190,0,0.6125,1,0.1625,0.72145
191,0,0.6125,1,0.275,0.73982
192,0,0.6125,1,0.3875,0.7586
193,0,0.6125,1,0.5,0.79448
194,0,0.6125,1,0.6125,0.80529
195,0,0.6125,1,0.725,0.80592
196,0,0.6125,1,0.8375,0.76711
197,0,0.6125,1,0.95,0.63894
198,0,0.6125,2,0.05,0.59472
199,0,0.6125,2,0.1625,0.74435
200,0,0.6125,2,0.275,0.78007
201,0,0.6125,2,0.3875,0.82732
202,0,0.6125,2,0.5,0.891
203,0,0.6125,2,0.6125,0.90759
204,0,0.6125,2,0.725,0.90935
205,0,0.6125,2,0.8375,0.87141
206,0,0.6125,2,0.95,0.73558
207,0,0.6125,3,0.05,0.5374
208,0,0.6125,3,0.1625,0.72038
209,0,0.6125,3,0.275,0.75825
210,0,0.6125,3,0.3875,0.82162
211,0,0.6125,3,0.5,0.89366
212,0,0.6125,3,0.6125,0.91119
213,0,0.6125,3,0.725,0.91947
214,0,0.6125,3,0.8375,0.88071
215,0,0.6125,3,0.95,0.74087
216,0,0.725,0,0.05,0.54185
217,0,0.725,0,0.1625,0.65029
218,0,0.725,0,0.275,0.66352
219,0,0.725,0,0.3875,0.70129
220,0,0.725,0,0.5,0.72821
221,0,0.725,0,0.6125,0.73661
222,0,0.725,0,0.725,0.73865
223,0,0.725,0,0.8375,0.70154
224,0,0.725,0,0.95,0.57673
225,0,0.725,1,0.05,0.53708
226,0,0.725,1,0.1625,0.55181
227,0,0.725,1,0.275,0.55923
228,0,0.725,1,0.3875,0.5716
229,0,0.725,1,0.5,0.58687
230,0,0.725,1,0.6125,0.59188
231,0,0.725,1,0.725,0.59234
232,0,0.725,1,0.8375,0.55951
233,0,0.725,1,0.95,0.45577
234,0,0.725,2,0.05,0.66636
235,0,0.725,2,0.1625,0.70127
236,0,0.725,2,0.275,0.71432
237,0,0.725,2,0.3875,0.73644
238,0,0.725,2,0.5,0.75737
239,0,0.725,2,0.6125,0.76403
240,0,0.725,2,0.725,0.77174
241,0,0.725,2,0.8375,0.7345
242,0,0.725,2,0.95,0.61214
243,0,0.725,3,0.05,0.58421
244,0,0.725,3,0.1625,0.68173
245,0,0.725,3,0.275,0.70959
246,0,0.725,3,0.3875,0.74837
247,0,0.725,3,0.5,0.78703
248,0,0.725,3,0.6125,0.79763
249,0,0.725,3,0.725,0.80442
250,0,0.725,3,0.8375,0.76881
251,0,0.725,3,0.95,0.63995
252,0,0.8375,0,0.05,0.37742
253,0,0.8375,0,0.1625,0.40984
254,0,0.8375,0,0.275,0.41446
255,0,0.8375,0,0.3875,0.4223
256,0,0.8375,0,0.5,0.42912
257,0,0.8375,0,0.6125,0.43259
258,0,0.8375,0,0.725,0.43268
259,0,0.8375,0,0.8375,0.40459
260,0,0.8375,0,0.95,0.32064
261,0,0.8375,1,0.05,0.16762
262,0,0.8375,1,0.1625,0.16809
263,0,0.8375,1,0.275,0.16844
264,0,0.8375,1,0.3875,0.16851
265,0,0.8375,1,0.5,0.16885
266,0,0.8375,1,0.6125,0.16926
267,0,0.8375,1,0.725,0.16955
268,0,0.8375,1,0.8375,0.15894
269,0,0.8375,1,0.95,0.12162
270,0,0.8375,2,0.05,0.43291
271,0,0.8375,2,0.1625,0.46981
272,0,0.8375,2,0.275,0.47979
273,0,0.8375,2,0.3875,0.49604
274,0,0.8375,2,0.5,0.51407
275,0,0.8375,2,0.6125,0.51802
276,0,0.8375,2,0.725,0.52573
277,0,0.8375,2,0.8375,0.49177
278,0,0.8375,2,0.95,0.39771
279,0,0.8375,3,0.05,0.4323
280,0,0.8375,3,0.1625,0.46892
281,0,0.8375,3,0.275,0.47889
282,0,0.8375,3,0.3875,0.49512
283,0,0.8375,3,0.5,0.51313
284,0,0.8375,3,0.6125,0.51708
285,0,0.8375,3,0.725,0.52477
286,0,0.8375,3,0.8375,0.49076
287,0,0.8375,3,0.95,0.39714
288,0,0.95,0,0.05,0.17895
289,0,0.95,0,0.1625,0.18635
290,0,0.95,0,0.275,0.18774
291,0,0.95,0,0.3875,0.18938
292,0,0.95,0,0.5,0.19058
293,0,0.95,0,0.6125,0.19204
294,0,0.95,0,0.725,0.19317
295,0,0.95,0,0.8375,0.18286
296,0,0.95,0,0.95,0.14886
297,0,0.95,1,0.05,0.20737
298,0,0.95,1,0.1625,0.21894
299,0,0.95,1,0.275,0.22324
300,0,0.95,1,0.3875,0.23044
301,0,0.95,1,0.5,0.23875
302,0,0.95,1,0.6125,0.24137
303,0,0.95,1,0.725,0.24495
304,0,0.95,1,0.8375,0.22898
305,0,0.95,1,0.95,0.19135
306,0,0.95,2,0.05,0.20737
307,0,0.95,2,0.1625,0.21894
308,0,0.95,2,0.275,0.22324
309,0,0.95,2,0.3875,0.23044
310,0,0.95,2,0.5,0.23875
311,0,0.95,2,0.6125,0.24137
312,0,0.95,2,0.725,0.24495
313,0,0.95,2,0.8375,0.22898
314,0,0.95,2,0.95,0.19135
315,0,0.95,3,0.05,0.20737
316,0,0.95,3,0.1625,0.21894
317,0,0.95,3,0.275,0.22324
318,0,0.95,3,0.3875,0.23044
319,0,0.95,3,0.5,0.23875
320,0,0.95,3,0.6125,0.24137
321,0,0.95,3,0.725,0.24495
322,0,0.95,3,0.8375,0.22898
323,0,0.95,3,0.95,0.19135
324,1,0.05,0,0.05,0.71798
325,1,0.05,0,0.1625,0.81074
326,1,0.05,0,0.275,0.8254
327,1,0.05,0,0.3875,0.86939
328,1,0.05,0,0.5,0.89806
329,1,0.05,0,0.6125,0.90615
330,1,0.05,0,0.725,0.90693
331,1,0.05,0,0.8375,0.86259
332,1,0.05,0,0.95,0.71737
333,1,0.05,1,0.05,0.75928
334,1,0.05,1,0.1625,0.82
335,1,0.05,1,0.275,0.83034
336,1,0.05,1,0.3875,0.84493
337,1,0.05,1,0.5,0.86598
338,1,0.05,1,0.6125,0.87237
339,1,0.05,1,0.725,0.8718
340,1,0.05,1,0.8375,0.82782
341,1,0.05,1,0.95,0.68284
342,1,0.05,2,0.05,0.76834
343,1,0.05,2,0.1625,0.85147
344,1,0.05,2,0.275,0.87248
345,1,0.05,2,0.3875,0.9014
346,1,0.05,2,0.5,0.93348
347,1,0.05,2,0.6125,0.94595
348,1,0.05,2,0.725,0.95572
349,1,0.05,2,0.8375,0.91019
350,1,0.05,2,0.95,0.76584
351,1,0.05,3,0.05,0.69432
352,1,0.05,3,0.1625,0.82419
353,1,0.05,3,0.275,0.84836
354,1,0.05,3,0.3875,0.88843
355,1,0.05,3,0.5,0.93304
356,1,0.05,3,0.6125,0.94631
357,1,0.05,3,0.725,0.95604
358,1,0.05,3,0.8375,0.91027
359,1,0.05,3,0.95,0.76584
360,1,0.1625,0,0.05,0.75191
361,1,0.1625,0,0.1625,0.75355
362,1,0.1625,0,0.275,0.75417
363,1,0.1625,0,0.3875,0.75603
364,1,0.1625,0,0.5,0.7586
365,1,0.1625,0,0.6125,0.75941
366,1,0.1625,0,0.725,0.75238
367,1,0.1625,0,0.8375,0.7099
368,1,0.1625,0,0.95,0.57023
369,1,0.1625,1,0.05,0.62991
370,1,0.1625,1,0.1625,0.63363
371,1,0.1625,1,0.275,0.63588
372,1,0.1625,1,0.3875,0.63757
373,1,0.1625,1,0.5,0.64251
374,1,0.1625,1,0.6125,0.64316
375,1,0.1625,1,0.725,0.63844
376,1,0.1625,1,0.8375,0.60401
377,1,0.1625,1,0.95,0.47567
378,1,0.1625,2,0.05,0.63046
379,1,0.1625,2,0.1625,0.63419
380,1,0.1625,2,0.275,0.63644
381,1,0.1625,2,0.3875,0.63814
382,1,0.1625,2,0.5,0.64251
383,1,0.1625,2,0.6125,0.64316
384,1,0.1625,2,0.725,0.63844
385,1,0.1625,2,0.8375,0.60401
386,1,0.1625,2,0.95,0.47567
387,1,0.1625,3,0.05,0.84321
388,1,0.1625,3,0.1625,0.85409
389,1,0.1625,3,0.275,0.85537
390,1,0.1625,3,0.3875,0.85707
391,1,0.1625,3,0.5,0.86
392,1,0.1625,3,0.6125,0.86354
393,1,0.1625,3,0.725,0.86238
394,1,0.1625,3,0.8375,0.82042
395,1,0.1625,3,0.95,0.6805
396,1,0.275,0,0.05,0.47316
397,1,0.275,0,0.1625,0.47332
398,1,0.275,0,0.275,0.47332
399,1,0.275,0,0.3875,0.47332
400,1,0.275,0,0.5,0.47349
401,1,0.275,0,0.6125,0.47208
402,1,0.275,0,0.725,0.46605
403,1,0.275,0,0.8375,0.43821
404,1,0.275,0,0.95,0.33595
405,1,0.275,1,0.05,0.48436
406,1,0.275,1,0.1625,0.48468
407,1,0.275,1,0.275,0.48517
408,1,0.275,1,0.3875,0.4855
409,1,0.275,1,0.5,0.48665
410,1,0.275,1,0.6125,0.48577
411,1,0.275,1,0.725,0.48022
412,1,0.275,1,0.8375,0.4518
413,1,0.275,1,0.95,0.34708
414,1,0.275,2,0.05,0.48468
415,1,0.275,2,0.1625,0.48501
416,1,0.275,2,0.275,0.4855
417,1,0.275,2,0.3875,0.48583
418,1,0.275,2,0.5,0.48665
419,1,0.275,2,0.6125,0.48577
420,1,0.275,2,0.725,0.48022
421,1,0.275,2,0.8375,0.4518
422,1,0.275,2,0.95,0.34708
423,1,0.275,3,0.05,0.76298
424,1,0.275,3,0.1625,0.76818
425,1,0.275,3,0.275,0.76923
426,1,0.275,3,0.3875,0.77049
427,1,0.275,3,0.5,0.77112
428,1,0.275,3,0.6125,0.77223
429,1,0.275,3,0.725,0.76868
430,1,0.275,3,0.8375,0.73132
431,1,0.275,3,0.95,0.60258
432,1,0.3875,0,0.05,0.3655
433,1,0.3875,0,0.1625,0.36564
434,1,0.3875,0,0.275,0.36564
435,1,0.3875,0,0.3875,0.36564
436,1,0.3875,0,0.5,0.36564
437,1,0.3875,0,0.6125,0.36397
438,1,0.3875,0,0.725,0.35746
439,1,0.3875,0,0.8375,0.33533
440,1,0.3875,0,0.95,0.25156
441,1,0.3875,1,0.05,0.3655
442,1,0.3875,1,0.1625,0.36564
443,1,0.3875,1,0.275,0.36564
444,1,0.3875,1,0.3875,0.36564
445,1,0.3875,1,0.5,0.36564
446,1,0.3875,1,0.6125,0.36397
447,1,0.3875,1,0.725,0.35746
448,1,0.3875,1,0.8375,0.33533
449,1,0.3875,1,0.95,0.25156
450,1,0.3875,2,0.05,0.3655
451,1,0.3875,2,0.1625,0.36564
452,1,0.3875,2,0.275,0.36564
453,1,0.3875,2,0.3875,0.36564
454,1,0.3875,2,0.5,0.36564
455,1,0.3875,2,0.6125,0.36397
456,1,0.3875,2,0.725,0.35746
457,1,0.3875,2,0.8375,0.33533
458,1,0.3875,2,0.95,0.25156
459,1,0.3875,3,0.05,0.70338
460,1,0.3875,3,0.1625,0.70338
461,1,0.3875,3,0.275,0.70338
462,1,0.3875,3,0.3875,0.70338
463,1,0.3875,3,0.5,0.703
464,1,0.3875,3,0.6125,0.70111
465,1,0.3875,3,0.725,0.69522
466,1,0.3875,3,0.8375,0.6566
467,1,0.3875,3,0.95,0.53588
468,1,0.5,0,0.05,0.31352
469,1,0.5,0,0.1625,0.31363
470,1,0.5,0,0.275,0.31363
471,1,0.5,0,0.3875,0.31363
472,1,0.5,0,0.5,0.31363
473,1,0.5,0,0.6125,0.31247
474,1,0.5,0,0.725,0.30682
475,1,0.5,0,0.8375,0.28726
476,1,0.5,0,0.95,0.21223
477,1,0.5,1,0.05,0.31352
478,1,0.5,1,0.1625,0.31363
479,1,0.5,1,0.275,0.31363
480,1,0.5,1,0.3875,0.31363
481,1,0.5,1,0.5,0.31363
482,1,0.5,1,0.6125,0.31247
483,1,0.5,1,0.725,0.30682
484,1,0.5,1,0.8375,0.28726
485,1,0.5,1,0.95,0.21223
486,1,0.5,2,0.05,0.31352
487,1,0.5,2,0.1625,0.31363
488,1,0.5,2,0.275,0.31363
489,1,0.5,2,0.3875,0.31363
490,1,0.5,2,0.5,0.31363
491,1,0.5,2,0.6125,0.31247
492,1,0.5,2,0.725,0.30682
493,1,0.5,2,0.8375,0.28726
494,1,0.5,2,0.95,0.21223
495,1,0.5,3,0.05,0.61481
496,1,0.5,3,0.1625,0.61481
497,1,0.5,3,0.275,0.61481
498,1,0.5,3,0.3875,0.61481
499,1,0.5,3,0.5,0.61437
500,1,0.5,3,0.6125,0.61266
501,1,0.5,3,0.725,0.60695
502,1,0.5,3,0.8375,0.57253
503,1,0.5,3,0.95,0.45555
504,1,0.6125,0,0.05,0.2506
505,1,0.6125,0,0.1625,0.25069
506,1,0.6125,0,0.275,0.25069
507,1,0.6125,0,0.3875,0.25069
508,1,0.6125,0,0.5,0.25069
509,1,0.6125,0,0.6125,0.24942
510,1,0.6125,0,0.725,0.24467
511,1,0.6125,0,0.8375,0.22719
512,1,0.6125,0,0.95,0.17106
513,1,0.6125,1,0.05,0.2506
514,1,0.6125,1,0.1625,0.25069
515,1,0.6125,1,0.275,0.25069
516,1,0.6125,1,0.3875,0.25069
517,1,0.6125,1,0.5,0.25069
518,1,0.6125,1,0.6125,0.24942
519,1,0.6125,1,0.725,0.24467
520,1,0.6125,1,0.8375,0.22719
521,1,0.6125,1,0.95,0.17106
522,1,0.6125,2,0.05,0.2506
523,1,0.6125,2,0.1625,0.25069
524,1,0.6125,2,0.275,0.25069
525,1,0.6125,2,0.3875,0.25069
526,1,0.6125,2,0.5,0.25069
527,1,0.6125,2,0.6125,0.24942
528,1,0.6125,2,0.725,0.24467
529,1,0.6125,2,0.8375,0.22719
530,1,0.6125,2,0.95,0.17106
531,1,0.6125,3,0.05,0.50905
532,1,0.6125,3,0.1625,0.50905
533,1,0.6125,3,0.275,0.50905
534,1,0.6125,3,0.3875,0.50905
535,1,0.6125,3,0.5,0.50855
536,1,0.6125,3,0.6125,0.50704
537,1,0.6125,3,0.725,0.50236
538,1,0.6125,3,0.8375,0.47042
539,1,0.6125,3,0.95,0.37308
540,1,0.725,0,0.05,0.18878
541,1,0.725,0,0.1625,0.18878
542,1,0.725,0,0.275,0.18878
543,1,0.725,0,0.3875,0.18878
544,1,0.725,0,0.5,0.18878
545,1,0.725,0,0.6125,0.18812
546,1,0.725,0,0.725,0.18449
547,1,0.725,0,0.8375,0.17031
548,1,0.725,0,0.95,0.12795
549,1,0.725,1,0.05,0.18878
550,1,0.725,1,0.1625,0.18878
551,1,0.725,1,0.275,0.18878
552,1,0.725,1,0.3875,0.18878
553,1,0.725,1,0.5,0.18878
554,1,0.725,1,0.6125,0.18812
555,1,0.725,1,0.725,0.18449
556,1,0.725,1,0.8375,0.17031
557,1,0.725,1,0.95,0.12795
558,1,0.725,2,0.05,0.18878
559,1,0.725,2,0.1625,0.18878
560,1,0.725,2,0.275,0.18878
561,1,0.725,2,0.3875,0.18878
562,1,0.725,2,0.5,0.18878
563,1,0.725,2,0.6125,0.18812
564,1,0.725,2,0.725,0.18449
565,1,0.725,2,0.8375,0.17031
566,1,0.725,2,0.95,0.12795
567,1,0.725,3,0.05,0.40014
568,1,0.725,3,0.1625,0.40014
569,1,0.725,3,0.275,0.40014
570,1,0.725,3,0.3875,0.40014
571,1,0.725,3,0.5,0.39957
572,1,0.725,3,0.6125,0.39856
573,1,0.725,3,0.725,0.39364
574,1,0.725,3,0.8375,0.36531
575,1,0.725,3,0.95,0.28462
576,1,0.8375,0,0.05,0.11844
577,1,0.8375,0,0.1625,0.11844
578,1,0.8375,0,0.275,0.11844
579,1,0.8375,0,0.3875,0.11844
580,1,0.8375,0,0.5,0.11844
581,1,0.8375,0,0.6125,0.11844
582,1,0.8375,0,0.725,0.11525
583,1,0.8375,0,0.8375,0.1032
584,1,0.8375,0,0.95,0.07779
585,1,0.8375,1,0.05,0.11844
586,1,0.8375,1,0.1625,0.11844
587,1,0.8375,1,0.275,0.11844
588,1,0.8375,1,0.3875,0.11844
589,1,0.8375,1,0.5,0.11844
590,1,0.8375,1,0.6125,0.11844
591,1,0.8375,1,0.725,0.11525
592,1,0.8375,1,0.8375,0.1032
593,1,0.8375,1,0.95,0.07779
594,1,0.8375,2,0.05,0.11844
595,1,0.8375,2,0.1625,0.11844
596,1,0.8375,2,0.275,0.11844
597,1,0.8375,2,0.3875,0.11844
598,1,0.8375,2,0.5,0.11844
599,1,0.8375,2,0.6125,0.11844
600,1,0.8375,2,0.725,0.11525
601,1,0.8375,2,0.8375,0.1032
602,1,0.8375,2,0.95,0.07779
603,1,0.8375,3,0.05,0.25763
604,1,0.8375,3,0.1625,0.25763
605,1,0.8375,3,0.275,0.25763
606,1,0.8375,3,0.3875,0.25763
607,1,0.8375,3,0.5,0.25763
608,1,0.8375,3,0.6125,0.25695
609,1,0.8375,3,0.725,0.25294
610,1,0.8375,3,0.8375,0.23281
611,1,0.8375,3,0.95,0.17705
612,1,0.95,0,0.05,0.04311
613,1,0.95,0,0.1625,0.04311
614,1,0.95,0,0.275,0.04311
615,1,0.95,0,0.3875,0.04311
616,1,0.95,0,0.5,0.04311
617,1,0.95,0,0.6125,0.04311
618,1,0.95,0,0.725,0.04139
619,1,0.95,0,0.8375,0.03706
620,1,0.95,0,0.95,0.02487
621,1,0.95,1,0.05,0.04311
622,1,0.95,1,0.1625,0.04311
623,1,0.95,1,0.275,0.04311
624,1,0.95,1,0.3875,0.04311
625,1,0.95,1,0.5,0.04311
626,1,0.95,1,0.6125,0.04311
627,1,0.95,1,0.725,0.04139
628,1,0.95,1,0.8375,0.03706
629,1,0.95,1,0.95,0.02487
630,1,0.95,2,0.05,0.04311
631,1,0.95,2,0.1625,0.04311
632,1,0.95,2,0.275,0.04311
633,1,0.95,2,0.3875,0.04311
634,1,0.95,2,0.5,0.04311
635,1,0.95,2,0.6125,0.04311
636,1,0.95,2,0.725,0.04139
637,1,0.95,2,0.8375,0.03706
638,1,0.95,2,0.95,0.02487
639,1,0.95,3,0.05,0.0877
640,1,0.95,3,0.1625,0.0877
641,1,0.95,3,0.275,0.0877
642,1,0.95,3,0.3875,0.0877
643,1,0.95,3,0.5,0.0877
644,1,0.95,3,0.6125,0.0877
645,1,0.95,3,0.725,0.08605
646,1,0.95,3,0.8375,0.07862
647,1,0.95,3,0.95,0.0568
