,init pf,init block clean threshold,init weighting schema,init matching threshold,search space size,param iterations,param f-score,proj iterations,proj f-score,profile iterations,profile f-score,grid search iterations,grid search f-score
58,0,0.1625,2,0.5,648,14,0.95585,17,0.95585,5,0.96247,24.0,0.96178
59,0,0.1625,2,0.6125,648,14,0.96178,17,0.96178,5,0.96247,24.0,0.96178
60,0,0.1625,2,0.725,648,1,0.96385,1,0.96385,2,0.96385,24.0,0.96178
61,0,0.1625,2,0.8375,648,12,0.96385,17,0.96385,9,0.96247,24.0,0.96178
62,0,0.1625,2,0.95,648,13,0.96385,17,0.96385,8,0.96247,24.0,0.96178
63,0,0.1625,3,0.05,648,12,0.96385,36,0.96385,8,0.96247,24.0,0.96178
64,0,0.1625,3,0.1625,648,27,0.96385,39,0.96385,8,0.96247,24.0,0.96178
65,0,0.1625,3,0.275,648,12,0.96385,37,0.96385,8,0.96247,24.0,0.96178
66,0,0.1625,3,0.3875,648,27,0.96385,39,0.96385,7,0.96247,24.0,0.96178
67,0,0.1625,3,0.5,648,13,0.95613,16,0.95613,5,0.96247,24.0,0.96178
68,0,0.1625,3,0.6125,648,14,0.96091,17,0.96091,5,0.96247,24.0,0.96178
69,0,0.1625,3,0.725,648,1,0.96385,1,0.96385,1,0.96385,24.0,0.96178
70,0,0.1625,3,0.8375,648,11,0.96385,16,0.96385,5,0.96247,24.0,0.96178
71,0,0.1625,3,0.95,648,13,0.96385,17,0.96385,5,0.96247,24.0,0.96178
72,0,0.275,0,0.05,648,13,0.96385,39,0.96385,7,0.96247,24.0,0.96178
73,0,0.275,0,0.1625,648,25,0.96385,40,0.96385,9,0.96247,24.0,0.96178
74,0,0.275,0,0.275,648,13,0.96385,41,0.96385,9,0.96247,24.0,0.96178
75,0,0.275,0,0.3875,648,25,0.96385,40,0.96385,9,0.96247,24.0,0.96178
76,0,0.275,0,0.5,648,15,0.95613,18,0.95613,5,0.96247,24.0,0.96178
77,0,0.275,0,0.6125,648,13,0.96247,15,0.96247,8,0.96247,24.0,0.96178
78,0,0.275,0,0.725,648,1,0.96247,1,0.96247,1,0.96247,24.0,0.96178
79,0,0.275,0,0.8375,648,13,0.96385,18,0.96385,8,0.96247,24.0,0.96178
80,0,0.275,0,0.95,648,12,0.96247,16,0.96247,7,0.96247,24.0,0.96178
81,0,0.275,1,0.05,648,13,0.96385,39,0.96385,8,0.96247,24.0,0.96178
82,0,0.275,1,0.1625,648,21,0.95613,21,0.95613,8,0.96247,24.0,0.96178
83,0,0.275,1,0.275,648,13,0.96385,21,0.95613,8,0.96247,24.0,0.96178
84,0,0.275,1,0.3875,648,21,0.95613,21,0.95613,9,0.96247,24.0,0.96178
85,0,0.275,1,0.5,648,14,0.96253,17,0.96253,6,0.96247,24.0,0.96178
86,0,0.275,1,0.6125,648,14,0.96253,17,0.96253,7,0.96247,24.0,0.96178
87,0,0.275,1,0.725,648,1,0.96303,1,0.96303,2,0.96303,24.0,0.96178
88,0,0.275,1,0.8375,648,13,0.96385,18,0.96385,9,0.96247,24.0,0.96178
89,0,0.275,1,0.95,648,13,0.96247,18,0.96247,8,0.96247,24.0,0.96178
90,0,0.275,2,0.05,648,13,0.96385,39,0.96385,8,0.96247,24.0,0.96178
91,0,0.275,2,0.1625,648,26,0.96385,41,0.96385,9,0.96247,24.0,0.96178
92,0,0.275,2,0.275,648,13,0.96385,41,0.96385,9,0.96247,24.0,0.96178
93,0,0.275,2,0.3875,648,27,0.96385,42,0.96385,9,0.96247,24.0,0.96178
94,0,0.275,2,0.5,648,14,0.95585,17,0.95585,5,0.96247,24.0,0.96178
95,0,0.275,2,0.6125,648,14,0.96178,17,0.96178,5,0.96247,24.0,0.96178
96,0,0.275,2,0.725,648,1,0.96385,1,0.96385,2,0.96385,24.0,0.96178
97,0,0.275,2,0.8375,648,12,0.96385,17,0.96385,9,0.96247,24.0,0.96178
98,0,0.275,2,0.95,648,13,0.96385,17,0.96385,8,0.96247,24.0,0.96178
99,0,0.275,3,0.05,648,12,0.96385,36,0.96385,8,0.96247,24.0,0.96178
100,0,0.275,3,0.1625,648,27,0.96385,39,0.96385,8,0.96247,24.0,0.96178
101,0,0.275,3,0.275,648,12,0.96385,37,0.96385,8,0.96247,24.0,0.96178
102,0,0.275,3,0.3875,648,27,0.96385,40,0.96385,7,0.96247,24.0,0.96178
103,0,0.275,3,0.5,648,13,0.95613,16,0.95613,5,0.96247,24.0,0.96178
104,0,0.275,3,0.6125,648,14,0.96091,17,0.96091,5,0.96247,24.0,0.96178
105,0,0.275,3,0.725,648,1,0.96385,1,0.96385,1,0.96385,24.0,0.96178
106,0,0.275,3,0.8375,648,11,0.96385,16,0.96385,5,0.96247,24.0,0.96178
107,0,0.275,3,0.95,648,13,0.96385,17,0.96385,5,0.96247,24.0,0.96178
108,0,0.3875,0,0.05,648,13,0.96385,40,0.96385,8,0.96247,24.0,0.96178
109,0,0.3875,0,0.1625,648,25,0.96385,40,0.96385,10,0.96247,24.0,0.96178
110,0,0.3875,0,0.275,648,13,0.96385,40,0.96385,10,0.96247,24.0,0.96178
111,0,0.3875,0,0.3875,648,25,0.96385,40,0.96385,9,0.96247,24.0,0.96178
112,0,0.3875,0,0.5,648,15,0.95613,18,0.95613,5,0.96247,24.0,0.96178
113,0,0.3875,0,0.6125,648,13,0.96247,15,0.96247,8,0.96247,24.0,0.96178
114,0,0.3875,0,0.725,648,1,0.96247,1,0.96247,1,0.96247,24.0,0.96178
115,0,0.3875,0,0.8375,648,13,0.96385,18,0.96385,8,0.96247,24.0,0.96178
116,0,0.3875,0,0.95,648,12,0.96247,16,0.96247,7,0.96247,24.0,0.96178
117,0,0.3875,1,0.05,648,13,0.96385,40,0.96385,9,0.96247,24.0,0.96178
118,0,0.3875,1,0.1625,648,21,0.95613,21,0.95613,9,0.96247,24.0,0.96178
119,0,0.3875,1,0.275,648,13,0.96385,21,0.95613,9,0.96247,24.0,0.96178
120,0,0.3875,1,0.3875,648,21,0.95613,21,0.95613,9,0.96247,24.0,0.96178
121,0,0.3875,1,0.5,648,15,0.95613,18,0.95613,5,0.96247,24.0,0.96178
122,0,0.3875,1,0.6125,648,14,0.96253,17,0.96253,7,0.96247,24.0,0.96178
123,0,0.3875,1,0.725,648,1,0.96303,1,0.96303,2,0.96303,24.0,0.96178
124,0,0.3875,1,0.8375,648,13,0.96385,18,0.96385,9,0.96247,24.0,0.96178
125,0,0.3875,1,0.95,648,13,0.96247,18,0.96247,8,0.96247,24.0,0.96178
126,0,0.3875,2,0.05,648,13,0.96385,40,0.96385,8,0.96247,24.0,0.96178
127,0,0.3875,2,0.1625,648,26,0.96385,41,0.96385,8,0.96247,24.0,0.96178
128,0,0.3875,2,0.275,648,13,0.96385,41,0.96385,8,0.96247,24.0,0.96178
129,0,0.3875,2,0.3875,648,26,0.96385,41,0.96385,9,0.96247,24.0,0.96178
130,0,0.3875,2,0.5,648,14,0.95585,17,0.95585,5,0.96247,24.0,0.96178
131,0,0.3875,2,0.6125,648,14,0.96178,16,0.96178,5,0.96247,24.0,0.96178
132,0,0.3875,2,0.725,648,1,0.96385,1,0.96385,2,0.96385,24.0,0.96178
133,0,0.3875,2,0.8375,648,12,0.96385,17,0.96385,9,0.96247,24.0,0.96178
134,0,0.3875,2,0.95,648,13,0.96385,17,0.96385,8,0.96247,24.0,0.96178
135,0,0.3875,3,0.05,648,12,0.96385,36,0.96385,8,0.96247,24.0,0.96178
136,0,0.3875,3,0.1625,648,26,0.96385,38,0.96385,8,0.96247,24.0,0.96178
137,0,0.3875,3,0.275,648,12,0.96385,38,0.96385,8,0.96247,24.0,0.96178
138,0,0.3875,3,0.3875,648,27,0.96385,41,0.96385,8,0.96247,24.0,0.96178
139,0,0.3875,3,0.5,648,13,0.95613,16,0.95613,5,0.96247,24.0,0.96178
140,0,0.3875,3,0.6125,648,14,0.96091,16,0.96091,5,0.96247,24.0,0.96178
141,0,0.3875,3,0.725,648,1,0.96385,1,0.96385,1,0.96385,24.0,0.96178
142,0,0.3875,3,0.8375,648,11,0.96385,16,0.96385,5,0.96247,24.0,0.96178
143,0,0.3875,3,0.95,648,13,0.96385,17,0.96385,5,0.96247,24.0,0.96178
144,0,0.5,0,0.05,648,13,0.96385,40,0.96385,8,0.96247,24.0,0.96178
145,0,0.5,0,0.1625,648,25,0.96385,40,0.96385,10,0.96247,24.0,0.96178
146,0,0.5,0,0.275,648,13,0.96385,40,0.96385,10,0.96247,24.0,0.96178
147,0,0.5,0,0.3875,648,25,0.96385,40,0.96385,9,0.96247,24.0,0.96178
148,0,0.5,0,0.5,648,15,0.95613,18,0.95613,5,0.96247,24.0,0.96178
149,0,0.5,0,0.6125,648,13,0.96247,15,0.96247,8,0.96247,24.0,0.96178
150,0,0.5,0,0.725,648,1,0.96247,1,0.96247,1,0.96247,24.0,0.96178
151,0,0.5,0,0.8375,648,13,0.96385,18,0.96385,8,0.96247,24.0,0.96178
152,0,0.5,0,0.95,648,12,0.96247,16,0.96247,7,0.96247,24.0,0.96178
153,0,0.5,1,0.05,648,13,0.96385,40,0.96385,8,0.96247,24.0,0.96178
154,0,0.5,1,0.1625,648,20,0.95613,20,0.95613,8,0.96247,24.0,0.96178
155,0,0.5,1,0.275,648,20,0.95613,20,0.95613,8,0.96247,24.0,0.96178
156,0,0.5,1,0.3875,648,20,0.95613,20,0.95613,5,0.96247,24.0,0.96178
157,0,0.5,1,0.5,648,14,0.96253,17,0.96253,7,0.96247,24.0,0.96178
158,0,0.5,1,0.6125,648,14,0.96253,17,0.96253,7,0.96247,24.0,0.96178
159,0,0.5,1,0.725,648,1,0.96303,1,0.96303,2,0.96303,24.0,0.96178
160,0,0.5,1,0.8375,648,13,0.96385,18,0.96385,9,0.96247,24.0,0.96178
161,0,0.5,1,0.95,648,13,0.96247,18,0.96247,8,0.96247,24.0,0.96178
162,0,0.5,2,0.05,648,13,0.96385,40,0.96385,7,0.96247,24.0,0.96178
163,0,0.5,2,0.1625,648,26,0.96385,41,0.96385,8,0.96247,24.0,0.96178
164,0,0.5,2,0.275,648,13,0.96385,41,0.96385,8,0.96247,24.0,0.96178
165,0,0.5,2,0.3875,648,26,0.96385,41,0.96385,8,0.96247,24.0,0.96178
166,0,0.5,2,0.5,648,13,0.95585,16,0.95585,4,0.96247,24.0,0.96178
167,0,0.5,2,0.6125,648,14,0.96178,17,0.96178,4,0.96247,24.0,0.96178
168,0,0.5,2,0.725,648,1,0.96385,1,0.96385,2,0.96385,24.0,0.96178
169,0,0.5,2,0.8375,648,12,0.96385,17,0.96385,9,0.96247,24.0,0.96178
170,0,0.5,2,0.95,648,13,0.96385,17,0.96385,8,0.96247,24.0,0.96178
171,0,0.5,3,0.05,648,12,0.96385,36,0.96385,10,0.96247,24.0,0.96178
172,0,0.5,3,0.1625,648,26,0.96385,38,0.96385,8,0.96247,24.0,0.96178
173,0,0.5,3,0.275,648,12,0.96385,38,0.96385,8,0.96247,24.0,0.96178
174,0,0.5,3,0.3875,648,27,0.96385,41,0.96385,8,0.96247,24.0,0.96178
175,0,0.5,3,0.5,648,12,0.95613,15,0.95613,5,0.96247,24.0,0.96178
176,0,0.5,3,0.6125,648,14,0.96091,17,0.96091,5,0.96247,24.0,0.96178
177,0,0.5,3,0.725,648,1,0.96385,1,0.96385,1,0.96385,24.0,0.96178
178,0,0.5,3,0.8375,648,11,0.96385,16,0.96385,5,0.96247,24.0,0.96178
179,0,0.5,3,0.95,648,13,0.96385,17,0.96385,5,0.96247,24.0,0.96178
180,0,0.6125,0,0.05,648,13,0.96385,38,0.96385,9,0.96247,24.0,0.96178
181,0,0.6125,0,0.1625,648,24,0.96385,39,0.96385,7,0.96247,24.0,0.96178
182,0,0.6125,0,0.275,648,27,0.96385,40,0.96385,7,0.96247,24.0,0.96178
183,0,0.6125,0,0.3875,648,24,0.96385,39,0.96385,4,0.96247,24.0,0.96178
184,0,0.6125,0,0.5,648,14,0.95019,17,0.95019,6,0.96247,24.0,0.96178
185,0,0.6125,0,0.6125,648,13,0.96247,15,0.96247,8,0.96247,24.0,0.96178
186,0,0.6125,0,0.725,648,1,0.96247,1,0.96247,1,0.96247,24.0,0.96178
187,0,0.6125,0,0.8375,648,13,0.96385,18,0.96385,8,0.96247,24.0,0.96178
188,0,0.6125,0,0.95,648,12,0.96247,16,0.96247,7,0.96247,24.0,0.96178
189,0,0.6125,1,0.05,648,25,0.96385,40,0.96385,9,0.96247,24.0,0.96178
190,0,0.6125,1,0.1625,648,21,0.95613,21,0.95613,8,0.96247,24.0,0.96178
191,0,0.6125,1,0.275,648,27,0.96385,40,0.96385,9,0.96247,24.0,0.96178
192,0,0.6125,1,0.3875,648,27,0.96385,42,0.96385,7,0.96247,24.0,0.96178
193,0,0.6125,1,0.5,648,14,0.96253,17,0.96253,7,0.96247,24.0,0.96178
194,0,0.6125,1,0.6125,648,14,0.96253,17,0.96253,7,0.96247,24.0,0.96178
195,0,0.6125,1,0.725,648,1,0.96303,1,0.96303,2,0.96303,24.0,0.96178
196,0,0.6125,1,0.8375,648,13,0.96385,18,0.96385,9,0.96247,24.0,0.96178
197,0,0.6125,1,0.95,648,13,0.96247,18,0.96247,8,0.96247,24.0,0.96178
198,0,0.6125,2,0.05,648,13,0.96385,40,0.96385,7,0.96247,24.0,0.96178
199,0,0.6125,2,0.1625,648,25,0.96385,40,0.96385,7,0.96247,24.0,0.96178
200,0,0.6125,2,0.275,648,25,0.96385,40,0.96385,7,0.96247,24.0,0.96178
201,0,0.6125,2,0.3875,648,25,0.96385,40,0.96385,4,0.96247,24.0,0.96178
202,0,0.6125,2,0.5,648,14,0.95585,17,0.95585,6,0.96247,24.0,0.96178
203,0,0.6125,2,0.6125,648,14,0.96178,17,0.96178,6,0.96247,24.0,0.96178
204,0,0.6125,2,0.725,648,1,0.96385,1,0.96385,2,0.96385,24.0,0.96178
205,0,0.6125,2,0.8375,648,12,0.96385,17,0.96385,9,0.96247,24.0,0.96178
206,0,0.6125,2,0.95,648,13,0.96385,17,0.96385,8,0.96247,24.0,0.96178
207,0,0.6125,3,0.05,648,12,0.96385,36,0.96385,8,0.96247,24.0,0.96178
208,0,0.6125,3,0.1625,648,25,0.96385,37,0.96385,8,0.96247,24.0,0.96178
209,0,0.6125,3,0.275,648,24,0.96385,37,0.96385,8,0.96247,24.0,0.96178
210,0,0.6125,3,0.3875,648,25,0.96385,38,0.96385,4,0.96247,24.0,0.96178
211,0,0.6125,3,0.5,648,13,0.95613,16,0.95613,5,0.96247,24.0,0.96178
212,0,0.6125,3,0.6125,648,14,0.96091,17,0.96091,6,0.96247,24.0,0.96178
213,0,0.6125,3,0.725,648,1,0.96385,1,0.96385,1,0.96385,24.0,0.96178
214,0,0.6125,3,0.8375,648,11,0.96385,16,0.96385,5,0.96247,24.0,0.96178
215,0,0.6125,3,0.95,648,13,0.96385,17,0.96385,5,0.96247,24.0,0.96178
216,0,0.725,0,0.05,648,13,0.96385,38,0.96385,7,0.96247,24.0,0.96178
217,0,0.725,0,0.1625,648,25,0.96385,40,0.96385,8,0.96247,24.0,0.96178
218,0,0.725,0,0.275,648,27,0.96385,40,0.96385,8,0.96247,24.0,0.96178
219,0,0.725,0,0.3875,648,25,0.96385,40,0.96385,8,0.96247,24.0,0.96178
220,0,0.725,0,0.5,648,14,0.95019,17,0.95019,6,0.96247,24.0,0.96178
221,0,0.725,0,0.6125,648,13,0.96247,15,0.96247,8,0.96247,24.0,0.96178
222,0,0.725,0,0.725,648,1,0.96247,1,0.96247,1,0.96247,24.0,0.96178
223,0,0.725,0,0.8375,648,13,0.96385,18,0.96385,8,0.96247,24.0,0.96178
224,0,0.725,0,0.95,648,12,0.96247,16,0.96247,7,0.96247,24.0,0.96178
225,0,0.725,1,0.05,648,27,0.96385,38,0.96385,9,0.96247,24.0,0.96178
226,0,0.725,1,0.1625,648,27,0.96385,42,0.96385,8,0.96247,24.0,0.96178
227,0,0.725,1,0.275,648,27,0.96385,40,0.96385,8,0.96247,24.0,0.96178
228,0,0.725,1,0.3875,648,27,0.96385,42,0.96385,8,0.96247,24.0,0.96178
229,0,0.725,1,0.5,648,14,0.96253,17,0.96253,7,0.96247,24.0,0.96178
230,0,0.725,1,0.6125,648,14,0.96253,17,0.96253,7,0.96247,24.0,0.96178
231,0,0.725,1,0.725,648,1,0.96303,1,0.96303,2,0.96303,24.0,0.96178
232,0,0.725,1,0.8375,648,13,0.96385,18,0.96385,9,0.96247,24.0,0.96178
233,0,0.725,1,0.95,648,13,0.96247,18,0.96247,8,0.96247,24.0,0.96178
234,0,0.725,2,0.05,648,25,0.96385,40,0.96385,9,0.96247,24.0,0.96178
235,0,0.725,2,0.1625,648,26,0.96385,41,0.96385,8,0.96247,24.0,0.96178
236,0,0.725,2,0.275,648,26,0.96385,41,0.96385,8,0.96247,24.0,0.96178
237,0,0.725,2,0.3875,648,26,0.96385,41,0.96385,8,0.96247,24.0,0.96178
238,0,0.725,2,0.5,648,14,0.95585,17,0.95585,6,0.96247,24.0,0.96178
239,0,0.725,2,0.6125,648,14,0.96178,17,0.96178,6,0.96247,24.0,0.96178
240,0,0.725,2,0.725,648,1,0.96385,1,0.96385,2,0.96385,24.0,0.96178
241,0,0.725,2,0.8375,648,12,0.96385,17,0.96385,9,0.96247,24.0,0.96178
242,0,0.725,2,0.95,648,13,0.96385,17,0.96385,8,0.96247,24.0,0.96178
243,0,0.725,3,0.05,648,12,0.96385,36,0.96385,9,0.96247,24.0,0.96178
244,0,0.725,3,0.1625,648,26,0.96385,38,0.96385,9,0.96247,24.0,0.96178
245,0,0.725,3,0.275,648,25,0.96385,38,0.96385,9,0.96247,24.0,0.96178
246,0,0.725,3,0.3875,648,26,0.96385,39,0.96385,8,0.96247,24.0,0.96178
247,0,0.725,3,0.5,648,13,0.95613,16,0.95613,5,0.96247,24.0,0.96178
248,0,0.725,3,0.6125,648,14,0.96091,17,0.96091,6,0.96247,24.0,0.96178
249,0,0.725,3,0.725,648,1,0.96385,1,0.96385,1,0.96385,24.0,0.96178
250,0,0.725,3,0.8375,648,11,0.96385,16,0.96385,5,0.96247,24.0,0.96178
251,0,0.725,3,0.95,648,13,0.96385,17,0.96385,5,0.96247,24.0,0.96178
252,0,0.8375,0,0.05,648,27,0.96385,38,0.96385,7,0.96247,24.0,0.96178
253,0,0.8375,0,0.1625,648,25,0.96385,40,0.96385,8,0.96247,24.0,0.96178
254,0,0.8375,0,0.275,648,27,0.96385,40,0.96385,8,0.96247,24.0,0.96178
255,0,0.8375,0,0.3875,648,25,0.96385,40,0.96385,8,0.96247,24.0,0.96178
256,0,0.8375,0,0.5,648,14,0.95019,17,0.95019,6,0.96247,24.0,0.96178
257,0,0.8375,0,0.6125,648,13,0.96247,15,0.96247,8,0.96247,24.0,0.96178
258,0,0.8375,0,0.725,648,1,0.96247,1,0.96247,1,0.96247,24.0,0.96178
259,0,0.8375,0,0.8375,648,13,0.96385,18,0.96385,8,0.96247,24.0,0.96178
260,0,0.8375,0,0.95,648,12,0.96247,16,0.96247,7,0.96247,24.0,0.96178
261,0,0.8375,1,0.05,648,27,0.96385,38,0.96385,8,0.96247,24.0,0.96178
262,0,0.8375,1,0.1625,648,27,0.96385,42,0.96385,8,0.96247,24.0,0.96178
263,0,0.8375,1,0.275,648,27,0.96385,40,0.96385,8,0.96247,24.0,0.96178
264,0,0.8375,1,0.3875,648,26,0.96385,41,0.96385,8,0.96247,24.0,0.96178
265,0,0.8375,1,0.5,648,14,0.96253,17,0.96253,7,0.96247,24.0,0.96178
266,0,0.8375,1,0.6125,648,14,0.96253,17,0.96253,7,0.96247,24.0,0.96178
267,0,0.8375,1,0.725,648,1,0.96303,1,0.96303,2,0.96303,24.0,0.96178
268,0,0.8375,1,0.8375,648,13,0.96385,18,0.96385,9,0.96247,24.0,0.96178
269,0,0.8375,1,0.95,648,13,0.96247,18,0.96247,8,0.96247,24.0,0.96178
270,0,0.8375,2,0.05,648,26,0.96385,40,0.96385,8,0.96247,24.0,0.96178
271,0,0.8375,2,0.1625,648,26,0.96385,41,0.96385,8,0.96247,24.0,0.96178
272,0,0.8375,2,0.275,648,26,0.96385,41,0.96385,8,0.96247,24.0,0.96178
273,0,0.8375,2,0.3875,648,26,0.96385,41,0.96385,8,0.96247,24.0,0.96178
274,0,0.8375,2,0.5,648,14,0.95585,17,0.95585,6,0.96247,24.0,0.96178
275,0,0.8375,2,0.6125,648,14,0.96178,17,0.96178,6,0.96247,24.0,0.96178
276,0,0.8375,2,0.725,648,1,0.96385,1,0.96385,2,0.96385,24.0,0.96178
277,0,0.8375,2,0.8375,648,12,0.96385,17,0.96385,9,0.96247,24.0,0.96178
278,0,0.8375,2,0.95,648,13,0.96385,17,0.96385,8,0.96247,24.0,0.96178
279,0,0.8375,3,0.05,648,25,0.96385,36,0.96385,9,0.96247,24.0,0.96178
280,0,0.8375,3,0.1625,648,26,0.96385,38,0.96385,8,0.96247,24.0,0.96178
281,0,0.8375,3,0.275,648,25,0.96385,38,0.96385,8,0.96247,24.0,0.96178
282,0,0.8375,3,0.3875,648,26,0.96385,39,0.96385,8,0.96247,24.0,0.96178
283,0,0.8375,3,0.5,648,13,0.95613,16,0.95613,5,0.96247,24.0,0.96178
284,0,0.8375,3,0.6125,648,14,0.96091,17,0.96091,6,0.96247,24.0,0.96178
285,0,0.8375,3,0.725,648,1,0.96385,1,0.96385,1,0.96385,24.0,0.96178
286,0,0.8375,3,0.8375,648,11,0.96385,16,0.96385,5,0.96247,24.0,0.96178
287,0,0.8375,3,0.95,648,13,0.96385,17,0.96385,5,0.96247,24.0,0.96178
288,0,0.95,0,0.05,648,27,0.96385,38,0.96385,6,0.96247,24.0,0.96178
289,0,0.95,0,0.1625,648,25,0.96385,40,0.96385,7,0.96247,24.0,0.96178
290,0,0.95,0,0.275,648,27,0.96385,40,0.96385,7,0.96247,24.0,0.96178
291,0,0.95,0,0.3875,648,25,0.96385,40,0.96385,7,0.96247,24.0,0.96178
292,0,0.95,0,0.5,648,14,0.95019,17,0.95019,6,0.96247,24.0,0.96178
293,0,0.95,0,0.6125,648,13,0.96247,15,0.96247,8,0.96247,24.0,0.96178
294,0,0.95,0,0.725,648,1,0.96247,1,0.96247,1,0.96247,24.0,0.96178
295,0,0.95,0,0.8375,648,13,0.96385,18,0.96385,8,0.96247,24.0,0.96178
296,0,0.95,0,0.95,648,12,0.96247,16,0.96247,7,0.96247,24.0,0.96178
297,0,0.95,1,0.05,648,26,0.96385,40,0.96385,7,0.96247,24.0,0.96178
298,0,0.95,1,0.1625,648,21,0.95613,21,0.95613,7,0.96247,24.0,0.96178
299,0,0.95,1,0.275,648,21,0.95613,21,0.95613,7,0.96247,24.0,0.96178
300,0,0.95,1,0.3875,648,26,0.96385,41,0.96385,8,0.96247,24.0,0.96178
301,0,0.95,1,0.5,648,14,0.96253,17,0.96253,7,0.96247,24.0,0.96178
302,0,0.95,1,0.6125,648,14,0.96253,17,0.96253,7,0.96247,24.0,0.96178
303,0,0.95,1,0.725,648,1,0.96303,1,0.96303,2,0.96303,24.0,0.96178
304,0,0.95,1,0.8375,648,13,0.96385,18,0.96385,9,0.96247,24.0,0.96178
305,0,0.95,1,0.95,648,13,0.96247,18,0.96247,8,0.96247,24.0,0.96178
306,0,0.95,2,0.05,648,26,0.96385,40,0.96385,7,0.96247,24.0,0.96178
307,0,0.95,2,0.1625,648,26,0.96385,41,0.96385,7,0.96247,24.0,0.96178
308,0,0.95,2,0.275,648,26,0.96385,41,0.96385,7,0.96247,24.0,0.96178
309,0,0.95,2,0.3875,648,26,0.96385,41,0.96385,8,0.96247,24.0,0.96178
310,0,0.95,2,0.5,648,14,0.95585,17,0.95585,6,0.96247,24.0,0.96178
311,0,0.95,2,0.6125,648,14,0.96178,17,0.96178,6,0.96247,24.0,0.96178
312,0,0.95,2,0.725,648,1,0.96385,1,0.96385,2,0.96385,24.0,0.96178
313,0,0.95,2,0.8375,648,12,0.96385,17,0.96385,9,0.96247,24.0,0.96178
314,0,0.95,2,0.95,648,13,0.96385,17,0.96385,8,0.96247,24.0,0.96178
315,0,0.95,3,0.05,648,25,0.96385,36,0.96385,7,0.96247,24.0,0.96178
316,0,0.95,3,0.1625,648,26,0.96385,38,0.96385,7,0.96247,24.0,0.96178
317,0,0.95,3,0.275,648,25,0.96385,38,0.96385,7,0.96247,24.0,0.96178
318,0,0.95,3,0.3875,648,26,0.96385,39,0.96385,5,0.96247,24.0,0.96178
319,0,0.95,3,0.5,648,13,0.95613,16,0.95613,5,0.96247,24.0,0.96178
320,0,0.95,3,0.6125,648,14,0.96091,17,0.96091,6,0.96247,24.0,0.96178
321,0,0.95,3,0.725,648,1,0.96385,1,0.96385,1,0.96385,24.0,0.96178
322,0,0.95,3,0.8375,648,11,0.96385,16,0.96385,5,0.96247,24.0,0.96178
323,0,0.95,3,0.95,648,13,0.96385,17,0.96385,5,0.96247,24.0,0.96178
324,1,0.05,0,0.05,648,27,0.96303,41,0.96303,7,0.96247,24.0,0.96178
325,1,0.05,0,0.1625,648,19,0.96247,19,0.96247,6,0.96247,24.0,0.96178
326,1,0.05,0,0.275,648,27,0.96303,42,0.96303,6,0.96247,24.0,0.96178
327,1,0.05,0,0.3875,648,19,0.96247,19,0.96247,6,0.96247,24.0,0.96178
328,1,0.05,0,0.5,648,15,0.95019,18,0.95019,6,0.96247,24.0,0.96178
329,1,0.05,0,0.6125,648,14,0.96247,17,0.96247,8,0.96247,24.0,0.96178
330,1,0.05,0,0.725,648,3,0.96247,3,0.96247,2,0.96247,24.0,0.96178
331,1,0.05,0,0.8375,648,14,0.96385,19,0.96385,9,0.96247,24.0,0.96178
332,1,0.05,0,0.95,648,12,0.96247,41,0.96303,8,0.96247,24.0,0.96178
333,1,0.05,1,0.05,648,26,0.96303,34,0.96303,8,0.96247,24.0,0.96178
334,1,0.05,1,0.1625,648,26,0.96303,35,0.96303,6,0.96247,24.0,0.96178
335,1,0.05,1,0.275,648,27,0.96303,39,0.96303,6,0.96247,24.0,0.96178
336,1,0.05,1,0.3875,648,21,0.96247,21,0.96247,6,0.96247,24.0,0.96178
337,1,0.05,1,0.5,648,15,0.96253,18,0.96253,7,0.96247,24.0,0.96178
338,1,0.05,1,0.6125,648,15,0.96253,18,0.96253,7,0.96247,24.0,0.96178
339,1,0.05,1,0.725,648,3,0.96303,3,0.96303,3,0.96303,24.0,0.96178
340,1,0.05,1,0.8375,648,14,0.96385,19,0.96385,10,0.96247,24.0,0.96178
341,1,0.05,1,0.95,648,26,0.96303,34,0.96303,9,0.96247,24.0,0.96178
342,1,0.05,2,0.05,648,14,0.95572,17,0.95572,8,0.96247,24.0,0.96178
343,1,0.05,2,0.1625,648,15,0.95572,17,0.95572,5,0.96247,24.0,0.96178
344,1,0.05,2,0.275,648,14,0.95572,17,0.95572,5,0.96247,24.0,0.96178
345,1,0.05,2,0.3875,648,15,0.95572,17,0.95572,5,0.96247,24.0,0.96178
346,1,0.05,2,0.5,648,14,0.95572,17,0.95572,5,0.96247,24.0,0.96178
347,1,0.05,2,0.6125,648,15,0.95572,17,0.95572,7,0.96247,24.0,0.96178
348,1,0.05,2,0.725,648,1,0.95572,1,0.95572,3,0.96385,24.0,0.96178
349,1,0.05,2,0.8375,648,14,0.96385,19,0.96385,10,0.96247,24.0,0.96178
350,1,0.05,2,0.95,648,14,0.95572,18,0.95572,9,0.96247,24.0,0.96178
351,1,0.05,3,0.05,648,13,0.96385,40,0.96303,7,0.96247,24.0,0.96178
352,1,0.05,3,0.1625,648,27,0.96303,42,0.96303,4,0.96247,24.0,0.96178
353,1,0.05,3,0.275,648,26,0.96303,41,0.96303,4,0.96247,24.0,0.96178
