,init pf,init block clean threshold,init weighting schema,init matching threshold,search space size,param iterations,param f-score,proj iterations,proj f-score,profile iterations,profile f-score,grid search iterations,grid search f-score
38,0,0.1625,0,0.275,648,13,0.96385,40,0.96385,9,0.96247,24.0,0.96178
39,0,0.1625,0,0.3875,648,25,0.96385,40,0.96385,8,0.96247,24.0,0.96178
40,0,0.1625,0,0.5,648,15,0.95613,18,0.95613,8,0.96247,24.0,0.96178
41,0,0.1625,0,0.6125,648,13,0.96247,15,0.96247,8,0.96247,24.0,0.96178
42,0,0.1625,0,0.725,648,1,0.96247,1,0.96247,1,0.96247,24.0,0.96178
43,0,0.1625,0,0.8375,648,13,0.96385,18,0.96385,8,0.96247,24.0,0.96178
44,0,0.1625,0,0.95,648,12,0.96247,16,0.96247,7,0.96247,24.0,0.96178
45,0,0.1625,1,0.05,648,13,0.96385,39,0.96385,8,0.96247,24.0,0.96178
46,0,0.1625,1,0.1625,648,21,0.95613,21,0.95613,8,0.96247,24.0,0.96178
47,0,0.1625,1,0.275,648,13,0.96385,21,0.95613,8,0.96247,24.0,0.96178
48,0,0.1625,1,0.3875,648,27,0.96385,42,0.96385,9,0.96247,24.0,0.96178
49,0,0.1625,1,0.5,648,13,0.96253,16,0.96253,6,0.96247,24.0,0.96178
50,0,0.1625,1,0.6125,648,14,0.96253,16,0.96253,6,0.96247,24.0,0.96178
51,0,0.1625,1,0.725,648,1,0.96303,1,0.96303,2,0.96303,24.0,0.96178
52,0,0.1625,1,0.8375,648,13,0.96385,18,0.96385,9,0.96247,24.0,0.96178
53,0,0.1625,1,0.95,648,13,0.96247,18,0.96247,8,0.96247,24.0,0.96178
54,0,0.1625,2,0.05,648,13,0.96385,39,0.96385,8,0.96247,24.0,0.96178
55,0,0.1625,2,0.1625,648,27,0.96385,42,0.96385,8,0.96247,24.0,0.96178
56,0,0.1625,2,0.275,648,13,0.96385,40,0.96385,8,0.96247,24.0,0.96178
57,0,0.1625,2,0.3875,648,27,0.96385,42,0.96385,9,0.96247,24.0,0.96178
