,init pf,init block clean threshold,init weighting schema,init matching threshold,f-score goal,rank iterations,rank f-score,grid search iterations,grid search f-score
157,1,0.5,3,0.5,0.8,1,0.97065,2.0,0.91888
158,1,0.5,3,0.725,0.8,1,0.98597,2.0,0.91888
159,1,0.5,3,0.95,0.8,1,0.81318,2.0,0.91888
160,1,0.725,0,0.05,0.8,3,0.98611,2.0,0.91888
161,1,0.725,0,0.275,0.8,1,0.87744,2.0,0.91888
162,1,0.725,0,0.5,0.8,1,0.9569,2.0,0.91888
163,1,0.725,0,0.725,0.8,1,0.98353,2.0,0.91888
164,1,0.725,0,0.95,0.8,1,0.80733,2.0,0.91888
165,1,0.725,1,0.05,0.8,3,0.98611,2.0,0.91888
166,1,0.725,1,0.275,0.8,1,0.80966,2.0,0.91888
167,1,0.725,1,0.5,0.8,1,0.95187,2.0,0.91888
168,1,0.725,1,0.725,0.8,1,0.97858,2.0,0.91888
169,1,0.725,1,0.95,0.8,1,0.80945,2.0,0.91888
170,1,0.725,2,0.05,0.8,5,0.98611,2.0,0.91888
171,1,0.725,2,0.275,0.8,5,0.98611,2.0,0.91888
172,1,0.725,2,0.5,0.8,3,0.97015,2.0,0.91888
173,1,0.725,2,0.725,0.8,4,0.96515,2.0,0.91888
174,1,0.725,2,0.95,0.8,3,0.81035,2.0,0.91888
175,1,0.725,3,0.05,0.8,3,0.98611,2.0,0.91888
176,1,0.725,3,0.275,0.8,1,0.80966,2.0,0.91888
177,1,0.725,3,0.5,0.8,1,0.95187,2.0,0.91888
178,1,0.725,3,0.725,0.8,1,0.97858,2.0,0.91888
179,1,0.725,3,0.95,0.8,1,0.80945,2.0,0.91888
180,1,0.95,0,0.05,0.8,3,0.98611,2.0,0.91888
181,1,0.95,0,0.275,0.8,1,0.87744,2.0,0.91888
182,1,0.95,0,0.5,0.8,1,0.9569,2.0,0.91888
183,1,0.95,0,0.725,0.8,1,0.98353,2.0,0.91888
184,1,0.95,0,0.95,0.8,1,0.80733,2.0,0.91888
185,1,0.95,1,0.05,0.8,3,0.98611,2.0,0.91888
186,1,0.95,1,0.275,0.8,1,0.80966,2.0,0.91888
187,1,0.95,1,0.5,0.8,1,0.95187,2.0,0.91888
188,1,0.95,1,0.725,0.8,1,0.97858,2.0,0.91888
189,1,0.95,1,0.95,0.8,1,0.80945,2.0,0.91888
190,1,0.95,2,0.05,0.8,5,0.98611,2.0,0.91888
191,1,0.95,2,0.275,0.8,5,0.98611,2.0,0.91888
192,1,0.95,2,0.5,0.8,3,0.97015,2.0,0.91888
193,1,0.95,2,0.725,0.8,4,0.96515,2.0,0.91888
194,1,0.95,2,0.95,0.8,3,0.81035,2.0,0.91888
195,1,0.95,3,0.05,0.8,3,0.98611,2.0,0.91888
196,1,0.95,3,0.275,0.8,1,0.80966,2.0,0.91888
197,1,0.95,3,0.5,0.8,1,0.95187,2.0,0.91888
198,1,0.95,3,0.725,0.8,1,0.97858,2.0,0.91888
199,1,0.95,3,0.95,0.8,1,0.80945,2.0,0.91888
200,0,0.05,0,0.05,0.9,3,0.98611,4.0,0.96515
201,0,0.05,0,0.275,0.9,3,0.98611,4.0,0.96515
