,q size,pf,block clean threshold,weighting schema,matching threshold,stop count,av sim,sim q1,sim q2,sim q3,sample f-score,f-score
294,5,0,0.65,1,0.65,291,0.67769,0.25,1.0,1.0,0.24354,0.91148
295,5,0,0.65,1,0.95,291,0.67769,0.25,1.0,1.0,0.0,0.74087
296,5,0,0.65,2,0.05,414,0.6565,0.23077,1.0,1.0,0.30519,0.41127
297,5,0,0.65,2,0.35,414,0.6565,0.23077,1.0,1.0,0.32867,0.70227
298,5,0,0.65,2,0.65,414,0.6565,0.23077,1.0,1.0,0.31802,0.92325
299,5,0,0.65,2,0.95,414,0.6565,0.23077,1.0,1.0,0.0,0.75105
300,5,0,0.65,3,0.05,419,0.72461,0.23303,1.0,1.0,0.37014,0.46057
301,5,0,0.65,3,0.35,419,0.72461,0.23303,1.0,1.0,0.38514,0.74057
302,5,0,0.65,3,0.65,419,0.72461,0.23303,1.0,1.0,0.37543,0.93294
303,5,0,0.65,3,0.95,419,0.72461,0.23303,1.0,1.0,0.0,0.75935
304,5,0,0.95,0,0.05,0,1.0,1.0,1.0,1.0,0.01666,0.07757
305,5,0,0.95,0,0.35,0,1.0,1.0,1.0,1.0,0.01666,0.07842
306,5,0,0.95,0,0.65,0,1.0,1.0,1.0,1.0,0.01666,0.07963
307,5,0,0.95,0,0.95,0,1.0,1.0,1.0,1.0,0.0,0.06181
308,5,0,0.95,1,0.05,0,1.0,1.0,1.0,1.0,0.01666,0.07843
309,5,0,0.95,1,0.35,0,1.0,1.0,1.0,1.0,0.01666,0.08077
310,5,0,0.95,1,0.65,0,1.0,1.0,1.0,1.0,0.01666,0.08474
311,5,0,0.95,1,0.95,0,1.0,1.0,1.0,1.0,0.0,0.06181
312,5,0,0.95,2,0.05,0,1.0,1.0,1.0,1.0,0.01666,0.07843
313,5,0,0.95,2,0.35,0,1.0,1.0,1.0,1.0,0.01666,0.08077
314,5,0,0.95,2,0.65,0,1.0,1.0,1.0,1.0,0.01666,0.08474
315,5,0,0.95,2,0.95,0,1.0,1.0,1.0,1.0,0.0,0.06181
316,5,0,0.95,3,0.05,0,1.0,1.0,1.0,1.0,0.01666,0.12776
317,5,0,0.95,3,0.35,0,1.0,1.0,1.0,1.0,0.01666,0.13431
318,5,0,0.95,3,0.65,0,1.0,1.0,1.0,1.0,0.01666,0.14027
319,5,0,0.95,3,0.95,0,1.0,1.0,1.0,1.0,0.0,0.10572
320,5,1,0.05,0,0.05,2468,0.52865,0.11111,0.28992,1.0,0.80068,0.32453
321,5,1,0.05,0,0.35,2468,0.52865,0.11111,0.28992,1.0,0.94188,0.6066
322,5,1,0.05,0,0.65,2468,0.52865,0.11111,0.28992,1.0,0.9469,0.9544
323,5,1,0.05,0,0.95,2468,0.52865,0.11111,0.28992,1.0,0.0,0.78195
324,5,1,0.05,1,0.05,3832,0.36583,0.06667,0.14286,1.0,0.70464,0.24745
325,5,1,0.05,1,0.35,3832,0.36583,0.06667,0.14286,1.0,0.88015,0.50968
326,5,1,0.05,1,0.65,3832,0.36583,0.06667,0.14286,1.0,0.9469,0.95008
327,5,1,0.05,1,0.95,3832,0.36583,0.06667,0.14286,1.0,0.0,0.78261
328,5,1,0.05,2,0.05,4103,0.35142,0.06667,0.14286,1.0,0.66951,0.22518
329,5,1,0.05,2,0.35,4103,0.35142,0.06667,0.14286,1.0,0.87246,0.48763
330,5,1,0.05,2,0.65,4103,0.35142,0.06667,0.14286,1.0,0.94923,0.9504
331,5,1,0.05,2,0.95,4103,0.35142,0.06667,0.14286,1.0,0.0,0.78327
332,5,1,0.05,3,0.05,2472,0.52213,0.11111,0.28571,1.0,0.75884,0.23808
333,5,1,0.05,3,0.35,2472,0.52213,0.11111,0.28571,1.0,0.92187,0.51588
334,5,1,0.05,3,0.65,2472,0.52213,0.11111,0.28571,1.0,0.94923,0.95102
335,5,1,0.05,3,0.95,2472,0.52213,0.11111,0.28571,1.0,0.0,0.78327
336,5,1,0.35,0,0.05,498,0.96674,1.0,1.0,1.0,0.56535,0.74234
337,5,1,0.35,0,0.35,498,0.96674,1.0,1.0,1.0,0.56535,0.74646
338,5,1,0.35,0,0.65,498,0.96674,1.0,1.0,1.0,0.50633,0.74664
339,5,1,0.35,0,0.95,498,0.96674,1.0,1.0,1.0,0.0,0.55443
340,5,1,0.35,1,0.05,498,0.96674,1.0,1.0,1.0,0.56535,0.70681
341,5,1,0.35,1,0.35,498,0.96674,1.0,1.0,1.0,0.56535,0.71323
342,5,1,0.35,1,0.65,498,0.96674,1.0,1.0,1.0,0.50633,0.71506
343,5,1,0.35,1,0.95,498,0.96674,1.0,1.0,1.0,0.0,0.52422
344,5,1,0.35,2,0.05,545,0.96968,1.0,1.0,1.0,0.60355,0.75838
345,5,1,0.35,2,0.35,545,0.96968,1.0,1.0,1.0,0.60355,0.76764
346,5,1,0.35,2,0.65,545,0.96968,1.0,1.0,1.0,0.54769,0.76978
347,5,1,0.35,2,0.95,545,0.96968,1.0,1.0,1.0,0.0,0.57528
348,5,1,0.35,3,0.05,930,0.9972,1.0,1.0,1.0,0.92483,0.90336
349,5,1,0.35,3,0.35,930,0.9972,1.0,1.0,1.0,0.92483,0.91091
350,5,1,0.35,3,0.65,930,0.9972,1.0,1.0,1.0,0.91743,0.91665
351,5,1,0.35,3,0.95,930,0.9972,1.0,1.0,1.0,0.0,0.7255
352,5,1,0.65,0,0.05,296,0.97912,1.0,1.0,1.0,0.36679,0.33133
353,5,1,0.65,0,0.35,296,0.97912,1.0,1.0,1.0,0.36679,0.33133
354,5,1,0.65,0,0.65,296,0.97912,1.0,1.0,1.0,0.33215,0.32883
355,5,1,0.65,0,0.95,296,0.97912,1.0,1.0,1.0,0.0,0.22364
356,5,1,0.65,1,0.05,296,0.97912,1.0,1.0,1.0,0.36679,0.33133
357,5,1,0.65,1,0.35,296,0.97912,1.0,1.0,1.0,0.36679,0.33133
358,5,1,0.65,1,0.65,296,0.97912,1.0,1.0,1.0,0.33215,0.32883
359,5,1,0.65,1,0.95,296,0.97912,1.0,1.0,1.0,0.0,0.22364
360,5,1,0.65,2,0.05,325,0.98186,1.0,1.0,1.0,0.41077,0.38109
361,5,1,0.65,2,0.35,325,0.98186,1.0,1.0,1.0,0.41077,0.38109
362,5,1,0.65,2,0.65,325,0.98186,1.0,1.0,1.0,0.37801,0.37873
363,5,1,0.65,2,0.95,325,0.98186,1.0,1.0,1.0,0.0,0.25978
364,5,1,0.65,3,0.05,529,0.99631,1.0,1.0,1.0,0.66667,0.65274
365,5,1,0.65,3,0.35,529,0.99631,1.0,1.0,1.0,0.66667,0.65274
366,5,1,0.65,3,0.65,529,0.99631,1.0,1.0,1.0,0.6591,0.65171
367,5,1,0.65,3,0.95,529,0.99631,1.0,1.0,1.0,0.0,0.50989
368,5,1,0.95,0,0.05,46,0.97778,1.0,1.0,1.0,0.07348,0.06187
369,5,1,0.95,0,0.35,46,0.97778,1.0,1.0,1.0,0.07348,0.06187
370,5,1,0.95,0,0.65,46,0.97778,1.0,1.0,1.0,0.06558,0.06102
371,5,1,0.95,0,0.95,46,0.97778,1.0,1.0,1.0,0.0,0.03621
372,5,1,0.95,1,0.05,46,0.97778,1.0,1.0,1.0,0.07348,0.06187
373,5,1,0.95,1,0.35,46,0.97778,1.0,1.0,1.0,0.07348,0.06187
374,5,1,0.95,1,0.65,46,0.97778,1.0,1.0,1.0,0.06558,0.06102
375,5,1,0.95,1,0.95,46,0.97778,1.0,1.0,1.0,0.0,0.03621
376,5,1,0.95,2,0.05,50,0.98182,1.0,1.0,1.0,0.08907,0.07112
377,5,1,0.95,2,0.35,50,0.98182,1.0,1.0,1.0,0.08907,0.07112
378,5,1,0.95,2,0.65,50,0.98182,1.0,1.0,1.0,0.0813,0.07028
379,5,1,0.95,2,0.95,50,0.98182,1.0,1.0,1.0,0.0,0.04397
380,5,1,0.95,3,0.05,85,0.98947,1.0,1.0,1.0,0.14902,0.13109
381,5,1,0.95,3,0.35,85,0.98947,1.0,1.0,1.0,0.14902,0.13109
382,5,1,0.95,3,0.65,85,0.98947,1.0,1.0,1.0,0.14173,0.1303
383,5,1,0.95,3,0.95,85,0.98947,1.0,1.0,1.0,0.0,0.09262
