,pf,block clean threshold,weighting schema,matching threshold,stop count,av sim,sim q1,sim q2,sim q3,sample f-score,f-score
28,0,0.05,3,0.56429,35056,0.15422,0.09091,0.11765,0.14286,0.97854,0.93207
29,0,0.05,3,0.69286,35056,0.15422,0.09091,0.11765,0.14286,0.0,0.96071
30,0,0.05,3,0.82143,35056,0.15422,0.09091,0.11765,0.14286,0.0,0.94306
31,0,0.05,3,0.95,35056,0.15422,0.09091,0.11765,0.14286,0.0,0.78294
32,0,0.17857,0,0.05,10815,0.22261,0.07692,0.11765,0.1875,0.40656,0.07247
33,0,0.17857,0,0.17857,10815,0.22261,0.07692,0.11765,0.1875,0.683,0.19051
34,0,0.17857,0,0.30714,10815,0.22261,0.07692,0.11765,0.1875,0.683,0.19631
35,0,0.17857,0,0.43571,10815,0.22261,0.07692,0.11765,0.1875,0.96121,0.81126
36,0,0.17857,0,0.56429,10815,0.22261,0.07692,0.11765,0.1875,0.96296,0.93113
37,0,0.17857,0,0.69286,10815,0.22261,0.07692,0.11765,0.1875,0.0,0.96009
38,0,0.17857,0,0.82143,10815,0.22261,0.07692,0.11765,0.1875,0.0,0.94107
39,0,0.17857,0,0.95,10815,0.22261,0.07692,0.11765,0.1875,0.0,0.78095
40,0,0.17857,1,0.05,8089,0.32639,0.15385,0.1875,0.25,0.36472,0.05818
41,0,0.17857,1,0.17857,8089,0.32639,0.15385,0.1875,0.25,0.79044,0.25744
42,0,0.17857,1,0.30714,8089,0.32639,0.15385,0.1875,0.25,0.79044,0.26556
43,0,0.17857,1,0.43571,8089,0.32639,0.15385,0.1875,0.25,0.94298,0.8166
44,0,0.17857,1,0.56429,8089,0.32639,0.15385,0.1875,0.25,0.9469,0.93935
45,0,0.17857,1,0.69286,8089,0.32639,0.15385,0.1875,0.25,0.0,0.96165
46,0,0.17857,1,0.82143,8089,0.32639,0.15385,0.1875,0.25,0.0,0.93724
47,0,0.17857,1,0.95,8089,0.32639,0.15385,0.1875,0.25,0.0,0.77796
48,0,0.17857,2,0.05,10903,0.24044,0.1,0.14286,0.21429,0.34252,0.04956
49,0,0.17857,2,0.17857,10903,0.24044,0.1,0.14286,0.21429,0.68863,0.18942
50,0,0.17857,2,0.30714,10903,0.24044,0.1,0.14286,0.21429,0.68863,0.19454
51,0,0.17857,2,0.43571,10903,0.24044,0.1,0.14286,0.21429,0.97665,0.8064
52,0,0.17857,2,0.56429,10903,0.24044,0.1,0.14286,0.21429,0.97634,0.93838
53,0,0.17857,2,0.69286,10903,0.24044,0.1,0.14286,0.21429,0.0,0.96303
54,0,0.17857,2,0.82143,10903,0.24044,0.1,0.14286,0.21429,0.0,0.94281
55,0,0.17857,2,0.95,10903,0.24044,0.1,0.14286,0.21429,0.0,0.78261
56,0,0.17857,3,0.05,13091,0.20629,0.09091,0.125,0.1875,0.31791,0.03596
57,0,0.17857,3,0.17857,13091,0.20629,0.09091,0.125,0.1875,0.62756,0.11934
58,0,0.17857,3,0.30714,13091,0.20629,0.09091,0.125,0.1875,0.62756,0.12183
59,0,0.17857,3,0.43571,13091,0.20629,0.09091,0.125,0.1875,0.97665,0.79327
60,0,0.17857,3,0.56429,13091,0.20629,0.09091,0.125,0.1875,0.97634,0.93582
61,0,0.17857,3,0.69286,13091,0.20629,0.09091,0.125,0.1875,0.0,0.96284
62,0,0.17857,3,0.82143,13091,0.20629,0.09091,0.125,0.1875,0.0,0.94281
63,0,0.17857,3,0.95,13091,0.20629,0.09091,0.125,0.1875,0.0,0.78261
64,0,0.30714,0,0.05,4625,0.34073,0.08333,0.14286,0.45299,0.57302,0.12835
65,0,0.30714,0,0.17857,4625,0.34073,0.08333,0.14286,0.45299,0.77154,0.31284
66,0,0.30714,0,0.30714,4625,0.34073,0.08333,0.14286,0.45299,0.77154,0.32619
67,0,0.30714,0,0.43571,4625,0.34073,0.08333,0.14286,0.45299,0.9217,0.83892
68,0,0.30714,0,0.56429,4625,0.34073,0.08333,0.14286,0.45299,0.92551,0.93109
69,0,0.30714,0,0.69286,4625,0.34073,0.08333,0.14286,0.45299,0.0,0.95749
70,0,0.30714,0,0.82143,4625,0.34073,0.08333,0.14286,0.45299,0.0,0.93807
71,0,0.30714,0,0.95,4625,0.34073,0.08333,0.14286,0.45299,0.0,0.77796
72,0,0.30714,1,0.05,2402,0.60536,0.21429,0.5,1.0,0.64345,0.17663
73,0,0.30714,1,0.17857,2402,0.60536,0.21429,0.5,1.0,0.86222,0.51948
74,0,0.30714,1,0.30714,2402,0.60536,0.21429,0.5,1.0,0.86222,0.54313
75,0,0.30714,1,0.43571,2402,0.60536,0.21429,0.5,1.0,0.89195,0.83933
76,0,0.30714,1,0.56429,2402,0.60536,0.21429,0.5,1.0,0.89559,0.9359
77,0,0.30714,1,0.69286,2402,0.60536,0.21429,0.5,1.0,0.0,0.95564
78,0,0.30714,1,0.82143,2402,0.60536,0.21429,0.5,1.0,0.0,0.92941
79,0,0.30714,1,0.95,2402,0.60536,0.21429,0.5,1.0,0.0,0.77159
80,0,0.30714,2,0.05,3068,0.47898,0.14286,0.25,1.0,0.63233,0.12332
81,0,0.30714,2,0.17857,3068,0.47898,0.14286,0.25,1.0,0.87525,0.36611
82,0,0.30714,2,0.30714,3068,0.47898,0.14286,0.25,1.0,0.87525,0.38025
83,0,0.30714,2,0.43571,3068,0.47898,0.14286,0.25,1.0,0.95671,0.83271
84,0,0.30714,2,0.56429,3068,0.47898,0.14286,0.25,1.0,0.9607,0.94264
85,0,0.30714,2,0.69286,3068,0.47898,0.14286,0.25,1.0,0.0,0.96402
86,0,0.30714,2,0.82143,3068,0.47898,0.14286,0.25,1.0,0.0,0.94181
87,0,0.30714,2,0.95,3068,0.47898,0.14286,0.25,1.0,0.0,0.78195
88,0,0.30714,3,0.05,3378,0.40219,0.11111,0.2,1.0,0.60989,0.09459
89,0,0.30714,3,0.17857,3378,0.40219,0.11111,0.2,1.0,0.84733,0.28816
90,0,0.30714,3,0.30714,3378,0.40219,0.11111,0.2,1.0,0.84733,0.29818
91,0,0.30714,3,0.43571,3378,0.40219,0.11111,0.2,1.0,0.96104,0.82423
92,0,0.30714,3,0.56429,3378,0.40219,0.11111,0.2,1.0,0.9607,0.94125
93,0,0.30714,3,0.69286,3378,0.40219,0.11111,0.2,1.0,0.0,0.96359
94,0,0.30714,3,0.82143,3378,0.40219,0.11111,0.2,1.0,0.0,0.94181
95,0,0.30714,3,0.95,3378,0.40219,0.11111,0.2,1.0,0.0,0.78195
96,0,0.43571,0,0.05,2055,0.51971,0.11111,0.25833,1.0,0.65454,0.26358
97,0,0.43571,0,0.17857,2055,0.51971,0.11111,0.25833,1.0,0.74827,0.49079
98,0,0.43571,0,0.30714,2055,0.51971,0.11111,0.25833,1.0,0.74827,0.51436
99,0,0.43571,0,0.43571,2055,0.51971,0.11111,0.25833,1.0,0.80397,0.86359
100,0,0.43571,0,0.56429,2055,0.51971,0.11111,0.25833,1.0,0.80702,0.92318
101,0,0.43571,0,0.69286,2055,0.51971,0.11111,0.25833,1.0,0.0,0.94451
102,0,0.43571,0,0.82143,2055,0.51971,0.11111,0.25833,1.0,0.0,0.91843
103,0,0.43571,0,0.95,2055,0.51971,0.11111,0.25833,1.0,0.0,0.75866
104,0,0.43571,1,0.05,1124,0.80099,0.59615,1.0,1.0,0.67464,0.44354
105,0,0.43571,1,0.17857,1124,0.80099,0.59615,1.0,1.0,0.73438,0.72223
106,0,0.43571,1,0.30714,1124,0.80099,0.59615,1.0,1.0,0.73438,0.7544
107,0,0.43571,1,0.43571,1124,0.80099,0.59615,1.0,1.0,0.73822,0.8676
108,0,0.43571,1,0.56429,1124,0.80099,0.59615,1.0,1.0,0.74074,0.9198
109,0,0.43571,1,0.69286,1124,0.80099,0.59615,1.0,1.0,0.0,0.93193
110,0,0.43571,1,0.82143,1124,0.80099,0.59615,1.0,1.0,0.0,0.90429
111,0,0.43571,1,0.95,1124,0.80099,0.59615,1.0,1.0,0.0,0.74873
112,0,0.43571,2,0.05,1555,0.68274,0.22222,1.0,1.0,0.7789,0.28239
113,0,0.43571,2,0.17857,1555,0.68274,0.22222,1.0,1.0,0.87273,0.57689
114,0,0.43571,2,0.30714,1555,0.68274,0.22222,1.0,1.0,0.87273,0.60375
115,0,0.43571,2,0.43571,1555,0.68274,0.22222,1.0,1.0,0.88684,0.8744
116,0,0.43571,2,0.56429,1555,0.68274,0.22222,1.0,1.0,0.89044,0.94026
117,0,0.43571,2,0.69286,1555,0.68274,0.22222,1.0,1.0,0.0,0.95935
118,0,0.43571,2,0.82143,1555,0.68274,0.22222,1.0,1.0,0.0,0.93506
119,0,0.43571,2,0.95,1555,0.68274,0.22222,1.0,1.0,0.0,0.77729
120,0,0.43571,3,0.05,1394,0.70694,0.23077,1.0,1.0,0.79668,0.25434
121,0,0.43571,3,0.17857,1394,0.70694,0.23077,1.0,1.0,0.87671,0.54602
122,0,0.43571,3,0.30714,1394,0.70694,0.23077,1.0,1.0,0.87671,0.57127
123,0,0.43571,3,0.43571,1394,0.70694,0.23077,1.0,1.0,0.88889,0.86995
124,0,0.43571,3,0.56429,1394,0.70694,0.23077,1.0,1.0,0.89044,0.94092
125,0,0.43571,3,0.69286,1394,0.70694,0.23077,1.0,1.0,0.0,0.95959
126,0,0.43571,3,0.82143,1394,0.70694,0.23077,1.0,1.0,0.0,0.93532
127,0,0.43571,3,0.95,1394,0.70694,0.23077,1.0,1.0,0.0,0.77729
128,0,0.56429,0,0.05,450,0.95782,1.0,1.0,1.0,0.45513,0.43777
129,0,0.56429,0,0.17857,450,0.95782,1.0,1.0,1.0,0.45807,0.64903
130,0,0.56429,0,0.30714,450,0.95782,1.0,1.0,1.0,0.45807,0.67117
131,0,0.56429,0,0.43571,450,0.95782,1.0,1.0,1.0,0.45807,0.86518
132,0,0.56429,0,0.56429,450,0.95782,1.0,1.0,1.0,0.45955,0.89877
133,0,0.56429,0,0.69286,450,0.95782,1.0,1.0,1.0,0.0,0.90853
134,0,0.56429,0,0.82143,450,0.95782,1.0,1.0,1.0,0.0,0.88273
135,0,0.56429,0,0.95,450,0.95782,1.0,1.0,1.0,0.0,0.72618
136,0,0.56429,1,0.05,450,0.95782,1.0,1.0,1.0,0.45513,0.63812
137,0,0.56429,1,0.17857,450,0.95782,1.0,1.0,1.0,0.45807,0.76368
138,0,0.56429,1,0.30714,450,0.95782,1.0,1.0,1.0,0.45807,0.78628
139,0,0.56429,1,0.43571,450,0.95782,1.0,1.0,1.0,0.45807,0.83321
140,0,0.56429,1,0.56429,450,0.95782,1.0,1.0,1.0,0.45955,0.86084
141,0,0.56429,1,0.69286,450,0.95782,1.0,1.0,1.0,0.0,0.86874
142,0,0.56429,1,0.82143,450,0.95782,1.0,1.0,1.0,0.0,0.84124
143,0,0.56429,1,0.95,450,0.95782,1.0,1.0,1.0,0.0,0.69481
144,0,0.56429,2,0.05,743,0.84795,1.0,1.0,1.0,0.64879,0.52512
145,0,0.56429,2,0.17857,743,0.84795,1.0,1.0,1.0,0.66301,0.73596
146,0,0.56429,2,0.30714,743,0.84795,1.0,1.0,1.0,0.66301,0.76671
147,0,0.56429,2,0.43571,743,0.84795,1.0,1.0,1.0,0.67222,0.88413
148,0,0.56429,2,0.56429,743,0.84795,1.0,1.0,1.0,0.67409,0.92536
149,0,0.56429,2,0.69286,743,0.84795,1.0,1.0,1.0,0.0,0.94011
150,0,0.56429,2,0.82143,743,0.84795,1.0,1.0,1.0,0.0,0.91242
151,0,0.56429,2,0.95,743,0.84795,1.0,1.0,1.0,0.0,0.75694
152,0,0.56429,3,0.05,714,0.85079,1.0,1.0,1.0,0.64325,0.38808
153,0,0.56429,3,0.17857,714,0.85079,1.0,1.0,1.0,0.65746,0.65242
154,0,0.56429,3,0.30714,714,0.85079,1.0,1.0,1.0,0.65746,0.68413
155,0,0.56429,3,0.43571,714,0.85079,1.0,1.0,1.0,0.66667,0.87743
156,0,0.56429,3,0.56429,714,0.85079,1.0,1.0,1.0,0.66667,0.92573
157,0,0.56429,3,0.69286,714,0.85079,1.0,1.0,1.0,0.0,0.94107
158,0,0.56429,3,0.82143,714,0.85079,1.0,1.0,1.0,0.0,0.914
159,0,0.56429,3,0.95,714,0.85079,1.0,1.0,1.0,0.0,0.75763
160,0,0.69286,0,0.05,497,0.59121,0.15385,0.76389,1.0,0.27273,0.54023
161,0,0.69286,0,0.17857,497,0.59121,0.15385,0.76389,1.0,0.29167,0.67932
162,0,0.69286,0,0.30714,497,0.59121,0.15385,0.76389,1.0,0.29167,0.69485
163,0,0.69286,0,0.43571,497,0.59121,0.15385,0.76389,1.0,0.30001,0.77128
164,0,0.69286,0,0.56429,497,0.59121,0.15385,0.76389,1.0,0.30001,0.78669
165,0,0.69286,0,0.69286,497,0.59121,0.15385,0.76389,1.0,0.0,0.79519
166,0,0.69286,0,0.82143,497,0.59121,0.15385,0.76389,1.0,0.0,0.76677
167,0,0.69286,0,0.95,497,0.59121,0.15385,0.76389,1.0,0.0,0.62338
168,0,0.69286,1,0.05,31,1.0,1.0,1.0,1.0,0.03333,0.59778
169,0,0.69286,1,0.17857,31,1.0,1.0,1.0,1.0,0.03333,0.62517
170,0,0.69286,1,0.30714,31,1.0,1.0,1.0,1.0,0.03333,0.63423
171,0,0.69286,1,0.43571,31,1.0,1.0,1.0,1.0,0.03333,0.65909
172,0,0.69286,1,0.56429,31,1.0,1.0,1.0,1.0,0.03333,0.67014
173,0,0.69286,1,0.69286,31,1.0,1.0,1.0,1.0,0.0,0.67647
174,0,0.69286,1,0.82143,31,1.0,1.0,1.0,1.0,0.0,0.65071
175,0,0.69286,1,0.95,31,1.0,1.0,1.0,1.0,0.0,0.52437
176,0,0.69286,2,0.05,493,0.60737,0.15385,1.0,1.0,0.29508,0.69933
177,0,0.69286,2,0.17857,493,0.60737,0.15385,1.0,1.0,0.3125,0.74457
178,0,0.69286,2,0.30714,493,0.60737,0.15385,1.0,1.0,0.3125,0.75563
179,0,0.69286,2,0.43571,493,0.60737,0.15385,1.0,1.0,0.31802,0.78929
180,0,0.69286,2,0.56429,493,0.60737,0.15385,1.0,1.0,0.31802,0.80285
181,0,0.69286,2,0.69286,493,0.60737,0.15385,1.0,1.0,0.0,0.81524
182,0,0.69286,2,0.82143,493,0.60737,0.15385,1.0,1.0,0.0,0.78931
183,0,0.69286,2,0.95,493,0.60737,0.15385,1.0,1.0,0.0,0.65182
184,0,0.69286,3,0.05,493,0.60737,0.15385,1.0,1.0,0.29508,0.61612
185,0,0.69286,3,0.17857,493,0.60737,0.15385,1.0,1.0,0.3125,0.72388
186,0,0.69286,3,0.30714,493,0.60737,0.15385,1.0,1.0,0.3125,0.7457
187,0,0.69286,3,0.43571,493,0.60737,0.15385,1.0,1.0,0.31802,0.80715
188,0,0.69286,3,0.56429,493,0.60737,0.15385,1.0,1.0,0.31802,0.82812
189,0,0.69286,3,0.69286,493,0.60737,0.15385,1.0,1.0,0.0,0.83986
190,0,0.69286,3,0.82143,493,0.60737,0.15385,1.0,1.0,0.0,0.81475
191,0,0.69286,3,0.95,493,0.60737,0.15385,1.0,1.0,0.0,0.67298
192,0,0.82143,0,0.05,114,0.65278,0.14583,1.0,1.0,0.09303,0.43092
193,0,0.82143,0,0.17857,114,0.65278,0.14583,1.0,1.0,0.09449,0.47341
194,0,0.82143,0,0.30714,114,0.65278,0.14583,1.0,1.0,0.09449,0.47952
195,0,0.82143,0,0.43571,114,0.65278,0.14583,1.0,1.0,0.096,0.494
196,0,0.82143,0,0.56429,114,0.65278,0.14583,1.0,1.0,0.096,0.49885
197,0,0.82143,0,0.69286,114,0.65278,0.14583,1.0,1.0,0.0,0.50367
198,0,0.82143,0,0.82143,114,0.65278,0.14583,1.0,1.0,0.0,0.47834
199,0,0.82143,0,0.95,114,0.65278,0.14583,1.0,1.0,0.0,0.37991
200,0,0.82143,1,0.05,114,0.65278,0.14583,1.0,1.0,0.09303,0.2498
201,0,0.82143,1,0.17857,114,0.65278,0.14583,1.0,1.0,0.09449,0.25086
202,0,0.82143,1,0.30714,114,0.65278,0.14583,1.0,1.0,0.09449,0.25164
203,0,0.82143,1,0.43571,114,0.65278,0.14583,1.0,1.0,0.096,0.25193
204,0,0.82143,1,0.56429,114,0.65278,0.14583,1.0,1.0,0.096,0.25252
205,0,0.82143,1,0.69286,114,0.65278,0.14583,1.0,1.0,0.0,0.255
206,0,0.82143,1,0.82143,114,0.65278,0.14583,1.0,1.0,0.0,0.24398
207,0,0.82143,1,0.95,114,0.65278,0.14583,1.0,1.0,0.0,0.18597
208,0,0.82143,2,0.05,114,0.65278,0.14583,1.0,1.0,0.09303,0.49808
209,0,0.82143,2,0.17857,114,0.65278,0.14583,1.0,1.0,0.09449,0.5394
210,0,0.82143,2,0.30714,114,0.65278,0.14583,1.0,1.0,0.09449,0.54699
211,0,0.82143,2,0.43571,114,0.65278,0.14583,1.0,1.0,0.096,0.5772
212,0,0.82143,2,0.56429,114,0.65278,0.14583,1.0,1.0,0.096,0.58784
213,0,0.82143,2,0.69286,114,0.65278,0.14583,1.0,1.0,0.0,0.59864
214,0,0.82143,2,0.82143,114,0.65278,0.14583,1.0,1.0,0.0,0.5718
215,0,0.82143,2,0.95,114,0.65278,0.14583,1.0,1.0,0.0,0.45783
216,0,0.82143,3,0.05,114,0.65278,0.14583,1.0,1.0,0.09303,0.49524
217,0,0.82143,3,0.17857,114,0.65278,0.14583,1.0,1.0,0.09449,0.53604
218,0,0.82143,3,0.30714,114,0.65278,0.14583,1.0,1.0,0.09449,0.5436
219,0,0.82143,3,0.43571,114,0.65278,0.14583,1.0,1.0,0.096,0.57372
220,0,0.82143,3,0.56429,114,0.65278,0.14583,1.0,1.0,0.096,0.58399
221,0,0.82143,3,0.69286,114,0.65278,0.14583,1.0,1.0,0.0,0.59473
222,0,0.82143,3,0.82143,114,0.65278,0.14583,1.0,1.0,0.0,0.56769
223,0,0.82143,3,0.95,114,0.65278,0.14583,1.0,1.0,0.0,0.45464
224,0,0.95,0,0.05,0,1.0,1.0,1.0,1.0,0.01666,0.17895
225,0,0.95,0,0.17857,0,1.0,1.0,1.0,1.0,0.01666,0.18671
226,0,0.95,0,0.30714,0,1.0,1.0,1.0,1.0,0.01666,0.18811
227,0,0.95,0,0.43571,0,1.0,1.0,1.0,1.0,0.01666,0.19028
228,0,0.95,0,0.56429,0,1.0,1.0,1.0,1.0,0.01666,0.19112
229,0,0.95,0,0.69286,0,1.0,1.0,1.0,1.0,0.0,0.19367
230,0,0.95,0,0.82143,0,1.0,1.0,1.0,1.0,0.0,0.18508
231,0,0.95,0,0.95,0,1.0,1.0,1.0,1.0,0.0,0.14886
232,0,0.95,1,0.05,0,1.0,1.0,1.0,1.0,0.01666,0.20737
233,0,0.95,1,0.17857,0,1.0,1.0,1.0,1.0,0.01666,0.22053
234,0,0.95,1,0.30714,0,1.0,1.0,1.0,1.0,0.01666,0.22379
235,0,0.95,1,0.43571,0,1.0,1.0,1.0,1.0,0.01666,0.23582
236,0,0.95,1,0.56429,0,1.0,1.0,1.0,1.0,0.01666,0.24001
237,0,0.95,1,0.69286,0,1.0,1.0,1.0,1.0,0.0,0.24584
238,0,0.95,1,0.82143,0,1.0,1.0,1.0,1.0,0.0,0.23246
239,0,0.95,1,0.95,0,1.0,1.0,1.0,1.0,0.0,0.19135
240,0,0.95,2,0.05,0,1.0,1.0,1.0,1.0,0.01666,0.20737
241,0,0.95,2,0.17857,0,1.0,1.0,1.0,1.0,0.01666,0.22053
242,0,0.95,2,0.30714,0,1.0,1.0,1.0,1.0,0.01666,0.22379
243,0,0.95,2,0.43571,0,1.0,1.0,1.0,1.0,0.01666,0.23582
244,0,0.95,2,0.56429,0,1.0,1.0,1.0,1.0,0.01666,0.24001
245,0,0.95,2,0.69286,0,1.0,1.0,1.0,1.0,0.0,0.24584
246,0,0.95,2,0.82143,0,1.0,1.0,1.0,1.0,0.0,0.23246
247,0,0.95,2,0.95,0,1.0,1.0,1.0,1.0,0.0,0.19135
248,0,0.95,3,0.05,0,1.0,1.0,1.0,1.0,0.01666,0.20737
249,0,0.95,3,0.17857,0,1.0,1.0,1.0,1.0,0.01666,0.22053
250,0,0.95,3,0.30714,0,1.0,1.0,1.0,1.0,0.01666,0.22379
251,0,0.95,3,0.43571,0,1.0,1.0,1.0,1.0,0.01666,0.23582
252,0,0.95,3,0.56429,0,1.0,1.0,1.0,1.0,0.01666,0.24001
253,0,0.95,3,0.69286,0,1.0,1.0,1.0,1.0,0.0,0.24584
254,0,0.95,3,0.82143,0,1.0,1.0,1.0,1.0,0.0,0.23246
255,0,0.95,3,0.95,0,1.0,1.0,1.0,1.0,0.0,0.19135
256,1,0.05,0,0.05,1089,0.95804,1.0,1.0,1.0,0.96639,0.71798
257,1,0.05,0,0.17857,1089,0.95804,1.0,1.0,1.0,0.97873,0.81384
258,1,0.05,0,0.30714,1089,0.95804,1.0,1.0,1.0,0.97873,0.8279
259,1,0.05,0,0.43571,1089,0.95804,1.0,1.0,1.0,0.97863,0.88976
260,1,0.05,0,0.56429,1089,0.95804,1.0,1.0,1.0,0.97192,0.90158
261,1,0.05,0,0.69286,1089,0.95804,1.0,1.0,1.0,0.0,0.90931
262,1,0.05,0,0.82143,1089,0.95804,1.0,1.0,1.0,0.0,0.87801
263,1,0.05,0,0.95,1089,0.95804,1.0,1.0,1.0,0.0,0.71737
264,1,0.05,1,0.05,1442,0.84487,1.0,1.0,1.0,0.90946,0.75928
265,1,0.05,1,0.17857,1442,0.84487,1.0,1.0,1.0,0.96581,0.8219
266,1,0.05,1,0.30714,1442,0.84487,1.0,1.0,1.0,0.96581,0.83189
267,1,0.05,1,0.43571,1442,0.84487,1.0,1.0,1.0,0.97204,0.85756
268,1,0.05,1,0.56429,1442,0.84487,1.0,1.0,1.0,0.96522,0.86899
269,1,0.05,1,0.69286,1442,0.84487,1.0,1.0,1.0,0.0,0.87475
270,1,0.05,1,0.82143,1442,0.84487,1.0,1.0,1.0,0.0,0.84271
271,1,0.05,1,0.95,1442,0.84487,1.0,1.0,1.0,0.0,0.68284
272,1,0.05,2,0.05,1241,0.90547,1.0,1.0,1.0,0.93004,0.76834
273,1,0.05,2,0.17857,1241,0.90547,1.0,1.0,1.0,0.97204,0.86237
274,1,0.05,2,0.30714,1241,0.90547,1.0,1.0,1.0,0.97204,0.87572
275,1,0.05,2,0.43571,1241,0.90547,1.0,1.0,1.0,0.97204,0.92178
276,1,0.05,2,0.56429,1241,0.90547,1.0,1.0,1.0,0.96522,0.94183
277,1,0.05,2,0.69286,1241,0.90547,1.0,1.0,1.0,0.0,0.95774
278,1,0.05,2,0.82143,1241,0.90547,1.0,1.0,1.0,0.0,0.92609
279,1,0.05,2,0.95,1241,0.90547,1.0,1.0,1.0,0.0,0.76584
280,1,0.05,3,0.05,1132,0.93902,1.0,1.0,1.0,0.96721,0.69432
281,1,0.05,3,0.17857,1132,0.93902,1.0,1.0,1.0,0.98952,0.83553
282,1,0.05,3,0.30714,1132,0.93902,1.0,1.0,1.0,0.98952,0.85228
283,1,0.05,3,0.43571,1132,0.93902,1.0,1.0,1.0,0.99156,0.91816
284,1,0.05,3,0.56429,1132,0.93902,1.0,1.0,1.0,0.98507,0.94241
285,1,0.05,3,0.69286,1132,0.93902,1.0,1.0,1.0,0.0,0.95808
286,1,0.05,3,0.82143,1132,0.93902,1.0,1.0,1.0,0.0,0.92615
287,1,0.05,3,0.95,1132,0.93902,1.0,1.0,1.0,0.0,0.76584
288,1,0.17857,0,0.05,629,0.97053,1.0,1.0,1.0,0.70492,0.74925
289,1,0.17857,0,0.17857,629,0.97053,1.0,1.0,1.0,0.70492,0.75069
290,1,0.17857,0,0.30714,629,0.97053,1.0,1.0,1.0,0.70492,0.7513
291,1,0.17857,0,0.43571,629,0.97053,1.0,1.0,1.0,0.70492,0.75378
292,1,0.17857,0,0.56429,629,0.97053,1.0,1.0,1.0,0.69613,0.75567
293,1,0.17857,0,0.69286,629,0.97053,1.0,1.0,1.0,0.0,0.75308
294,1,0.17857,0,0.82143,629,0.97053,1.0,1.0,1.0,0.0,0.72138
295,1,0.17857,0,0.95,629,0.97053,1.0,1.0,1.0,0.0,0.56839
296,1,0.17857,1,0.05,657,0.96116,1.0,1.0,1.0,0.71159,0.60482
297,1,0.17857,1,0.17857,657,0.96116,1.0,1.0,1.0,0.71545,0.60757
298,1,0.17857,1,0.30714,657,0.96116,1.0,1.0,1.0,0.71545,0.60885
299,1,0.17857,1,0.43571,657,0.96116,1.0,1.0,1.0,0.71545,0.61164
300,1,0.17857,1,0.56429,657,0.96116,1.0,1.0,1.0,0.70685,0.61368
301,1,0.17857,1,0.69286,657,0.96116,1.0,1.0,1.0,0.0,0.61224
302,1,0.17857,1,0.82143,657,0.96116,1.0,1.0,1.0,0.0,0.58764
303,1,0.17857,1,0.95,657,0.96116,1.0,1.0,1.0,0.0,0.4518
304,1,0.17857,2,0.05,936,0.97283,1.0,1.0,1.0,0.88578,0.60518
