,q-gram size,blocking threshold,match threshold,precision,recall,f-score,acc
1727,5,0.65,0.63,0.99741,0.51888,0.68263,0.52332
1728,4,0.65,0.64,0.9973,0.49865,0.66487,0.50531
1729,5,0.65,0.64,0.9974,0.51844,0.68225,0.52288
1730,4,0.65,0.65,0.9973,0.4982,0.66447,0.50487
1731,5,0.65,0.65,0.9974,0.51799,0.68186,0.52243
1732,4,0.65,0.66,0.9973,0.4982,0.66447,0.50487
1733,5,0.65,0.66,0.9974,0.51799,0.68186,0.52243
1734,4,0.65,0.67,0.99819,0.49505,0.66185,0.50221
1735,5,0.65,0.67,0.99826,0.51574,0.68011,0.52066
1736,4,0.65,0.68,0.99818,0.49415,0.66105,0.50133
1737,5,0.65,0.68,0.99826,0.51529,0.67972,0.52021
1738,4,0.65,0.69,0.99909,0.49415,0.66125,0.50177
1739,5,0.65,0.69,0.99913,0.51484,0.67953,0.52021
1740,4,0.65,0.7,1.0,0.49326,0.66065,0.50133
1741,5,0.65,0.7,1.0,0.51394,0.67894,0.51977
1742,4,0.65,0.71,1.0,0.49281,0.66024,0.50088
1743,5,0.65,0.71,1.0,0.51394,0.67894,0.51977
1744,4,0.65,0.72,1.0,0.49146,0.65903,0.49956
1745,5,0.65,0.72,1.0,0.51304,0.67816,0.51888
1746,4,0.65,0.73,1.0,0.49101,0.65863,0.49912
1747,5,0.65,0.73,1.0,0.51169,0.67698,0.51755
1748,4,0.65,0.74,1.0,0.48966,0.65741,0.49779
1749,5,0.65,0.74,1.0,0.51034,0.67579,0.51622
1750,4,0.65,0.75,1.0,0.48741,0.65538,0.49558
1751,5,0.65,0.75,1.0,0.50809,0.67382,0.51399
1752,4,0.65,0.76,1.0,0.48336,0.65171,0.49159
1753,5,0.65,0.76,1.0,0.5045,0.67065,0.51044
1754,4,0.65,0.77,1.0,0.48201,0.65048,0.49027
1755,5,0.65,0.77,1.0,0.50225,0.66866,0.50822
1756,4,0.65,0.78,1.0,0.47572,0.64473,0.48407
1757,5,0.65,0.78,1.0,0.49595,0.66306,0.502
1758,4,0.65,0.79,1.0,0.47257,0.64183,0.48097
1759,5,0.65,0.79,1.0,0.49326,0.66065,0.49933
1760,4,0.65,0.8,1.0,0.46897,0.6385,0.47743
1761,5,0.65,0.8,1.0,0.49056,0.65822,0.49667
1762,4,0.65,0.81,1.0,0.46628,0.636,0.47478
1763,5,0.65,0.81,1.0,0.48741,0.65538,0.49356
1764,4,0.65,0.82,1.0,0.46268,0.63265,0.47124
1765,5,0.65,0.82,1.0,0.48381,0.65212,0.49
1766,4,0.65,0.83,1.0,0.46088,0.63096,0.46947
1767,5,0.65,0.83,1.0,0.48201,0.65048,0.48823
1768,4,0.65,0.84,1.0,0.44604,0.61691,0.45487
1769,5,0.65,0.84,1.0,0.46897,0.6385,0.47534
1770,4,0.65,0.85,1.0,0.4429,0.6139,0.45177
1771,5,0.65,0.85,1.0,0.46583,0.63559,0.47223
1772,4,0.65,0.86,1.0,0.43525,0.60651,0.44425
1773,5,0.65,0.86,1.0,0.45773,0.628,0.46424
1774,4,0.65,0.87,1.0,0.42041,0.59196,0.42965
1775,5,0.65,0.87,1.0,0.44469,0.61562,0.45135
1776,4,0.65,0.88,1.0,0.41052,0.58208,0.41991
1777,5,0.65,0.88,1.0,0.4357,0.60695,0.44247
1778,4,0.65,0.89,1.0,0.39299,0.56424,0.40265
1779,5,0.65,0.89,1.0,0.41996,0.59151,0.42692
1780,4,0.65,0.9,1.0,0.39164,0.56285,0.40133
1781,5,0.65,0.9,1.0,0.41817,0.58973,0.42514
1782,4,0.65,0.91,1.0,0.3705,0.54068,0.38053
1783,5,0.65,0.91,1.0,0.40108,0.57253,0.40826
1784,4,0.65,0.92,1.0,0.35791,0.52715,0.36814
1785,5,0.65,0.92,1.0,0.38804,0.55912,0.39538
1786,4,0.65,0.93,1.0,0.34757,0.51585,0.35796
1787,5,0.65,0.93,1.0,0.3768,0.54736,0.38427
1788,4,0.65,0.94,1.0,0.32779,0.49374,0.3385
1789,5,0.65,0.94,1.0,0.35522,0.52422,0.36295
1790,4,0.65,0.95,1.0,0.31835,0.48295,0.3292
1791,5,0.65,0.95,1.0,0.34667,0.51486,0.35451
1792,4,0.65,0.96,1.0,0.30081,0.4625,0.31195
1793,5,0.65,0.96,1.0,0.33094,0.4973,0.33896
1794,4,0.65,0.97,1.0,0.28822,0.44747,0.29956
1795,5,0.65,0.97,1.0,0.31835,0.48295,0.32652
1796,4,0.65,0.98,1.0,0.28013,0.43766,0.29159
1797,5,0.65,0.98,1.0,0.31025,0.47357,0.31853
1798,4,0.65,0.99,1.0,0.27878,0.43601,0.29027
1799,5,0.65,0.99,1.0,0.30935,0.47252,0.31764
1800,4,0.7,0.0,0.9645,0.42761,0.59252,0.42098
1801,5,0.7,0.0,0.97679,0.45414,0.62002,0.44929
1802,4,0.7,0.01,0.96843,0.42761,0.59326,0.42275
1803,5,0.7,0.01,0.97868,0.45414,0.6204,0.45018
1804,4,0.7,0.02,0.97339,0.42761,0.59419,0.42497
1805,5,0.7,0.02,0.98249,0.45414,0.62116,0.45196
1806,4,0.7,0.03,0.9784,0.42761,0.59512,0.42718
1807,5,0.7,0.03,0.98729,0.45414,0.62212,0.45418
1808,4,0.7,0.04,0.98244,0.42761,0.59587,0.42895
1809,5,0.7,0.04,0.99117,0.45414,0.62288,0.45596
1810,4,0.7,0.05,0.98447,0.42761,0.59624,0.42984
1811,5,0.7,0.05,0.99214,0.45414,0.62308,0.45641
1812,4,0.7,0.06,0.98447,0.42761,0.59624,0.42984
1813,5,0.7,0.06,0.99214,0.45414,0.62308,0.45641
1814,4,0.7,0.07,0.98447,0.42761,0.59624,0.42984
1815,5,0.7,0.07,0.99409,0.45414,0.62346,0.4573
1816,4,0.7,0.08,0.98447,0.42761,0.59624,0.42984
1817,5,0.7,0.08,0.99409,0.45414,0.62346,0.4573
1818,4,0.7,0.09,0.98447,0.42761,0.59624,0.42984
1819,5,0.7,0.09,0.99409,0.45414,0.62346,0.4573
1820,4,0.7,0.1,0.98447,0.42761,0.59624,0.42984
1821,5,0.7,0.1,0.99409,0.45414,0.62346,0.4573
1822,4,0.7,0.11,0.98447,0.42761,0.59624,0.42984
1823,5,0.7,0.11,0.99409,0.45414,0.62346,0.4573
1824,4,0.7,0.12,0.98447,0.42761,0.59624,0.42984
1825,5,0.7,0.12,0.99409,0.45414,0.62346,0.4573
1826,4,0.7,0.13,0.98447,0.42761,0.59624,0.42984
1827,5,0.7,0.13,0.99409,0.45414,0.62346,0.4573
1828,4,0.7,0.14,0.98447,0.42761,0.59624,0.42984
1829,5,0.7,0.14,0.99409,0.45414,0.62346,0.4573
1830,4,0.7,0.15,0.98447,0.42761,0.59624,0.42984
1831,5,0.7,0.15,0.99409,0.45414,0.62346,0.4573
1832,4,0.7,0.16,0.98447,0.42761,0.59624,0.42984
1833,5,0.7,0.16,0.99409,0.45414,0.62346,0.4573
1834,4,0.7,0.17,0.98447,0.42761,0.59624,0.42984
1835,5,0.7,0.17,0.99409,0.45414,0.62346,0.4573
1836,4,0.7,0.18,0.98447,0.42761,0.59624,0.42984
1837,5,0.7,0.18,0.99409,0.45414,0.62346,0.4573
1838,4,0.7,0.19,0.98447,0.42761,0.59624,0.42984
1839,5,0.7,0.19,0.99409,0.45414,0.62346,0.4573
1840,4,0.7,0.2,0.98447,0.42761,0.59624,0.42984
1841,5,0.7,0.2,0.99409,0.45414,0.62346,0.4573
1842,4,0.7,0.21,0.98447,0.42761,0.59624,0.42984
1843,5,0.7,0.21,0.99409,0.45414,0.62346,0.4573
1844,4,0.7,0.22,0.98447,0.42761,0.59624,0.42984
1845,5,0.7,0.22,0.99409,0.45414,0.62346,0.4573
1846,4,0.7,0.23,0.98447,0.42761,0.59624,0.42984
1847,5,0.7,0.23,0.99409,0.45414,0.62346,0.4573
1848,4,0.7,0.24,0.98549,0.42761,0.59643,0.43028
1849,5,0.7,0.24,0.99507,0.45414,0.62365,0.45774
1850,4,0.7,0.25,0.98549,0.42761,0.59643,0.43028
1851,5,0.7,0.25,0.99507,0.45414,0.62365,0.45774
1852,4,0.7,0.26,0.98549,0.42761,0.59643,0.43028
1853,5,0.7,0.26,0.99507,0.45414,0.62365,0.45774
1854,4,0.7,0.27,0.98549,0.42761,0.59643,0.43028
1855,5,0.7,0.27,0.99507,0.45414,0.62365,0.45774
1856,4,0.7,0.28,0.98549,0.42761,0.59643,0.43028
1857,5,0.7,0.28,0.99507,0.45414,0.62365,0.45774
1858,4,0.7,0.29,0.98549,0.42761,0.59643,0.43028
1859,5,0.7,0.29,0.99507,0.45414,0.62365,0.45774
1860,4,0.7,0.3,0.98549,0.42761,0.59643,0.43028
1861,5,0.7,0.3,0.99507,0.45414,0.62365,0.45774
1862,4,0.7,0.31,0.98549,0.42761,0.59643,0.43028
1863,5,0.7,0.31,0.99507,0.45414,0.62365,0.45774
1864,4,0.7,0.32,0.98549,0.42761,0.59643,0.43028
1865,5,0.7,0.32,0.99507,0.45414,0.62365,0.45774
1866,4,0.7,0.33,0.98549,0.42761,0.59643,0.43028
1867,5,0.7,0.33,0.99507,0.45414,0.62365,0.45774
1868,4,0.7,0.34,0.98651,0.42761,0.59661,0.43072
1869,5,0.7,0.34,0.99507,0.45414,0.62365,0.45774
1870,4,0.7,0.35,0.98857,0.42761,0.59699,0.43161
1871,5,0.7,0.35,0.99507,0.45414,0.62365,0.45774
1872,4,0.7,0.36,0.98959,0.42761,0.59718,0.43205
1873,5,0.7,0.36,0.99507,0.45414,0.62365,0.45774
1874,4,0.7,0.37,0.98959,0.42761,0.59718,0.43205
1875,5,0.7,0.37,0.99507,0.45414,0.62365,0.45774
1876,4,0.7,0.38,0.99269,0.42761,0.59774,0.43338
1877,5,0.7,0.38,0.99704,0.45414,0.62404,0.45863
1878,4,0.7,0.39,0.99477,0.42761,0.59812,0.43426
1879,5,0.7,0.39,0.99704,0.45414,0.62404,0.45863
1880,4,0.7,0.4,0.99581,0.42761,0.5983,0.43471
1881,5,0.7,0.4,0.99704,0.45414,0.62404,0.45863
1882,4,0.7,0.41,0.99581,0.42761,0.5983,0.43471
1883,5,0.7,0.41,0.99704,0.45414,0.62404,0.45863
1884,4,0.7,0.42,0.99581,0.42761,0.5983,0.43471
1885,5,0.7,0.42,0.99704,0.45414,0.62404,0.45863
1886,4,0.7,0.43,0.99581,0.42761,0.5983,0.43471
1887,5,0.7,0.43,0.99704,0.45414,0.62404,0.45863
1888,4,0.7,0.44,0.99581,0.42761,0.5983,0.43471
1889,5,0.7,0.44,0.99704,0.45414,0.62404,0.45863
1890,4,0.7,0.45,0.99581,0.42761,0.5983,0.43471
1891,5,0.7,0.45,0.99704,0.45414,0.62404,0.45863
1892,4,0.7,0.46,0.99581,0.42761,0.5983,0.43471
1893,5,0.7,0.46,0.99704,0.45414,0.62404,0.45863
1894,4,0.7,0.47,0.99581,0.42761,0.5983,0.43471
1895,5,0.7,0.47,0.99704,0.45414,0.62404,0.45863
1896,4,0.7,0.48,0.99581,0.42761,0.5983,0.43471
1897,5,0.7,0.48,0.99704,0.45414,0.62404,0.45863
1898,4,0.7,0.49,0.99581,0.42716,0.59786,0.43426
1899,5,0.7,0.49,0.99704,0.45369,0.62361,0.45819
1900,4,0.7,0.5,0.99581,0.42716,0.59786,0.43426
1901,5,0.7,0.5,0.99704,0.45369,0.62361,0.45819
1902,4,0.7,0.51,0.99581,0.42716,0.59786,0.43426
1903,5,0.7,0.51,0.99704,0.45369,0.62361,0.45819
1904,4,0.7,0.52,0.99581,0.42716,0.59786,0.43426
1905,5,0.7,0.52,0.99704,0.45369,0.62361,0.45819
1906,4,0.7,0.53,0.99581,0.42716,0.59786,0.43426
1907,5,0.7,0.53,0.99703,0.45324,0.62319,0.45774
1908,4,0.7,0.54,0.99581,0.42716,0.59786,0.43426
1909,5,0.7,0.54,0.99703,0.45324,0.62319,0.45774
1910,4,0.7,0.55,0.99581,0.42716,0.59786,0.43426
1911,5,0.7,0.55,0.99703,0.45324,0.62319,0.45774
1912,4,0.7,0.56,0.99581,0.42716,0.59786,0.43426
1913,5,0.7,0.56,0.99703,0.45324,0.62319,0.45774
1914,4,0.7,0.57,0.9958,0.42671,0.59742,0.43382
1915,5,0.7,0.57,0.99703,0.45234,0.62233,0.45685
1916,4,0.7,0.58,0.9958,0.42626,0.59698,0.43338
1917,5,0.7,0.58,0.99702,0.45189,0.62191,0.45641
1918,4,0.7,0.59,0.99685,0.42626,0.59717,0.43382
1919,5,0.7,0.59,0.99801,0.45189,0.6221,0.45685
1920,4,0.7,0.6,0.99685,0.42626,0.59717,0.43382
1921,5,0.7,0.6,0.99801,0.45144,0.62167,0.45641
1922,4,0.7,0.61,0.99685,0.42626,0.59717,0.43382
1923,5,0.7,0.61,0.99801,0.45144,0.62167,0.45641
1924,4,0.7,0.62,0.99684,0.42581,0.59672,0.43338
1925,5,0.7,0.62,0.99801,0.45054,0.62082,0.45552
1926,4,0.7,0.63,0.99684,0.42536,0.59628,0.43293
1927,5,0.7,0.63,0.99801,0.45009,0.62039,0.45507
1928,4,0.7,0.64,0.99684,0.42491,0.59584,0.43249
1929,5,0.7,0.64,0.99801,0.45009,0.62039,0.45507
1930,4,0.7,0.65,0.99683,0.42446,0.59539,0.43205
1931,5,0.7,0.65,0.998,0.44964,0.61996,0.45463
1932,4,0.7,0.66,0.99683,0.42446,0.59539,0.43205
1933,5,0.7,0.66,0.998,0.44964,0.61996,0.45463
1934,4,0.7,0.67,0.99787,0.42176,0.59292,0.42984
1935,5,0.7,0.67,0.998,0.44784,0.61825,0.45285
1936,4,0.7,0.68,0.99787,0.42086,0.59203,0.42895
1937,5,0.7,0.68,0.99799,0.44739,0.61782,0.4524
1938,4,0.7,0.69,0.99893,0.42086,0.59221,0.42939
1939,5,0.7,0.69,0.99899,0.44694,0.61758,0.4524
1940,4,0.7,0.7,1.0,0.41996,0.59151,0.42895
1941,5,0.7,0.7,1.0,0.44604,0.61691,0.45196
1942,4,0.7,0.71,1.0,0.41996,0.59151,0.42895
1943,5,0.7,0.71,1.0,0.44604,0.61691,0.45196
1944,4,0.7,0.72,1.0,0.41862,0.59018,0.42762
1945,5,0.7,0.72,1.0,0.44559,0.61648,0.45151
1946,4,0.7,0.73,1.0,0.41817,0.58973,0.42718
1947,5,0.7,0.73,1.0,0.44424,0.61519,0.45018
1948,4,0.7,0.74,1.0,0.41682,0.58839,0.42585
1949,5,0.7,0.74,1.0,0.4429,0.6139,0.44884
1950,4,0.7,0.75,1.0,0.41457,0.58614,0.42364
1951,5,0.7,0.75,1.0,0.44065,0.61174,0.44662
1952,4,0.7,0.76,1.0,0.41097,0.58254,0.4201
1953,5,0.7,0.76,1.0,0.43795,0.60913,0.44395
1954,4,0.7,0.77,1.0,0.40962,0.58118,0.41877
1955,5,0.7,0.77,1.0,0.4357,0.60695,0.44173
1956,4,0.7,0.78,1.0,0.40378,0.57528,0.41301
1957,5,0.7,0.78,1.0,0.43031,0.6017,0.43639
1958,4,0.7,0.79,1.0,0.40063,0.57207,0.40992
1959,5,0.7,0.79,1.0,0.42761,0.59906,0.43372
1960,4,0.7,0.8,1.0,0.39838,0.56977,0.4077
1961,5,0.7,0.8,1.0,0.42491,0.5964,0.43105
1962,4,0.7,0.81,1.0,0.39658,0.56793,0.40593
1963,5,0.7,0.81,1.0,0.42176,0.59329,0.42794
1964,4,0.7,0.82,1.0,0.39344,0.5647,0.40283
1965,5,0.7,0.82,1.0,0.41862,0.59018,0.42482
1966,4,0.7,0.83,1.0,0.39164,0.56285,0.40106
1967,5,0.7,0.83,1.0,0.41682,0.58839,0.42304
1968,4,0.7,0.84,1.0,0.37995,0.55067,0.38955
1969,5,0.7,0.84,1.0,0.40513,0.57664,0.41148
1970,4,0.7,0.85,1.0,0.3777,0.54831,0.38734
1971,5,0.7,0.85,1.0,0.40243,0.5739,0.40881
1972,4,0.7,0.86,1.0,0.37095,0.54116,0.3807
1973,5,0.7,0.86,1.0,0.39478,0.56608,0.40125
1974,4,0.7,0.87,1.0,0.35746,0.52666,0.36742
1975,5,0.7,0.87,1.0,0.38264,0.55349,0.38923
1976,4,0.7,0.88,1.0,0.34937,0.51783,0.35945
1977,5,0.7,0.88,1.0,0.37635,0.54688,0.38301
1978,4,0.7,0.89,1.0,0.33633,0.50336,0.34661
1979,5,0.7,0.89,1.0,0.36241,0.53201,0.36922
1980,4,0.7,0.9,1.0,0.33543,0.50236,0.34573
1981,5,0.7,0.9,1.0,0.36106,0.53056,0.36788
1982,4,0.7,0.91,1.0,0.31835,0.48295,0.32891
1983,5,0.7,0.91,1.0,0.34712,0.51535,0.35409
1984,4,0.7,0.92,1.0,0.308,0.47095,0.31873
1985,5,0.7,0.92,1.0,0.33498,0.50185,0.34208
1986,4,0.7,0.93,1.0,0.29811,0.4593,0.30899
1987,5,0.7,0.93,1.0,0.32419,0.48964,0.33141
1988,4,0.7,0.94,1.0,0.28013,0.43766,0.29128
1989,5,0.7,0.94,1.0,0.30621,0.46885,0.31361
1990,4,0.7,0.95,1.0,0.27203,0.42771,0.28331
1991,5,0.7,0.95,1.0,0.29766,0.45876,0.30516
1992,4,0.7,0.96,1.0,0.25809,0.41029,0.26959
1993,5,0.7,0.96,1.0,0.28282,0.44093,0.29048
1994,4,0.7,0.97,1.0,0.24775,0.39711,0.25941
1995,5,0.7,0.97,1.0,0.27293,0.42882,0.28069
1996,4,0.7,0.98,1.0,0.23966,0.38665,0.25144
1997,5,0.7,0.98,1.0,0.26709,0.42158,0.27491
1998,4,0.7,0.99,1.0,0.23876,0.38548,0.25055
1999,5,0.7,0.99,1.0,0.26619,0.42046,0.27402
2000,4,0.75,0.0,0.96735,0.35971,0.52442,0.3554
2001,5,0.75,0.0,0.97696,0.38129,0.54851,0.3779
2002,4,0.75,0.01,0.97205,0.35971,0.5251,0.35717
2003,5,0.75,0.01,0.97809,0.38129,0.54869,0.37834
2004,4,0.75,0.02,0.9768,0.35971,0.52579,0.35895
2005,5,0.75,0.02,0.98148,0.38129,0.54922,0.37968
2006,4,0.75,0.03,0.98039,0.35971,0.52631,0.36028
2007,5,0.75,0.03,0.98605,0.38129,0.54993,0.38146
2008,4,0.75,0.04,0.98522,0.35971,0.52701,0.36206
2009,5,0.75,0.04,0.99065,0.38129,0.55064,0.38324
2010,4,0.75,0.05,0.98644,0.35971,0.52718,0.36251
2011,5,0.75,0.05,0.99181,0.38129,0.55082,0.38369
2012,4,0.75,0.06,0.98644,0.35971,0.52718,0.36251
2013,5,0.75,0.06,0.99181,0.38129,0.55082,0.38369
2014,4,0.75,0.07,0.98644,0.35971,0.52718,0.36251
2015,5,0.75,0.07,0.99414,0.38129,0.55118,0.38458
2016,4,0.75,0.08,0.98644,0.35971,0.52718,0.36251
2017,5,0.75,0.08,0.99414,0.38129,0.55118,0.38458
2018,4,0.75,0.09,0.98644,0.35971,0.52718,0.36251
2019,5,0.75,0.09,0.99414,0.38129,0.55118,0.38458
2020,4,0.75,0.1,0.98644,0.35971,0.52718,0.36251
2021,5,0.75,0.1,0.99414,0.38129,0.55118,0.38458
2022,4,0.75,0.11,0.98644,0.35971,0.52718,0.36251
2023,5,0.75,0.11,0.99414,0.38129,0.55118,0.38458
2024,4,0.75,0.12,0.98644,0.35971,0.52718,0.36251
2025,5,0.75,0.12,0.99414,0.38129,0.55118,0.38458
2026,4,0.75,0.13,0.98644,0.35971,0.52718,0.36251
2027,5,0.75,0.13,0.99414,0.38129,0.55118,0.38458
2028,4,0.75,0.14,0.98644,0.35971,0.52718,0.36251
2029,5,0.75,0.14,0.99414,0.38129,0.55118,0.38458
2030,4,0.75,0.15,0.98644,0.35971,0.52718,0.36251
2031,5,0.75,0.15,0.99414,0.38129,0.55118,0.38458
2032,4,0.75,0.16,0.98644,0.35971,0.52718,0.36251
2033,5,0.75,0.16,0.99414,0.38129,0.55118,0.38458
2034,4,0.75,0.17,0.98644,0.35971,0.52718,0.36251
2035,5,0.75,0.17,0.99414,0.38129,0.55118,0.38458
2036,4,0.75,0.18,0.98644,0.35971,0.52718,0.36251
2037,5,0.75,0.18,0.99414,0.38129,0.55118,0.38458
2038,4,0.75,0.19,0.98644,0.35971,0.52718,0.36251
2039,5,0.75,0.19,0.99414,0.38129,0.55118,0.38458
2040,4,0.75,0.2,0.98644,0.35971,0.52718,0.36251
2041,5,0.75,0.2,0.99414,0.38129,0.55118,0.38458
2042,4,0.75,0.21,0.98644,0.35971,0.52718,0.36251
2043,5,0.75,0.21,0.99414,0.38129,0.55118,0.38458
2044,4,0.75,0.22,0.98644,0.35971,0.52718,0.36251
2045,5,0.75,0.22,0.99414,0.38129,0.55118,0.38458
2046,4,0.75,0.23,0.98644,0.35971,0.52718,0.36251
2047,5,0.75,0.23,0.99414,0.38129,0.55118,0.38458
2048,4,0.75,0.24,0.98765,0.35971,0.52735,0.36295
2049,5,0.75,0.24,0.99531,0.38129,0.55136,0.38503
2050,4,0.75,0.25,0.98765,0.35971,0.52735,0.36295
2051,5,0.75,0.25,0.99531,0.38129,0.55136,0.38503
2052,4,0.75,0.26,0.98765,0.35971,0.52735,0.36295
2053,5,0.75,0.26,0.99531,0.38129,0.55136,0.38503
2054,4,0.75,0.27,0.98765,0.35971,0.52735,0.36295
2055,5,0.75,0.27,0.99531,0.38129,0.55136,0.38503
2056,4,0.75,0.28,0.98765,0.35971,0.52735,0.36295
2057,5,0.75,0.28,0.99531,0.38129,0.55136,0.38503
2058,4,0.75,0.29,0.98765,0.35971,0.52735,0.36295
2059,5,0.75,0.29,0.99531,0.38129,0.55136,0.38503
2060,4,0.75,0.3,0.98765,0.35971,0.52735,0.36295
2061,5,0.75,0.3,0.99531,0.38129,0.55136,0.38503
2062,4,0.75,0.31,0.98765,0.35971,0.52735,0.36295
2063,5,0.75,0.31,0.99531,0.38129,0.55136,0.38503
2064,4,0.75,0.32,0.98765,0.35971,0.52735,0.36295
2065,5,0.75,0.32,0.99531,0.38129,0.55136,0.38503
2066,4,0.75,0.33,0.98765,0.35971,0.52735,0.36295
2067,5,0.75,0.33,0.99531,0.38129,0.55136,0.38503
2068,4,0.75,0.34,0.98888,0.35971,0.52753,0.36339
2069,5,0.75,0.34,0.99531,0.38129,0.55136,0.38503
2070,4,0.75,0.35,0.9901,0.35971,0.5277,0.36384
2071,5,0.75,0.35,0.99531,0.38129,0.55136,0.38503
2072,4,0.75,0.36,0.99133,0.35971,0.52788,0.36428
2073,5,0.75,0.36,0.99531,0.38129,0.55136,0.38503
2074,4,0.75,0.37,0.99133,0.35971,0.52788,0.36428
2075,5,0.75,0.37,0.99531,0.38129,0.55136,0.38503
2076,4,0.75,0.38,0.99502,0.35971,0.5284,0.36562
2077,5,0.75,0.38,0.99647,0.38129,0.55154,0.38547
2078,4,0.75,0.39,0.99502,0.35971,0.5284,0.36562
2079,5,0.75,0.39,0.99647,0.38129,0.55154,0.38547
2080,4,0.75,0.4,0.99502,0.35971,0.5284,0.36562
2081,5,0.75,0.4,0.99647,0.38129,0.55154,0.38547
2082,4,0.75,0.41,0.99502,0.35971,0.5284,0.36562
2083,5,0.75,0.41,0.99647,0.38129,0.55154,0.38547
2084,4,0.75,0.42,0.99502,0.35971,0.5284,0.36562
2085,5,0.75,0.42,0.99647,0.38129,0.55154,0.38547
2086,4,0.75,0.43,0.99502,0.35971,0.5284,0.36562
2087,5,0.75,0.43,0.99647,0.38129,0.55154,0.38547
2088,4,0.75,0.44,0.99502,0.35971,0.5284,0.36562
2089,5,0.75,0.44,0.99647,0.38129,0.55154,0.38547
2090,4,0.75,0.45,0.99502,0.35971,0.5284,0.36562
2091,5,0.75,0.45,0.99647,0.38129,0.55154,0.38547
2092,4,0.75,0.46,0.99502,0.35971,0.5284,0.36562
2093,5,0.75,0.46,0.99647,0.38129,0.55154,0.38547
2094,4,0.75,0.47,0.99502,0.35971,0.5284,0.36562
2095,5,0.75,0.47,0.99647,0.38129,0.55154,0.38547
2096,4,0.75,0.48,0.99502,0.35971,0.5284,0.36562
2097,5,0.75,0.48,0.99647,0.38129,0.55154,0.38547
2098,4,0.75,0.49,0.99502,0.35926,0.52791,0.36517
2099,5,0.75,0.49,0.99647,0.38085,0.55108,0.38503
2100,4,0.75,0.5,0.99502,0.35926,0.52791,0.36517
2101,5,0.75,0.5,0.99647,0.38085,0.55108,0.38503
2102,4,0.75,0.51,0.99502,0.35926,0.52791,0.36517
2103,5,0.75,0.51,0.99647,0.38085,0.55108,0.38503
2104,4,0.75,0.52,0.99502,0.35926,0.52791,0.36517
2105,5,0.75,0.52,0.99647,0.38085,0.55108,0.38503
2106,4,0.75,0.53,0.99502,0.35926,0.52791,0.36517
2107,5,0.75,0.53,0.99647,0.3804,0.55061,0.38458
2108,4,0.75,0.54,0.99502,0.35926,0.52791,0.36517
2109,5,0.75,0.54,0.99647,0.3804,0.55061,0.38458
2110,4,0.75,0.55,0.99502,0.35926,0.52791,0.36517
2111,5,0.75,0.55,0.99647,0.3804,0.55061,0.38458
2112,4,0.75,0.56,0.99502,0.35926,0.52791,0.36517
2113,5,0.75,0.56,0.99647,0.3804,0.55061,0.38458
2114,4,0.75,0.57,0.99501,0.35881,0.52743,0.36473
2115,5,0.75,0.57,0.99646,0.37995,0.55013,0.38414
2116,4,0.75,0.58,0.99501,0.35836,0.52694,0.36428
2117,5,0.75,0.58,0.99646,0.3795,0.54966,0.38369
2118,4,0.75,0.59,0.99625,0.35836,0.52711,0.36473
2119,5,0.75,0.59,0.99764,0.3795,0.54984,0.38414
2120,4,0.75,0.6,0.99625,0.35836,0.52711,0.36473
2121,5,0.75,0.6,0.99763,0.37905,0.54937,0.38369
2122,4,0.75,0.61,0.99625,0.35836,0.52711,0.36473
2123,5,0.75,0.61,0.99763,0.37905,0.54937,0.38369
2124,4,0.75,0.62,0.99625,0.35791,0.52663,0.36428
2125,5,0.75,0.62,0.99763,0.3786,0.54889,0.38324
2126,4,0.75,0.63,0.99624,0.35746,0.52614,0.36384
2127,5,0.75,0.63,0.99763,0.3786,0.54889,0.38324
2128,4,0.75,0.64,0.99624,0.35746,0.52614,0.36384
2129,5,0.75,0.64,0.99763,0.3786,0.54889,0.38324
2130,4,0.75,0.65,0.99624,0.35701,0.52565,0.36339
2131,5,0.75,0.65,0.99763,0.37815,0.54842,0.3828
2132,4,0.75,0.66,0.99624,0.35701,0.52565,0.36339
2133,5,0.75,0.66,0.99763,0.37815,0.54842,0.3828
2134,4,0.75,0.67,0.99747,0.35522,0.52388,0.36206
2135,5,0.75,0.67,0.99762,0.37635,0.54652,0.38102
2136,4,0.75,0.68,0.99747,0.35477,0.52339,0.36162
2137,5,0.75,0.68,0.99761,0.3759,0.54605,0.38057
2138,4,0.75,0.69,0.99873,0.35477,0.52356,0.36206
2139,5,0.75,0.69,0.9988,0.37545,0.54575,0.38057
2140,4,0.75,0.7,1.0,0.35387,0.52275,0.36162
2141,5,0.75,0.7,1.0,0.37455,0.54498,0.38012
2142,4,0.75,0.71,1.0,0.35387,0.52275,0.36162
2143,5,0.75,0.71,1.0,0.37455,0.54498,0.38012
2144,4,0.75,0.72,1.0,0.35342,0.52226,0.36117
2145,5,0.75,0.72,1.0,0.3741,0.5445,0.37968
2146,4,0.75,0.73,1.0,0.35297,0.52177,0.36073
2147,5,0.75,0.73,1.0,0.37275,0.54307,0.37834
2148,4,0.75,0.74,1.0,0.35162,0.52029,0.3594
2149,5,0.75,0.74,1.0,0.3714,0.54164,0.37701
2150,4,0.75,0.75,1.0,0.34982,0.51832,0.35762
2151,5,0.75,0.75,1.0,0.3705,0.54068,0.37611
2152,4,0.75,0.76,1.0,0.34667,0.51486,0.35451
2153,5,0.75,0.76,1.0,0.36871,0.53877,0.37433
