sampling,invalid_value,missing_value,floating_point,unit_converter,distribution_shape,multicollinearity,normalization,outlier,punctuation,stopword,lowercase,whitespace,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,class_imbalance_ratio,corr_race,ot_race,corr_gender,ot_gender,corr_loan_type,ot_loan_type,corr_applicant_age,ot_applicant_age,corr_lien_status,ot_lien_status,corr_LV,ot_LV,corr_DI,ot_DI,corr_income_brackets,ot_income_brackets,utility_accuracy_score
1.0,3.0,8.0,4.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,0.3203732503888025,0.2783825816485225,9.936170212765957,422.42,0.39,425.39,0.47,345.04,0.27,369.31,0.33,5097.26,0.01,405.94,0.23,400.95,0.43,489.24,0.26,0.0914396887159533
1.0,2.0,7.0,2.0,2.0,4.0,1.0,1.0,8.0,2.0,2.0,1.0,1.0,1.0,0.3312597200622084,0.3312597200622084,10.953488372093023,85.47,0.34,170.65,0.44,163.17,0.24,645.28,0.31,50.37,0.01,3396.43,0.25,2366.95,0.57,1101.14,0.23,0.0836575875486381
1.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,8.0,2.0,2.0,2.0,1.0,1.0,0.4230171073094868,0.4230171073094868,10.953488372093023,410.95,0.32,401.79,1.0,448.99,0.24,421.11,0.32,7175.37,1.0,395.78,0.51,386.25,0.41,463.48,0.2,0.0836575875486381
1.0,2.0,8.0,2.0,2.0,1.0,2.0,5.0,8.0,1.0,2.0,1.0,1.0,1.0,0.3561430793157076,0.3561430793157076,10.953488372093023,113.16,0.36,202.52,0.03,2130.02,0.22,595.58,0.33,5619.14,1.0,241.93,0.28,803.25,0.42,530.12,0.12,0.0836575875486381
1.0,3.0,7.0,2.0,1.0,2.0,2.0,5.0,8.0,1.0,2.0,1.0,2.0,1.0,0.3203732503888025,0.2783825816485225,8.884615384615385,1239.0,0.31,1419.55,0.46,637.28,0.31,554.49,0.32,4557.81,0.01,412.74,0.37,551.37,0.43,710.74,0.26,0.1011673151750972
1.0,2.0,6.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,0.359253499222395,0.359253499222395,11.06,92.49,0.31,206.76,0.05,1201.77,0.25,692.98,0.33,1377.14,1.0,298.01,0.16,774.74,0.25,582.7,0.26,0.0829187396351575
1.0,2.0,7.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,0.3312597200622084,0.3312597200622084,10.88,439.21,0.32,439.06,0.44,448.75,0.25,452.99,0.33,8239.76,1.0,560.39,0.3,487.89,0.6,653.76,0.25,0.0841750841750841
1.0,1.0,3.0,2.0,1.0,4.0,1.0,4.0,5.0,2.0,1.0,1.0,2.0,1.0,0.2503888024883359,0.2503888024883359,10.173913043478262,3099.83,0.33,2701.98,0.06,353.4,0.26,544.7,0.34,252.6,0.01,2655.25,0.23,198.48,0.58,3154.13,0.27,0.0894941634241245
1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,0.362763915547025,0.362763915547025,11.22222222222222,340.62,0.31,325.4,1.0,290.57,0.27,358.38,0.33,6258.45,1.0,406.74,0.51,361.8,0.57,450.04,0.21,0.0818181818181817
1.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,0.3203732503888025,0.2783825816485225,9.936170212765957,422.42,0.39,425.39,0.47,345.04,0.27,369.31,0.33,5097.26,0.01,405.94,0.23,400.95,0.43,489.24,0.26,0.0914396887159533
1.0,2.0,1.0,4.0,2.0,2.0,2.0,4.0,7.0,2.0,2.0,1.0,2.0,1.0,0.5758157389635317,0.5758157389635317,10.583333333333334,63.13,0.29,134.09,1.0,34.59,0.27,408.42,0.36,39.31,1.0,340.83,0.33,418.33,0.39,651.59,0.21,0.0863309352517985
2.0,3.0,7.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,0.3471502590673575,0.2849740932642487,10.846153846153848,441.33,0.32,376.62,0.42,267.33,0.26,180.15,0.32,1659.46,0.01,181.82,0.29,176.62,0.35,231.29,0.25,0.0844155844155843
1.0,1.0,3.0,3.0,1.0,4.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,0.2503888024883359,0.2503888024883359,10.173913043478262,3099.83,0.33,2701.98,0.06,353.4,0.26,544.7,0.34,252.6,0.01,2655.25,0.23,198.48,0.58,3154.13,0.27,0.0894941634241245
1.0,3.0,9.0,4.0,2.0,3.0,2.0,1.0,7.0,2.0,1.0,1.0,2.0,1.0,0.2426127527216174,0.2426127527216174,10.681818181818182,4.8,0.34,6.75,0.05,41.06,0.25,1373.25,0.31,313.71,0.0,304.09,0.37,1211.68,0.58,83.63,0.25,0.0856031128404669
1.0,4.0,5.0,3.0,1.0,2.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,0.5443234836702955,0.4883359253499222,10.681818181818182,2649.65,0.33,2897.41,1.0,820.46,0.25,643.34,0.31,5479.77,0.02,1822.64,0.34,472.3,0.43,351.75,0.22,0.0856031128404669
1.0,4.0,9.0,2.0,2.0,1.0,2.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,0.359253499222395,0.359253499222395,11.238095238095235,111.47,0.35,184.09,0.43,1085.33,0.25,566.71,0.34,1196.2,1.0,240.91,0.3,669.36,0.43,564.25,0.24,0.0817120622568093
1.0,2.0,4.0,3.0,1.0,2.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,0.5614307931570762,0.5614307931570762,10.953488372093023,419.59,0.32,2.85,0.39,4057.56,0.27,3905.84,0.29,5378.02,1.0,1792.23,0.53,2013.15,0.4,1293.98,0.22,0.0836575875486381
1.0,2.0,5.0,3.0,1.0,3.0,1.0,4.0,8.0,2.0,1.0,1.0,2.0,1.0,0.3825816485225505,0.3825816485225505,10.953488372093023,103.67,0.33,166.46,1.0,588.56,0.23,574.87,0.34,545.13,1.0,47.59,0.32,185.98,0.59,170.4,0.18,0.0836575875486381
1.0,1.0,4.0,3.0,2.0,1.0,1.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,0.255054432348367,0.255054432348367,10.422222222222222,23.81,0.36,28.1,0.05,410.74,0.26,561.15,0.34,5197.49,0.0,24.38,0.25,415.95,0.23,22.12,0.12,0.0875486381322957
1.0,1.0,6.0,2.0,1.0,3.0,2.0,3.0,8.0,2.0,2.0,2.0,1.0,1.0,0.2426127527216174,0.2426127527216174,10.422222222222222,358.48,0.3,420.14,0.02,547.12,0.25,613.34,0.32,5083.74,0.02,17.92,0.37,515.11,0.4,5.56,0.25,0.0875486381322957
1.0,1.0,2.0,3.0,1.0,2.0,2.0,5.0,7.0,1.0,2.0,1.0,2.0,1.0,0.3203732503888025,0.2783825816485225,9.28,1370.21,0.33,1411.4,0.44,669.85,0.3,567.71,0.32,4760.64,0.01,435.08,0.35,592.77,0.42,748.72,0.26,0.0972762645914396
1.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,0.3512476007677543,0.3512476007677543,10.404761904761903,347.84,0.3,346.63,1.0,360.87,0.25,359.1,0.34,6327.22,1.0,444.54,0.54,393.39,0.59,511.41,0.21,0.0876826722338204
1.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,6.0,2.0,1.0,2.0,1.0,1.0,0.2426127527216174,0.2426127527216174,10.704545454545457,6.0,0.37,7.01,0.05,44.15,0.25,1348.73,0.32,318.9,0.0,305.91,0.36,1126.61,0.59,80.4,0.24,0.0854368932038834
1.0,2.0,6.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,0.359253499222395,0.359253499222395,11.06,92.49,0.31,206.76,0.05,1201.77,0.25,692.98,0.33,1377.14,1.0,298.01,0.16,774.74,0.25,582.7,0.26,0.0829187396351575
1.0,3.0,4.0,1.0,1.0,3.0,1.0,5.0,7.0,2.0,1.0,2.0,2.0,1.0,0.2426127527216174,0.2426127527216174,10.681818181818182,3211.69,0.34,2873.3,0.04,1735.1,0.26,583.25,0.33,5176.89,0.0,2792.59,0.2,384.11,0.4,2653.82,0.27,0.0856031128404669
1.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,0.255054432348367,0.255054432348367,10.422222222222222,23.81,0.36,28.1,0.05,410.74,0.26,561.15,0.34,5197.49,0.0,24.38,0.25,415.95,0.23,22.12,0.12,0.0875486381322957
2.0,1.0,6.0,4.0,2.0,2.0,2.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,0.3471502590673575,0.2849740932642487,10.846153846153848,441.33,0.32,376.62,0.42,267.33,0.26,180.15,0.32,1659.46,0.01,181.82,0.29,176.62,0.35,231.29,0.25,0.0844155844155843
1.0,4.0,9.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,0.3328149300155521,0.3328149300155521,10.681818181818182,84.17,0.34,168.82,0.44,164.49,0.24,620.72,0.32,50.85,0.01,3361.12,0.25,2371.73,0.57,1097.08,0.23,0.0856031128404669
1.0,2.0,5.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,0.4230171073094868,0.4230171073094868,11.224489795918368,87.66,0.28,200.22,1.0,1214.26,0.24,686.23,0.33,1392.38,1.0,298.78,0.37,788.18,0.25,577.83,0.21,0.0818030050083472
1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,0.255054432348367,0.255054432348367,9.489795918367347,554.45,0.34,394.3,0.05,418.73,0.25,352.01,0.34,399.06,0.01,394.45,0.24,408.0,0.43,1181.0,0.1,0.0933852140077821
1.0,4.0,3.0,4.0,2.0,3.0,1.0,4.0,8.0,2.0,2.0,1.0,2.0,1.0,0.3794712286158631,0.3794712286158631,10.727272727272728,90.47,0.31,135.95,0.37,580.3,0.22,584.98,0.33,531.78,1.0,42.35,0.31,181.43,0.59,171.02,0.17,0.0852713178294574
1.0,3.0,2.0,3.0,2.0,3.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,0.2426127527216174,0.2426127527216174,9.936170212765957,2965.81,0.32,2720.32,0.04,1522.01,0.27,598.89,0.32,5097.26,1.0,2169.98,0.36,335.5,0.57,2617.63,0.25,0.0914396887159533
3.0,2.0,9.0,1.0,2.0,4.0,1.0,4.0,8.0,2.0,1.0,2.0,2.0,1.0,0.3565891472868217,0.3565891472868217,10.444444444444445,14.86,0.33,24.98,0.41,68.11,0.28,92.32,0.38,50.05,0.02,17.3,0.24,37.71,0.43,29.31,0.32,0.0873786407766989
1.0,2.0,3.0,4.0,1.0,3.0,2.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,0.3794712286158631,0.3794712286158631,10.953488372093023,564.22,0.32,685.5,1.0,45.26,0.25,1308.52,0.33,322.33,0.01,1037.88,0.32,1076.37,0.43,130.32,0.21,0.0836575875486381
1.0,2.0,8.0,1.0,2.0,1.0,2.0,2.0,8.0,1.0,1.0,1.0,2.0,1.0,0.3561430793157076,0.3561430793157076,10.681818181818182,397.3,0.34,409.95,0.05,428.19,0.24,399.09,0.32,7000.83,1.0,390.9,0.27,400.54,0.41,443.74,0.24,0.0856031128404669
1.0,4.0,1.0,3.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,0.5758157389635317,0.5028790786948176,9.708333333333334,85.25,0.32,159.71,1.0,843.99,0.26,536.51,0.34,4980.37,1.0,378.76,0.54,628.35,0.43,685.26,0.25,0.0933852140077821
1.0,4.0,4.0,2.0,1.0,4.0,1.0,4.0,7.0,2.0,2.0,2.0,2.0,1.0,0.3716951788491446,0.3716951788491446,10.976744186046512,91.26,0.31,148.67,0.38,425.76,0.23,588.59,0.33,294.52,1.0,52.45,0.31,222.38,0.58,129.04,0.17,0.0834951456310679
1.0,4.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,0.362763915547025,0.362763915547025,11.22222222222222,2292.16,0.31,2415.84,1.0,403.02,0.27,519.11,0.33,4926.56,1.0,1552.42,0.51,487.62,0.57,258.86,0.21,0.0818181818181817
1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,0.255054432348367,0.255054432348367,11.238095238095235,29.32,0.34,32.56,0.06,184.79,0.23,676.95,0.3,51.68,0.01,7.9,0.17,2013.79,0.4,6.51,0.22,0.0817120622568093
1.0,3.0,5.0,3.0,1.0,2.0,1.0,2.0,8.0,1.0,2.0,1.0,2.0,1.0,0.3203732503888025,0.2783825816485225,9.07843137254902,579.83,0.34,619.14,0.44,271.36,0.3,352.15,0.34,4657.24,0.01,745.88,0.36,363.39,0.42,717.68,0.25,0.0992217898832684
1.0,1.0,8.0,2.0,1.0,3.0,1.0,3.0,6.0,2.0,1.0,1.0,2.0,1.0,0.2426127527216174,0.2426127527216174,9.936170212765957,85.59,0.35,83.64,0.05,475.49,0.27,667.34,0.29,4931.7,0.01,27.13,0.36,521.82,0.58,0.59,0.27,0.0914396887159533
1.0,4.0,3.0,3.0,1.0,2.0,2.0,4.0,7.0,1.0,1.0,1.0,2.0,1.0,0.5427682737169518,0.5427682737169518,10.173913043478262,84.01,0.31,187.93,1.0,44.98,0.26,481.39,0.37,50.42,1.0,427.02,0.48,466.07,0.57,737.08,0.19,0.0894941634241245
1.0,1.0,5.0,1.0,1.0,1.0,2.0,4.0,8.0,1.0,1.0,1.0,2.0,1.0,0.255054432348367,0.255054432348367,10.173913043478262,3783.01,0.34,3477.47,0.03,828.49,0.3,651.24,0.3,1027.59,0.01,3134.59,0.24,564.51,0.38,3468.43,0.12,0.0894941634241245
1.0,3.0,4.0,4.0,1.0,2.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,0.3203732503888025,0.2783825816485225,9.07843137254902,579.83,0.34,619.14,0.44,271.36,0.3,352.15,0.34,4657.24,0.01,745.88,0.36,363.39,0.42,717.68,0.25,0.0992217898832684
