sampling,invalid_value,missing_value,floating_point,unit_converter,normalization,outlier,punctuation,stopword,lowercase,whitespace,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,class_imbalance_ratio,corr_race,ot_race,corr_gender,ot_gender,corr_loan_type,ot_loan_type,corr_applicant_age,ot_applicant_age,corr_lien_status,ot_lien_status,corr_LV,ot_LV,corr_DI,ot_DI,corr_income_brackets,ot_income_brackets,utility_accuracy_score
2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,0.2642487046632124,0.2642487046632124,15.3,3275.0,0.25,131.55,0.35,147.07,0.33,112.74,0.39,3274.99,1.0,143.95,0.37,147.07,0.2,138.51,0.24,0.1595092024539877
2.0,3.0,3.0,2.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,0.1761658031088082,0.1761658031088082,21.0,3212.84,0.26,42.05,0.31,393.42,0.36,7.07,0.33,3213.0,1.0,0.12,0.23,393.42,0.35,1920.01,0.23,0.1103896103896103
2.0,3.0,5.0,2.0,1.0,5.0,4.0,2.0,1.0,1.0,2.0,1.0,0.1709844559585492,0.1761658031088082,14.4,1768.9,0.18,43.31,0.35,291.89,0.34,1.0,0.39,1768.97,0.01,1.54,0.22,291.89,0.38,1162.73,0.24,0.2337662337662337
1.0,1.0,8.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2177293934681182,0.2177293934681182,13.27777777777778,778.21,0.22,3034.54,1.0,517.25,0.36,1.72,0.32,6811.5,1.0,1740.34,0.37,517.22,0.74,271.64,0.24,0.169260700389105
2.0,4.0,4.0,4.0,1.0,1.0,8.0,2.0,1.0,2.0,1.0,1.0,0.3264248704663212,0.3264248704663212,16.11111111111111,11.5,0.23,34.88,0.31,477.57,0.36,239.05,0.3,11.51,0.01,870.53,0.51,477.57,0.49,662.54,0.12,0.1753246753246753
2.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,0.3246753246753247,0.3181818181818182,15.0,467.14,0.26,44.08,0.36,261.29,0.33,164.22,0.36,467.13,1.0,105.56,0.35,261.29,0.2,176.02,0.21,0.2013888888888888
2.0,3.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,0.1761658031088082,0.1761658031088082,14.4,476.97,0.38,48.5,0.37,248.6,0.47,2201.66,0.32,476.96,1.0,2184.3,0.54,248.59,0.78,2202.14,0.23,0.1883116883116883
1.0,1.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,0.2161741835147745,0.2177293934681182,9.489795918367347,3992.65,0.15,179.05,1.0,669.98,0.35,3.26,0.36,3992.83,0.02,7.02,0.19,669.98,0.43,2786.13,0.26,0.103112840466926
2.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,0.1658031088082901,0.1658031088082901,14.8,10.61,0.45,46.19,0.35,451.47,0.35,184.77,0.35,10.61,0.0,618.62,0.39,451.47,0.2,478.46,0.19,0.2025316455696202
1.0,4.0,8.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,1.0,0.2286158631415241,0.2286158631415241,9.28,298.01,0.11,419.64,1.0,378.96,0.34,338.89,0.36,298.01,0.04,420.01,0.32,378.96,0.42,467.74,0.12,0.1011673151750972
2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,0.2642487046632124,0.2642487046632124,13.0,13.32,0.16,38.97,0.34,420.46,0.36,165.51,0.38,13.32,0.1,590.65,0.21,420.46,0.39,288.36,0.26,0.1753246753246753
2.0,4.0,8.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,0.2279792746113989,0.2279792746113989,14.363636363636363,3240.39,0.25,132.04,0.34,135.71,0.34,124.14,0.38,3240.38,1.0,145.03,0.38,135.71,0.21,148.75,0.23,0.2307692307692307
2.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.3246753246753247,0.3246753246753247,11.833333333333334,121.36,0.25,121.36,0.38,121.36,0.35,121.36,0.34,121.36,0.02,121.36,0.36,121.36,0.21,121.36,0.24,0.1688311688311687
1.0,4.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,0.2886178861788618,0.2865853658536585,10.228571428571428,324.11,0.15,302.8,1.0,317.02,0.31,355.13,0.29,324.11,0.02,297.14,0.28,317.02,0.22,315.47,0.25,0.1094147582697201
2.0,4.0,4.0,4.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,0.3264248704663212,0.3264248704663212,13.916666666666666,2477.06,0.46,46.44,0.34,332.29,0.36,211.97,0.35,2477.17,1.0,114.5,0.54,332.29,0.21,192.89,0.17,0.1452513966480446
2.0,4.0,7.0,4.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,0.2435233160621761,0.238341968911917,21.0,3212.84,0.35,40.41,0.31,399.12,0.4,256.48,0.33,3213.0,1.0,136.45,0.33,399.11,0.32,253.36,0.2,0.1753246753246753
2.0,4.0,5.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,0.3005181347150259,0.3160621761658031,16.11111111111111,3285.59,0.25,117.99,0.33,140.74,0.36,118.5,0.35,3285.57,1.0,139.02,0.34,140.74,0.58,137.12,0.16,0.2337662337662337
2.0,2.0,2.0,4.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,0.2746113989637305,0.2746113989637305,21.0,3995.9,0.27,125.43,0.34,139.73,0.37,123.11,0.38,3995.9,0.08,145.62,0.35,139.73,0.36,141.4,0.2,0.1818181818181817
2.0,2.0,5.0,1.0,2.0,2.0,7.0,1.0,2.0,1.0,2.0,1.0,0.3005181347150259,0.3160621761658031,16.11111111111111,3285.57,0.22,117.99,0.33,144.95,0.39,127.91,0.34,3285.57,1.0,141.0,0.34,144.95,0.58,139.86,0.16,0.1168831168831169
1.0,3.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,0.2161741835147745,0.2161741835147745,11.8,755.82,0.31,2887.95,1.0,462.98,0.33,643.96,0.32,6029.8,1.0,1743.68,0.36,462.95,0.25,253.57,0.21,0.1171875
1.0,1.0,6.0,4.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,0.2115085536547434,0.2146189735614307,9.28,3914.63,0.18,181.91,1.0,667.36,0.36,3.65,0.37,3914.83,0.02,7.57,0.2,667.36,0.42,2741.37,0.26,0.1011673151750972
2.0,1.0,5.0,1.0,1.0,5.0,7.0,2.0,1.0,1.0,1.0,1.0,0.1709844559585492,0.1761658031088082,11.833333333333334,1637.94,0.17,65.68,1.0,211.12,0.33,4.15,0.36,1638.01,0.01,7.16,0.25,211.11,0.3,1172.18,0.27,0.1363636363636363
2.0,1.0,3.0,4.0,2.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,0.1658031088082901,0.1658031088082901,14.8,505.06,0.42,46.19,0.35,276.88,0.34,2321.83,0.35,505.05,0.0,2304.48,0.39,276.88,0.2,2322.43,0.19,0.2025316455696202
1.0,3.0,7.0,4.0,1.0,5.0,5.0,1.0,2.0,1.0,2.0,1.0,0.2146189735614307,0.2161741835147745,9.708333333333334,4073.43,0.2,185.85,1.0,698.07,0.37,2.89,0.36,4073.63,0.02,6.46,0.2,698.06,0.42,2832.14,0.26,0.1011673151750972
2.0,4.0,6.0,3.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,0.238341968911917,0.238341968911917,10.846153846153848,4.24,0.13,807.59,0.36,414.75,0.4,162.32,0.36,1255.56,0.04,269.02,0.39,414.75,0.23,74.8,0.25,0.2012987012987013
2.0,4.0,5.0,2.0,2.0,4.0,6.0,2.0,1.0,1.0,1.0,1.0,0.3005181347150259,0.3056994818652849,16.11111111111111,542.14,0.23,47.96,0.36,276.56,0.34,154.71,1.0,542.12,1.0,121.5,0.36,276.56,0.36,193.96,0.14,0.1948051948051947
2.0,2.0,5.0,2.0,2.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,0.3005181347150259,0.3160621761658031,16.11111111111111,3285.57,0.22,117.99,0.33,144.95,0.39,127.91,0.34,3285.57,1.0,141.0,0.34,144.95,0.58,139.86,0.16,0.1168831168831169
2.0,2.0,3.0,4.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,0.3056994818652849,0.3056994818652849,16.11111111111111,9.5,0.34,42.8,0.34,473.68,0.42,188.96,0.35,9.5,1.0,598.67,0.18,473.68,0.6,392.09,0.18,0.2272727272727273
2.0,1.0,5.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,0.1761658031088082,0.1761658031088082,14.4,216.33,0.19,118.13,0.34,126.16,0.36,112.77,0.39,216.34,0.01,161.28,0.21,126.16,0.38,159.91,0.25,0.2467532467532467
2.0,4.0,1.0,1.0,1.0,5.0,6.0,2.0,2.0,2.0,1.0,1.0,0.3246753246753247,0.3246753246753247,14.375,1753.67,0.29,35.97,0.36,289.63,0.33,112.79,1.0,1753.75,1.0,82.73,0.33,289.63,0.33,143.54,0.16,0.2195121951219512
2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.2642487046632124,0.2642487046632124,21.0,4169.8,0.16,117.9,0.32,174.42,0.34,156.9,0.33,4169.78,0.02,125.41,0.37,174.42,0.32,129.72,0.24,0.2142857142857143
2.0,2.0,2.0,2.0,1.0,5.0,6.0,2.0,2.0,2.0,1.0,1.0,0.2642487046632124,0.2642487046632124,16.11111111111111,2456.18,0.22,51.58,0.37,327.19,0.37,162.99,0.39,2456.3,0.08,112.64,0.56,327.19,0.35,197.54,0.22,0.1038961038961039
1.0,2.0,5.0,1.0,1.0,4.0,8.0,1.0,2.0,1.0,1.0,1.0,0.2939346811819596,0.3141524105754277,13.685714285714283,1508.1,0.24,159.12,0.37,853.13,0.32,586.24,0.35,1508.06,1.0,264.82,0.48,853.13,0.39,594.07,0.15,0.1147859922178988
2.0,4.0,5.0,2.0,1.0,5.0,8.0,1.0,2.0,2.0,2.0,1.0,0.3005181347150259,0.3056994818652849,21.0,3212.84,0.26,32.69,0.27,389.53,0.4,285.22,0.28,3213.0,1.0,132.5,0.36,389.53,0.36,244.36,0.18,0.1428571428571429
1.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,0.2846034214618974,0.2768273716951788,9.708333333333334,418.25,0.18,385.18,1.0,418.89,0.34,428.36,0.29,418.25,0.01,400.82,0.46,418.89,0.24,392.48,0.24,0.1264591439688716
2.0,1.0,6.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,0.1709844559585492,0.1709844559585492,18.25,623.67,0.27,49.29,0.35,308.7,0.4,2790.25,0.34,623.66,1.0,2768.98,0.37,308.7,0.35,2790.93,0.21,0.1558441558441559
2.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.1676300578034682,0.1676300578034682,12.307692307692308,17.0,0.25,47.72,0.36,513.14,0.35,5.32,0.38,17.0,0.02,6.2,0.23,513.14,0.21,8.39,0.27,0.2312138728323699
2.0,1.0,6.0,4.0,2.0,4.0,8.0,1.0,2.0,2.0,1.0,1.0,0.1709844559585492,0.1709844559585492,16.11111111111111,537.7,0.24,51.58,0.37,309.16,0.4,2463.12,0.36,537.69,0.01,2444.7,0.38,309.16,0.16,2463.82,0.22,0.1753246753246753
2.0,1.0,5.0,2.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,0.1709844559585492,0.1761658031088082,14.4,1768.9,0.18,43.31,0.35,291.89,0.34,1.0,0.39,1768.97,0.01,1.54,0.22,291.89,0.38,1162.73,0.24,0.2337662337662337
1.0,4.0,3.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,0.2923794712286158,0.2923794712286158,9.708333333333334,57.84,0.15,183.9,1.0,1808.07,0.35,607.98,0.31,57.84,0.01,2106.42,0.5,1808.07,0.42,906.4,0.25,0.1011673151750972
1.0,3.0,8.0,4.0,2.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,0.2192846034214619,0.223950233281493,10.444444444444445,1060.86,0.08,188.78,1.0,595.93,0.38,3506.32,0.37,1060.84,0.02,3658.93,0.23,595.92,0.41,2937.7,0.26,0.1087378640776699
2.0,1.0,2.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,0.2020725388601036,0.1968911917098445,16.11111111111111,3.59,0.2,900.9,0.34,491.12,0.38,5.32,0.38,1749.39,0.12,4.74,0.21,491.12,0.22,5.11,0.23,0.2272727272727273
2.0,3.0,9.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.1761658031088082,0.1761658031088082,14.4,2869.76,0.17,125.96,0.36,143.23,0.4,1440.02,0.33,2869.75,0.01,1330.57,0.36,143.23,0.36,3368.7,0.23,0.1493506493506493
2.0,1.0,4.0,4.0,2.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,0.160621761658031,0.160621761658031,14.4,12.63,0.23,45.0,0.36,455.05,0.45,197.71,0.33,12.63,0.01,661.21,0.55,455.05,0.37,370.28,0.18,0.1623376623376623
2.0,4.0,2.0,1.0,1.0,4.0,5.0,1.0,1.0,2.0,2.0,1.0,0.2642487046632124,0.2642487046632124,14.4,475.07,0.27,45.0,0.36,253.32,0.36,192.02,0.34,475.05,0.1,106.73,0.4,253.32,0.35,197.88,0.22,0.2207792207792207
2.0,4.0,6.0,4.0,2.0,5.0,6.0,2.0,1.0,1.0,1.0,1.0,0.238341968911917,0.2435233160621761,16.11111111111111,2464.88,0.27,47.96,0.36,316.88,0.39,165.83,0.4,2465.0,1.0,122.35,0.36,316.88,0.36,193.28,0.21,0.2142857142857143
2.0,4.0,8.0,3.0,2.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,0.2279792746113989,0.2279792746113989,16.11111111111111,10.44,0.25,39.54,0.32,434.97,0.41,194.82,0.38,10.44,0.06,647.44,0.14,434.97,0.37,447.08,0.19,0.1298701298701299
2.0,1.0,7.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,0.1813471502590673,0.1813471502590673,14.4,13.88,0.12,45.0,0.36,455.05,0.45,197.71,0.33,13.88,0.05,661.21,0.55,455.05,0.37,370.28,0.18,0.1688311688311687
2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,0.1761658031088082,0.1761658031088082,14.8,263.58,0.25,908.47,0.35,537.86,0.37,184.77,0.35,2323.6,0.0,279.36,0.39,537.86,0.2,75.88,0.19,0.2215189873417721
1.0,1.0,3.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,0.2115085536547434,0.2130637636080871,11.846153846153848,5922.71,0.23,171.29,1.0,853.66,0.34,41.47,0.31,5923.08,1.0,40.11,0.53,853.66,0.25,5920.09,0.21,0.1057884231536926
1.0,1.0,6.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,0.208398133748056,0.2115085536547434,9.936170212765957,4455.65,0.1,167.9,1.0,721.6,0.32,5.65,0.35,4455.89,0.01,9.99,0.22,721.59,0.39,2931.71,0.27,0.11284046692607
2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,0.2642487046632124,0.2642487046632124,21.0,3995.91,0.23,125.43,0.34,139.73,0.36,123.11,0.38,3995.9,0.08,145.62,0.35,139.73,0.36,141.4,0.2,0.1818181818181817
1.0,2.0,2.0,3.0,2.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,0.2877138413685847,0.2892690513219285,9.936170212765957,1027.57,0.22,203.01,1.0,562.1,0.35,545.66,0.37,1027.55,0.09,230.39,0.38,562.09,0.41,518.66,0.31,0.1011673151750972
2.0,3.0,9.0,4.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,0.1761658031088082,0.1761658031088082,14.4,13.27,0.14,45.0,0.36,455.05,0.45,197.71,0.33,13.27,0.07,661.21,0.55,455.05,0.37,370.28,0.18,0.1688311688311687
2.0,2.0,1.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,0.3246753246753247,0.3181818181818182,15.0,467.14,0.26,44.08,0.36,261.29,0.33,164.22,0.36,467.13,1.0,105.56,0.35,261.29,0.2,176.02,0.21,0.2013888888888888
1.0,2.0,7.0,4.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,0.2223950233281493,0.2223950233281493,10.173913043478262,9.52,0.1,2799.73,1.0,420.98,0.35,594.74,0.35,4227.32,0.03,1679.27,0.32,420.95,0.42,272.66,0.28,0.1342412451361867
2.0,2.0,1.0,4.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,0.3246753246753247,0.3246753246753247,14.375,2322.4,0.31,102.44,0.38,110.87,0.37,97.41,0.35,2322.39,1.0,107.4,0.52,110.87,0.35,126.99,0.18,0.2195121951219512
2.0,3.0,3.0,3.0,2.0,5.0,8.0,1.0,2.0,1.0,2.0,1.0,0.1658031088082901,0.1658031088082901,16.11111111111111,2464.88,0.38,49.75,0.36,366.59,0.38,9.29,0.36,2465.0,1.0,8.81,0.39,366.58,0.16,2463.82,0.22,0.1688311688311687
2.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,0.2642487046632124,0.2642487046632124,15.3,541.31,0.23,47.26,0.35,279.32,0.32,182.59,0.39,541.3,1.0,118.81,0.37,279.32,0.2,201.9,0.24,0.1595092024539877
1.0,4.0,4.0,3.0,1.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,0.3141524105754277,0.3110419906687403,10.173913043478262,4244.06,0.24,178.25,1.0,738.72,0.32,579.62,0.33,4244.24,0.02,213.66,0.48,738.72,0.4,483.12,0.25,0.1400778210116731
2.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.160621761658031,0.160621761658031,16.11111111111111,9.5,0.43,46.21,0.35,499.83,0.38,212.27,0.32,9.5,1.0,688.0,0.36,499.83,0.18,293.48,0.23,0.1103896103896103
2.0,1.0,3.0,3.0,2.0,2.0,8.0,2.0,2.0,1.0,2.0,1.0,0.1658031088082901,0.1658031088082901,16.11111111111111,3166.83,0.38,131.15,0.36,177.74,0.39,1615.73,0.36,3166.84,1.0,1496.75,0.39,177.74,0.16,3759.04,0.22,0.1688311688311687
1.0,2.0,7.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,0.2223950233281493,0.2223950233281493,10.173913043478262,9.52,0.1,2799.73,1.0,420.98,0.35,594.74,0.35,4227.32,0.03,1679.27,0.32,420.95,0.42,272.66,0.28,0.1342412451361867
2.0,3.0,3.0,1.0,2.0,1.0,8.0,1.0,2.0,1.0,2.0,1.0,0.1761658031088082,0.1761658031088082,14.4,12.63,0.18,43.31,0.35,446.72,0.44,197.71,0.33,12.63,0.01,734.24,0.55,446.72,0.53,387.98,0.19,0.1883116883116883
2.0,2.0,2.0,3.0,2.0,2.0,7.0,2.0,1.0,2.0,1.0,1.0,0.2746113989637305,0.2746113989637305,16.11111111111111,3075.95,0.29,115.51,0.32,126.82,0.33,114.68,0.38,3075.95,0.1,127.64,0.36,126.82,0.19,155.58,0.19,0.1753246753246753
2.0,3.0,8.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,0.1813471502590673,0.1813471502590673,10.0,90.78,0.12,124.72,0.38,157.14,0.31,195.0,0.35,90.78,0.05,221.74,0.22,157.14,0.16,238.09,0.23,0.2207792207792207
1.0,2.0,3.0,2.0,2.0,3.0,5.0,2.0,2.0,1.0,1.0,1.0,0.2923794712286158,0.2830482115085536,9.936170212765957,8.1,0.13,2745.84,1.0,414.43,0.3,577.86,0.32,4157.38,0.02,1710.79,0.48,414.4,0.41,304.69,0.23,0.1089494163424124
2.0,4.0,8.0,1.0,2.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,0.2279792746113989,0.2279792746113989,14.363636363636363,2412.97,0.25,45.39,0.34,312.27,0.35,195.04,0.38,2413.09,1.0,115.95,0.38,312.27,0.21,204.24,0.23,0.2307692307692307
2.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,2.0,2.0,2.0,1.0,0.2642487046632124,0.2642487046632124,14.4,12.14,0.16,35.34,0.32,469.0,0.33,204.71,0.35,12.14,0.1,831.37,0.38,469.0,0.5,648.81,0.16,0.1883116883116883
2.0,2.0,2.0,1.0,2.0,5.0,5.0,2.0,1.0,1.0,2.0,1.0,0.2642487046632124,0.2642487046632124,16.11111111111111,2454.2,0.27,49.75,0.36,329.54,0.35,206.15,0.33,2454.33,0.1,118.24,0.56,329.54,0.33,228.97,0.22,0.1753246753246753
1.0,2.0,9.0,4.0,1.0,5.0,5.0,1.0,2.0,1.0,2.0,1.0,0.2379471228615863,0.23950233281493,9.708333333333334,4059.88,0.09,199.88,1.0,713.65,0.34,551.74,0.35,4060.08,0.05,212.86,0.31,713.64,0.41,491.49,0.13,0.1264591439688716
1.0,1.0,2.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,0.2674961119751166,0.2674961119751166,9.936170212765957,56.05,0.16,177.23,1.0,1879.55,0.33,35.83,0.37,56.05,0.1,26.36,0.25,1879.55,0.41,27.47,0.29,0.1264591439688716
1.0,2.0,6.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,0.270606531881804,0.2628304821150855,9.28,300.25,0.13,407.32,1.0,380.1,0.33,323.46,0.04,300.25,0.02,438.05,0.2,380.1,0.42,446.6,0.11,0.1167315175097276
2.0,2.0,9.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.238341968911917,0.238341968911917,14.363636363636363,11.7,0.25,45.39,0.34,522.52,0.34,190.25,0.39,11.7,1.0,764.61,0.3,522.52,0.21,510.16,0.22,0.2071005917159762
2.0,4.0,4.0,2.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,0.3005181347150259,0.3056994818652849,14.0,540.21,0.35,46.34,0.34,283.28,0.34,210.23,0.35,540.2,0.0,116.78,0.36,283.28,0.21,194.26,0.17,0.1388888888888888
1.0,4.0,7.0,4.0,2.0,5.0,6.0,2.0,1.0,2.0,2.0,1.0,0.2223950233281493,0.2223950233281493,10.953488372093023,5592.3,0.16,191.21,1.0,790.18,0.36,599.66,0.34,5592.65,0.01,228.38,0.29,790.17,0.22,554.7,0.09,0.1011673151750972
2.0,3.0,7.0,3.0,1.0,4.0,7.0,1.0,1.0,2.0,1.0,1.0,0.1813471502590673,0.1865284974093264,10.846153846153848,327.97,0.12,62.33,1.0,174.6,0.29,1321.08,0.34,327.96,0.03,1449.71,0.24,174.6,0.18,1097.32,0.28,0.2207792207792207
2.0,3.0,6.0,3.0,2.0,4.0,8.0,1.0,2.0,2.0,2.0,1.0,0.1709844559585492,0.1709844559585492,16.11111111111111,537.7,0.24,51.58,0.37,309.16,0.4,2463.12,0.36,537.69,0.01,2444.7,0.38,309.16,0.16,2463.82,0.22,0.1753246753246753
1.0,4.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,0.2947154471544715,0.2947154471544715,10.558823529411764,40.12,0.13,135.01,1.0,1353.0,0.32,534.62,0.29,40.12,0.01,1905.05,0.3,1353.0,0.22,798.67,0.24,0.1094147582697201
2.0,1.0,6.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,0.1709844559585492,0.1709844559585492,14.5,2997.18,0.41,125.99,0.35,148.83,0.38,1459.12,0.36,2997.16,1.0,1350.78,0.38,148.83,0.2,3413.38,0.19,0.1870967741935484
2.0,3.0,5.0,2.0,2.0,4.0,8.0,1.0,2.0,1.0,1.0,1.0,0.1709844559585492,0.1761658031088082,16.11111111111111,542.14,0.23,51.58,0.37,308.73,0.38,2463.12,0.36,542.12,1.0,2444.8,0.39,308.72,0.16,2463.82,0.22,0.1233766233766233
2.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.3056994818652849,0.3056994818652849,14.0,3226.2,0.37,138.02,0.34,153.74,0.35,131.49,0.35,3226.2,0.0,158.67,0.36,153.74,0.21,153.27,0.17,0.1055555555555555
